samples,acc,prec,rec,fpr,ngrams
67270,0.94,0.9822161422708618,0.938562091503268,0.05531914893617021,2.0
68270,0.905,0.987603305785124,0.8929016189290162,0.04568527918781726,2.0
69270,0.942,0.9824817518248176,0.9360222531293463,0.042704626334519574,2.0
70270,0.956,0.9973753280839895,0.9476309226932669,0.010101010101010102,2.0
71270,0.897,0.9806094182825484,0.8883312421580929,0.06896551724137931,2.0
72270,0.923,0.9761526232114467,0.908284023668639,0.046296296296296294,2.0
73270,0.935,0.9833333333333333,0.9231863442389758,0.037037037037037035,2.0
74270,0.904,0.9819376026272578,0.8755490483162518,0.03470031545741325,2.0
75270,0.931,0.9787535410764873,0.9275167785234899,0.058823529411764705,2.0
76270,0.897,0.9881956155143339,0.8592375366568915,0.0220125786163522,2.0
77270,0.937,0.9689655172413794,0.9258649093904449,0.04580152671755725,2.0
78270,0.907,0.9836867862969005,0.8790087463556852,0.03184713375796178,2.0
79270,0.919,0.9628942486085343,0.8948275862068965,0.047619047619047616,2.0
80270,0.916,0.9645669291338582,0.8812949640287769,0.04054054054054054,2.0
81270,0.923,0.9646799116997793,0.8775100401606426,0.03187250996015936,2.0
82270,0.951,0.9862745098039216,0.9229357798165138,0.015384615384615385,2.0
83270,0.927,0.9543147208121827,0.8723897911832946,0.03163444639718805,2.0
84270,0.927,0.9769585253456221,0.8706365503080082,0.01949317738791423,2.0
85270,0.93,0.9713467048710601,0.849624060150376,0.016638935108153077,2.0
86270,0.936,0.9690140845070423,0.8664987405541562,0.01824212271973466,2.0
87270,0.952,0.9289340101522843,0.8433179723502304,0.017879948914431672,2.0
88270,0.948,0.5,0.5,0.027426160337552744,2.0
89270,0.945,0.8333333333333334,0.7692307692307693,0.025670945157526253,2.0
90270,0.952,0.9380530973451328,0.7210884353741497,0.008206330597889801,2.0
91270,0.962,0.9693251533742331,0.8272251308900523,0.006180469715698393,2.0
92270,0.953,0.9357798165137615,0.7183098591549296,0.008158508158508158,2.0
93270,0.947,0.9206349206349206,0.8207547169811321,0.01903553299492386,2.0
94270,0.9,0.9835526315789473,0.7588832487309645,0.00825082508250825,2.0
95270,0.949,0.957983193277311,0.7125,0.005952380952380952,2.0
96270,0.906,0.9829351535836177,0.7639257294429708,0.008025682182985553,2.0
97270,0.859,0.9926108374384236,0.744916820702403,0.006535947712418301,2.0
98270,0.92,0.9925650557620818,0.7739130434782608,0.0030534351145038168,2.0
99270,0.859,0.9895833333333334,0.7350096711798839,0.008281573498964804,2.0
100270,0.942,0.9933993399339934,0.8431372549019608,0.003110419906687403,2.0
101270,0.924,0.9707317073170731,0.7397769516728625,0.008207934336525308,2.0
