samples,acc,prec,rec,threshold
215270,0.683,0.6801210898082745,1.0,0.0
216270,0.802,0.8014042126379137,1.0,0.0
217270,0.72,0.717741935483871,1.0,0.0
218270,0.614,0.6132264529058116,1.0,0.0
219270,0.61,0.6044624746450304,1.0,0.0
220270,0.642,0.6380182002022244,1.0,0.0
221270,0.657,0.6503567787971458,1.0,0.0
222270,0.751,0.749748743718593,1.0,0.0
223270,0.653,0.6477157360406092,1.0,0.0
224270,0.62,0.6140529531568228,0.9983443708609272,0.0
225270,0.636,0.6293279022403259,1.0,0.0
226270,0.616,0.6101522842639594,1.0,0.0
227270,0.772,0.7706237424547284,1.0,0.0
228270,0.556,0.5506072874493927,1.0,0.0
229270,0.519,0.5141414141414141,1.0,0.0
230270,0.558,0.5498981670061099,1.0,0.0
231270,0.581,0.5715746421267893,1.0,0.0
232270,0.761,0.7590725806451613,1.0,0.0
233270,0.571,0.5657894736842105,1.0,0.0
234270,0.579,0.5717192268565615,1.0,0.0
235270,0.555,0.5474006116207951,0.9981412639405205,0.0
236270,0.658,0.6531440162271805,1.0,0.0
237270,0.71,0.7061803444782169,1.0,0.0
238270,0.589,0.5823170731707317,1.0,0.0
239270,0.655,0.6504559270516718,1.0,0.0
240270,0.593,0.5868020304568528,1.0,0.0
241270,0.583,0.5779352226720648,1.0,0.0
242270,0.659,0.6545086119554204,1.0,0.0
243270,0.532,0.5248730964467005,1.0,0.0
244270,0.557,0.550253807106599,1.0,0.0
245270,0.607,0.600609756097561,1.0,0.0
246270,0.519,0.5116751269035533,1.0,0.0
247270,0.68,0.6728016359918201,1.0,0.0
248270,0.53,0.5199182839632278,1.0,0.0
249270,0.516,0.5010309278350515,1.0,0.0
250270,0.567,0.5621840242669363,1.0,0.0
251270,0.623,0.6203423967774421,1.0,0.0
252270,0.596,0.5885947046843177,1.0,0.0
253270,0.604,0.5959183673469388,1.0,0.0
254270,0.627,0.6209349593495935,1.0,0.0
255270,0.561,0.5552178318135765,1.0,0.0
256270,0.731,0.7293762575452716,1.0,0.0
257270,0.7,0.696969696969697,1.0,0.0
258270,0.635,0.630192502532928,1.0,0.0
259270,0.745,0.7424242424242424,1.0,0.0
260270,0.723,0.7218875502008032,1.0,0.0
261270,0.699,0.6965725806451613,1.0,0.0
262270,0.757,0.7540485829959515,1.0,0.0
263270,0.767,0.7655935613682092,1.0,0.0
264270,0.678,0.6750756811301716,1.0,0.0
265270,0.705,0.7017189079878665,1.0,0.0
266270,0.732,0.730110775427996,1.0,0.0
267270,0.7152988855116514,0.7117948717948718,1.0,0.0
0,1.0,0.0,0.0,0.25
10,0.55,0.0,0.0,0.25
30,0.925,1.0,0.8235294117647058,0.25
70,0.8375,1.0,0.6176470588235294,0.25
150,0.8625,1.0,0.6,0.25
310,0.90625,1.0,0.7413793103448276,0.25
630,0.928125,1.0,0.7899543378995434,0.25
1270,0.925,1.0,0.7961956521739131,0.25
2270,0.957,1.0,0.8764367816091954,0.25
3270,0.952,0.9966555183946488,0.863768115942029,0.25
4270,0.966,1.0,0.9025787965616046,0.25
5270,0.981,1.0,0.9454022988505747,0.25
6270,0.982,1.0,0.9497206703910615,0.25
7270,0.987,0.9971910112359551,0.9673024523160763,0.25
8270,0.987,1.0,0.9624277456647399,0.25
9270,0.985,0.9970845481049563,0.9606741573033708,0.25
10270,0.776,0.9961240310077519,0.5354166666666667,0.25
11270,0.691,0.9971014492753624,0.5276073619631901,0.25
12270,0.775,0.9952038369304557,0.6504702194357367,0.25
13270,0.795,0.9905437352245863,0.6758064516129032,0.25
14270,0.837,0.9957716701902748,0.745253164556962,0.25
15270,0.865,0.990530303030303,0.8009188361408882,0.25
16270,0.875,0.9962121212121212,0.810477657935285,0.25
17270,0.904,0.9927272727272727,0.8557993730407524,0.25
18270,0.928,0.9964221824686941,0.8883572567783095,0.25
19270,0.932,0.9963768115942029,0.8928571428571429,0.25
20270,0.937,0.9914675767918089,0.9092331768388107,0.25
21270,0.943,0.9950083194675541,0.9171779141104295,0.25
22270,0.956,0.996694214876033,0.9348837209302325,0.25
23270,0.958,0.9965095986038395,0.9345335515548282,0.25
24270,0.966,0.995,0.9506369426751592,0.25
25270,0.97,0.9918962722852512,0.9607535321821036,0.25
26270,0.967,0.9936406995230525,0.9556574923547401,0.25
27270,0.98,0.9948979591836735,0.9717607973421927,0.25
28270,0.979,0.9949832775919732,0.9706362153344209,0.25
29270,0.985,0.9984076433121019,0.9781591263650546,0.25
30270,0.979,0.9921996879875195,0.9754601226993865,0.25
31270,0.979,0.99375,0.9739663093415007,0.25
32270,0.98,0.9935379644588045,0.9746434231378764,0.25
33270,0.984,0.9949664429530202,0.9785478547854786,0.25
34270,0.988,0.9968602825745683,0.9844961240310077,0.25
35270,0.988,0.9967320261437909,0.9838709677419355,0.25
36270,0.976,0.985981308411215,0.9768518518518519,0.25
37270,0.988,0.9952904238618524,0.9860031104199067,0.25
38270,0.988,0.9952830188679245,0.985981308411215,0.25
39270,0.991,0.9935379644588045,0.9919354838709677,0.25
40270,0.987,0.9904458598726115,0.9888712241653418,0.25
41270,0.989,0.9952076677316294,0.9873217115689382,0.25
42270,0.992,0.9967213114754099,0.990228013029316,0.25
43270,0.993,0.9968895800933126,0.9922600619195047,0.25
44270,0.993,0.9936102236421726,0.9952,0.25
45270,0.995,0.9967741935483871,0.9951690821256038,0.25
46270,0.987,0.9892141756548536,0.9907407407407407,0.25
47270,0.991,0.9984202211690363,0.9875,0.25
48270,0.989,0.9871794871794872,0.9951534733441034,0.25
49270,0.993,0.9922480620155039,0.9968847352024922,0.25
50270,0.984,0.9840764331210191,0.9903846153846154,0.25
51270,0.996,0.9967897271268058,0.9967897271268058,0.25
52270,0.992,0.9954337899543378,0.992412746585736,0.25
53270,0.985,0.9886363636363636,0.9870340356564019,0.25
54270,0.988,0.9874411302982732,0.9936808846761453,0.25
55270,0.991,0.9896142433234422,0.9970104633781763,0.25
56270,0.989,0.988835725677831,0.9935897435897436,0.25
57270,0.993,0.9936507936507937,0.9952305246422893,0.25
58270,0.987,0.987220447284345,0.9919743178170144,0.25
59270,0.996,0.9953917050691244,0.9984591679506933,0.25
60270,0.991,0.9888,0.9967741935483871,0.25
61270,0.991,0.9904306220095693,0.9951923076923077,0.25
62270,0.977,0.9813753581661891,0.9856115107913669,0.25
63270,0.981,0.9856459330143541,0.9915764139590855,0.25
64270,0.975,0.9964071856287425,0.9742388758782201,0.25
65270,0.973,0.988929889298893,0.9781021897810219,0.25
66270,0.98,0.9842312746386334,0.9894319682959049,0.25
67270,0.974,0.9780077619663649,0.9882352941176471,0.25
68270,0.981,0.9875621890547264,0.9887920298879203,0.25
69270,0.964,0.9671682626538988,0.9833101529902643,0.25
70270,0.991,0.9901112484548825,0.9987531172069826,0.25
71270,0.977,0.9813432835820896,0.9899623588456713,0.25
72270,0.971,0.9668109668109668,0.9911242603550295,0.25
73270,0.972,0.966804979253112,0.9943100995732574,0.25
74270,0.955,0.9596541786743515,0.9751098096632503,0.25
75270,0.963,0.9585492227979274,0.9932885906040269,0.25
76270,0.964,0.9549295774647887,0.9941348973607038,0.25
77270,0.932,0.9052631578947369,0.9917627677100495,0.25
78270,0.956,0.9533898305084746,0.9839650145772595,0.25
79270,0.954,0.9348534201954397,0.9896551724137931,0.25
80270,0.957,0.9399656946826758,0.9856115107913669,0.25
81270,0.963,0.9340866290018832,0.9959839357429718,0.25
82270,0.965,0.9473684210526315,0.9908256880733946,0.25
83270,0.954,0.926829268292683,0.9698375870069605,0.25
84270,0.968,0.9469548133595285,0.9897330595482546,0.25
85270,0.964,0.9331742243436754,0.9799498746867168,0.25
86270,0.978,0.9496402877697842,0.9974811083123426,0.25
87270,0.954,0.8701298701298701,0.9262672811059908,0.25
88270,0.915,0.32989690721649484,0.6153846153846154,0.25
89270,0.924,0.6810810810810811,0.8811188811188811,0.25
90270,0.948,0.7714285714285715,0.9183673469387755,0.25
91270,0.954,0.8372093023255814,0.9424083769633508,0.25
92270,0.961,0.8198757763975155,0.9295774647887324,0.25
93270,0.947,0.8298755186721992,0.9433962264150944,0.25
94270,0.967,0.937046004842615,0.9822335025380711,0.25
95270,0.959,0.8216216216216217,0.95,0.25
96270,0.954,0.9321148825065274,0.946949602122016,0.25
97270,0.938,0.9378427787934186,0.9482439926062847,0.25
98270,0.949,0.8951612903225806,0.9652173913043478,0.25
99270,0.94,0.9319470699432892,0.9535783365570599,0.25
100270,0.964,0.947075208913649,0.9523809523809523,0.25
101270,0.925,0.8344827586206897,0.8996282527881041,0.25
102270,0.939,0.9066390041493776,0.9646799116997793,0.25
103270,0.946,0.8277310924369747,0.9380952380952381,0.25
104270,0.915,0.7370517928286853,0.9068627450980392,0.25
105270,0.933,0.8327402135231317,0.9212598425196851,0.25
106270,0.93,0.955810147299509,0.9314194577352473,0.25
107270,0.914,0.6615384615384615,0.8657718120805369,0.25
108270,0.936,0.7641921397379913,0.9459459459459459,0.25
109270,0.922,0.9466666666666667,0.9085923217550275,0.25
110270,0.929,0.9181034482758621,0.9281045751633987,0.25
111270,0.905,0.9459962756052142,0.8850174216027874,0.25
112270,0.916,0.9192307692307692,0.9192307692307692,0.25
113270,0.932,0.9326732673267327,0.9326732673267327,0.25
114270,0.904,0.8938992042440318,0.8575063613231552,0.25
115270,0.914,0.9488117001828154,0.8994800693240901,0.25
116270,0.902,0.8690176322418136,0.8823529411764706,0.25
117270,0.934,0.9318181818181818,0.9425287356321839,0.25
118270,0.94,0.9675572519083969,0.9218181818181819,0.25
119270,0.935,0.9054441260744985,0.9080459770114943,0.25
120270,0.934,0.9357326478149101,0.8987654320987655,0.25
121270,0.936,0.9386792452830188,0.9128440366972477,0.25
122270,0.928,0.9142857142857143,0.8421052631578947,0.25
123270,0.927,0.9704251386321626,0.9020618556701031,0.25
124270,0.928,0.8992443324937027,0.9177377892030848,0.25
125270,0.943,0.9747747747747748,0.9263698630136986,0.25
126270,0.924,0.9244791666666666,0.8830845771144279,0.25
127270,0.933,0.9141914191419142,0.8710691823899371,0.25
128270,0.949,0.9400479616306955,0.937799043062201,0.25
129270,0.932,0.9291784702549575,0.8840970350404312,0.25
130270,0.904,0.9431137724550899,0.9156976744186046,0.25
131270,0.898,0.9591240875912409,0.8987688098495212,0.25
132270,0.85,0.92992700729927,0.8619756427604871,0.25
133270,0.907,0.968299711815562,0.9044414535666218,0.25
134270,0.905,0.9376026272577996,0.9092356687898089,0.25
135270,0.921,0.9596231493943472,0.9356955380577427,0.25
136270,0.947,0.9770114942528736,0.95625,0.25
137270,0.909,0.9660766961651918,0.9059474412171508,0.25
138270,0.909,0.9648876404494382,0.9123505976095617,0.25
139270,0.937,0.9854111405835544,0.9345911949685535,0.25
140270,0.865,0.9938195302843016,0.860813704496788,0.25
141270,0.934,0.9953379953379954,0.9323144104803494,0.25
142270,0.947,0.9922737306843267,0.9513227513227513,0.25
143270,0.909,0.9905882352941177,0.9102702702702703,0.25
144270,0.94,0.9897260273972602,0.9444444444444444,0.25
145270,0.939,0.9893364928909952,0.9413754227733935,0.25
146270,0.958,0.9943502824858758,0.9596510359869138,0.25
147270,0.946,0.9865319865319865,0.9543973941368078,0.25
148270,0.954,0.989749430523918,0.9591611479028698,0.25
149270,0.93,0.9932960893854749,0.9328436516264428,0.25
150270,0.949,0.988558352402746,0.9546961325966851,0.25
151270,0.915,0.9896432681242808,0.9188034188034188,0.25
152270,0.946,0.9919908466819222,0.9485776805251641,0.25
153270,0.958,0.9814169570267132,0.9701492537313433,0.25
154270,0.925,0.9759493670886076,0.932285368802902,0.25
155270,0.904,0.9376299376299376,0.8723404255319149,0.25
156270,0.9,0.9600725952813067,0.871499176276771,0.25
157270,0.941,0.9742351046698873,0.933641975308642,0.25
158270,0.952,0.9852459016393442,0.9390625,0.25
159270,0.942,0.9764521193092621,0.9353383458646617,0.25
160270,0.965,0.990521327014218,0.9557926829268293,0.25
161270,0.966,0.9875,0.9604863221884499,0.25
162270,0.953,0.9658914728682171,0.9614197530864198,0.25
163270,0.975,0.9893617021276596,0.9730941704035875,0.25
164270,0.969,0.99375,0.9592760180995475,0.25
165270,0.96,0.9821428571428571,0.9542586750788643,0.25
166270,0.968,0.9790104947526237,0.9731743666169895,0.25
167270,0.964,0.9775641025641025,0.9651898734177216,0.25
168270,0.955,0.9635811836115327,0.9679878048780488,0.25
169270,0.963,0.9772727272727273,0.967016491754123,0.25
170270,0.974,0.9904761904761905,0.968944099378882,0.25
171270,0.971,0.9833836858006042,0.9730941704035875,0.25
172270,0.963,0.9753846153846154,0.9679389312977099,0.25
173270,0.963,0.9814241486068112,0.9620637329286799,0.25
174270,0.955,0.9767080745341615,0.9544764795144158,0.25
175270,0.973,0.9908256880733946,0.968609865470852,0.25
176270,0.973,0.9921996879875195,0.9665653495440729,0.25
177270,0.965,0.9774096385542169,0.9701046337817638,0.25
178270,0.953,0.9725190839694656,0.9564564564564565,0.25
179270,0.921,0.9684065934065934,0.926412614980289,0.25
180270,0.974,0.985981308411215,0.9738461538461538,0.25
181270,0.965,0.995398773006135,0.9530102790014684,0.25
182270,0.965,0.9922600619195047,0.9552906110283159,0.25
183270,0.981,0.9954954954954955,0.9764359351988218,0.25
184270,0.959,0.9936,0.9437689969604863,0.25
185270,0.963,0.9965694682675815,0.9431818181818182,0.25
186270,0.98,0.9953775038520801,0.9743589743589743,0.25
187270,0.968,0.9922118380062306,0.9593373493975904,0.25
188270,0.956,0.9694656488549618,0.9635811836115327,0.25
189270,0.964,0.9842022116903634,0.9599383667180277,0.25
190270,0.954,0.9670014347202296,0.9670014347202296,0.25
191270,0.946,0.9601706970128022,0.9629101283880172,0.25
192270,0.868,0.9881656804733728,0.8434343434343434,0.25
193270,0.764,0.9903100775193798,0.6886792452830188,0.25
194270,0.845,0.9981981981981982,0.7824858757062146,0.25
195270,0.823,0.9897959183673469,0.7382039573820396,0.25
196270,0.856,0.9964285714285714,0.7971428571428572,0.25
197270,0.871,0.9952904238618524,0.8342105263157895,0.25
