samples,acc,prec,rec,fpr,lrate
54270,0.795,0.8664383561643836,0.7993680884676145,0.2125340599455041,0.001
55270,0.772,0.8539325842696629,0.7952167414050823,0.27492447129909364,0.001
56270,0.788,0.8527397260273972,0.7980769230769231,0.22872340425531915,0.001
57270,0.806,0.8782608695652174,0.8028616852146264,0.18867924528301888,0.001
58270,0.8,0.8704028021015762,0.797752808988764,0.1962864721485411,0.001
59270,0.776,0.8620102214650767,0.7796610169491526,0.23076923076923078,0.001
60270,0.809,0.8641765704584041,0.8209677419354838,0.21052631578947367,0.001
61270,0.811,0.868020304568528,0.8221153846153846,0.2074468085106383,0.001
62270,0.8,0.8934817170111288,0.8086330935251799,0.21967213114754097,0.001
63270,0.763,0.9206798866855525,0.7821901323706378,0.33136094674556216,0.001
64270,0.818,0.948,0.832552693208431,0.2671232876712329,0.001
65270,0.818,0.9383561643835616,0.8333333333333334,0.25280898876404495,0.001
66270,0.784,0.8903318903318903,0.8150594451783355,0.31275720164609055,0.001
67270,0.776,0.898379970544919,0.7973856209150327,0.2936170212765957,0.001
68270,0.802,0.9254571026722925,0.8194271481942715,0.26903553299492383,0.001
69270,0.785,0.8727810650887574,0.8205841446453408,0.30604982206405695,0.001
70270,0.842,0.9293333333333333,0.8690773067331671,0.2676767676767677,0.001
71270,0.794,0.9301310043668122,0.8017565872020075,0.23645320197044334,0.001
72270,0.79,0.853030303030303,0.8328402366863905,0.2993827160493827,0.001
73270,0.813,0.8897280966767371,0.8378378378378378,0.24579124579124578,0.001
74270,0.752,0.8618968386023295,0.7584187408491947,0.2618296529968454,0.001
75270,0.817,0.8980169971671388,0.851006711409396,0.2823529411764706,0.001
76270,0.785,0.877221324717286,0.7961876832844574,0.2389937106918239,0.001
77270,0.763,0.8042763157894737,0.8056013179571664,0.30279898218829515,0.001
78270,0.781,0.8859504132231405,0.7813411078717201,0.2197452229299363,0.001
79270,0.789,0.8348457350272233,0.7931034482758621,0.21666666666666667,0.001
80270,0.804,0.8345724907063197,0.8075539568345323,0.20045045045045046,0.001
81270,0.799,0.8012170385395537,0.7931726907630522,0.1952191235059761,0.001
82270,0.782,0.7914438502673797,0.8146788990825689,0.2571428571428571,0.001
83270,0.8,0.7494600431965442,0.8051044083526682,0.2038664323374341,0.001
84270,0.802,0.8175824175824176,0.7638603696098563,0.1617933723196881,0.001
85270,0.836,0.7616926503340757,0.8571428571428571,0.17803660565723795,0.001
86270,0.82,0.7818181818181819,0.7581863979848866,0.13930348258706468,0.001
87270,0.83,0.5775577557755776,0.8064516129032258,0.16347381864623245,0.001
88270,0.797,0.1583710407239819,0.6730769230769231,0.1962025316455696,0.001
89270,0.781,0.3716216216216216,0.7692307692307693,0.21703617269544925,0.001
90270,0.805,0.4117647058823529,0.7619047619047619,0.18757327080890973,0.001
91270,0.81,0.5016501650165016,0.7958115183246073,0.18665018541409148,0.001
92270,0.821,0.4219409282700422,0.704225352112676,0.15967365967365968,0.001
93270,0.809,0.5348837209302325,0.7594339622641509,0.17766497461928935,0.001
94270,0.841,0.7831325301204819,0.8248730964467005,0.1485148514851485,0.001
95270,0.848,0.5153846153846153,0.8375,0.15,0.001
96270,0.806,0.7376623376623377,0.753315649867374,0.16211878009630817,0.001
97270,0.801,0.8475609756097561,0.7707948243992606,0.16339869281045752,0.001
98270,0.795,0.6832460732984293,0.7565217391304347,0.18473282442748093,0.001
99270,0.729,0.7721238938053098,0.6750483558994197,0.21325051759834368,0.001
100270,0.835,0.7461538461538462,0.8151260504201681,0.15396578538102643,0.001
101270,0.783,0.5807453416149069,0.6951672862453532,0.18467852257181944,0.001
102270,0.777,0.7395833333333334,0.7836644591611479,0.22851919561243145,0.001
103270,0.83,0.5628930817610063,0.8523809523809524,0.1759493670886076,0.001
104270,0.786,0.4847560975609756,0.7794117647058824,0.21231155778894473,0.001
105270,0.799,0.5815384615384616,0.7440944881889764,0.18230563002680966,0.001
106270,0.759,0.8434163701067615,0.7559808612440191,0.2359249329758713,0.001
107270,0.806,0.41379310344827586,0.7248322147651006,0.1797884841363102,0.001
108270,0.824,0.5141955835962145,0.8810810810810811,0.18895705521472392,0.001
109270,0.745,0.8016528925619835,0.7093235831809872,0.2119205298013245,0.001
110270,0.807,0.7747933884297521,0.8169934640522876,0.20147874306839186,0.001
111270,0.771,0.8415841584158416,0.740418118466899,0.18779342723004694,0.001
112270,0.811,0.8264299802761341,0.8057692307692308,0.18333333333333332,0.001
113270,0.801,0.8072289156626506,0.7960396039603961,0.19393939393939394,0.001
114270,0.758,0.6892230576441103,0.6997455470737913,0.2042833607907743,0.001
115270,0.771,0.8536585365853658,0.7279029462738301,0.1702127659574468,0.001
116270,0.782,0.6970387243735763,0.782608695652174,0.21839080459770116,0.001
117270,0.814,0.8414634146341463,0.7931034482758621,0.16317991631799164,0.001
118270,0.839,0.8791423001949318,0.82,0.13777777777777778,0.001
119270,0.827,0.7088305489260143,0.853448275862069,0.18711656441717792,0.001
120270,0.829,0.7577092511013216,0.8493827160493828,0.18487394957983194,0.001
121270,0.787,0.7539863325740319,0.7591743119266054,0.19148936170212766,0.001
122270,0.836,0.6881720430107527,0.8421052631578947,0.16666666666666666,0.001
123270,0.824,0.878731343283582,0.8092783505154639,0.15550239234449761,0.001
124270,0.797,0.7113636363636363,0.8046272493573264,0.2078559738134206,0.001
125270,0.821,0.8596802841918295,0.8287671232876712,0.18990384615384615,0.001
126270,0.745,0.6814814814814815,0.6865671641791045,0.2157190635451505,0.001
127270,0.824,0.6878306878306878,0.8176100628930818,0.17302052785923755,0.001
128270,0.842,0.8140096618357487,0.80622009569378,0.1323024054982818,0.001
129270,0.844,0.7654320987654321,0.8355795148247979,0.151033386327504,0.001
130270,0.772,0.8474320241691843,0.815406976744186,0.32371794871794873,0.001
131270,0.782,0.9090909090909091,0.7797537619699042,0.21189591078066913,0.001
132270,0.808,0.8846694796061885,0.851150202976996,0.31417624521072796,0.001
133270,0.788,0.8842257597684515,0.8223418573351279,0.311284046692607,0.001
134270,0.804,0.86,0.821656050955414,0.22580645161290322,0.001
135270,0.811,0.8835341365461847,0.8661417322834646,0.36554621848739494,0.001
136270,0.719,0.8998459167950693,0.73,0.325,0.001
137270,0.819,0.889367816091954,0.8561549100968188,0.2779783393501805,0.001
138270,0.848,0.908843537414966,0.8871181938911022,0.27125506072874495,0.001
139270,0.86,0.9372496662216289,0.8830188679245283,0.22926829268292684,0.001
140270,0.86,0.9841463414634146,0.8640256959314775,0.19696969696969696,0.001
141270,0.891,0.970828471411902,0.9082969432314411,0.2976190476190476,0.001
142270,0.872,0.9834319526627219,0.8793650793650793,0.2545454545454545,0.001
143270,0.836,0.968019680196802,0.8508108108108108,0.3466666666666667,0.001
144270,0.894,0.9754098360655737,0.9074074074074074,0.25609756097560976,0.001
145270,0.889,0.9743276283618582,0.8985343855693348,0.18584070796460178,0.001
146270,0.883,0.9807692307692307,0.8898582333696837,0.1927710843373494,0.001
147270,0.892,0.9710312862108922,0.9098805646036916,0.31645569620253167,0.001
148270,0.889,0.9760479041916168,0.8995584988962473,0.2127659574468085,0.001
149270,0.857,0.9879518072289156,0.8604407135362014,0.2127659574468085,0.001
150270,0.866,0.9638989169675091,0.8850828729281768,0.3157894736842105,0.001
151270,0.843,0.9755799755799756,0.8536324786324786,0.3125,0.001
152270,0.888,0.9796650717703349,0.8960612691466083,0.19767441860465115,0.001
153270,0.844,0.9474342928660826,0.8691159586681975,0.32558139534883723,0.001
154270,0.837,0.9038929440389294,0.898428053204353,0.45664739884393063,0.001
155270,0.631,0.6209150326797386,0.7350096711798839,0.4803312629399586,0.001
156270,0.634,0.6828528072837633,0.7413509060955519,0.5318066157760815,0.001
157270,0.707,0.79050736497545,0.7453703703703703,0.36363636363636365,0.001
158270,0.675,0.7457098283931357,0.746875,0.4527777777777778,0.001
159270,0.706,0.7893915756630265,0.7609022556390977,0.40298507462686567,0.001
160270,0.693,0.7756714060031595,0.7484756097560976,0.4127906976744186,0.001
161270,0.695,0.7727975270479135,0.7598784194528876,0.4298245614035088,0.001
162270,0.719,0.781010719754977,0.7870370370370371,0.40625,0.001
163270,0.738,0.8184663536776213,0.7817638266068759,0.3504531722054381,0.001
164270,0.713,0.8003194888178914,0.755656108597285,0.37091988130563797,0.001
165270,0.735,0.7869362363919129,0.7981072555205048,0.3743169398907104,0.001
166270,0.805,0.8801916932907349,0.8211624441132638,0.22796352583586627,0.001
167270,0.735,0.8003273322422259,0.7737341772151899,0.33152173913043476,0.001
168270,0.741,0.8087091757387247,0.7926829268292683,0.35755813953488375,0.001
169270,0.723,0.8018575851393189,0.7766116941529235,0.3843843843843844,0.001
170270,0.769,0.8282988871224165,0.8090062111801242,0.30337078651685395,0.001
171270,0.771,0.8405572755417957,0.8116591928251121,0.311178247734139,0.001
172270,0.757,0.8355048859934854,0.783206106870229,0.2927536231884058,0.001
173270,0.785,0.8712374581939799,0.7905918057663126,0.22580645161290322,0.001
174270,0.771,0.8467741935483871,0.7966616084977238,0.2785923753665689,0.001
175270,0.81,0.8856682769726248,0.8221225710014948,0.21450151057401812,0.001
176270,0.812,0.8839869281045751,0.8221884498480243,0.20760233918128654,0.001
177270,0.806,0.8874388254486134,0.8131539611360239,0.2084592145015106,0.001
178270,0.789,0.8735632183908046,0.7987987987987988,0.23053892215568864,0.001
179270,0.774,0.8928046989720999,0.7989487516425755,0.3054393305439331,0.001
180270,0.799,0.8735440931780366,0.8076923076923077,0.21714285714285714,0.001
181270,0.744,0.8389154704944178,0.7723935389133627,0.3166144200626959,0.001
182270,0.822,0.8857589984350548,0.8435171385991058,0.22188449848024316,0.001
183270,0.81,0.8874801901743264,0.8247422680412371,0.22118380062305296,0.001
184270,0.832,0.9003267973856209,0.837386018237082,0.1783625730994152,0.001
185270,0.8,0.8768115942028986,0.7857142857142857,0.17708333333333334,0.001
186270,0.801,0.8932203389830509,0.7948717948717948,0.18694362017804153,0.001
187270,0.841,0.8988941548183255,0.8569277108433735,0.19047619047619047,0.001
188270,0.79,0.8603531300160514,0.8133535660091047,0.25513196480938416,0.001
189270,0.798,0.8768971332209107,0.8012326656394453,0.20797720797720798,0.001
190270,0.796,0.9008130081300812,0.7948350071736011,0.20132013201320131,0.001
191270,0.799,0.8753753753753754,0.8316690442225392,0.27759197324414714,0.001
192270,0.778,0.9154518950437318,0.7929292929292929,0.27884615384615385,0.001
193270,0.635,0.823327615780446,0.6469002695417789,0.3992248062015504,0.001
194270,0.71,0.8381877022653722,0.731638418079096,0.3424657534246575,0.001
195270,0.69,0.7996545768566494,0.7047184170471842,0.33819241982507287,0.001
196270,0.782,0.8673780487804879,0.8128571428571428,0.29,0.001
197270,0.806,0.8930555555555556,0.8460526315789474,0.32083333333333336,0.001
198270,0.984,0.9949135300101729,0.9888776541961577,0.45454545454545453,0.001
199270,0.997,0.998991935483871,0.9979859013091642,0.14285714285714285,0.001
200270,0.907,0.9616306954436451,0.929316338354577,0.23357664233576642,0.001
201270,0.731,0.9226100151745068,0.7360774818401937,0.29310344827586204,0.001
202270,0.764,0.86697965571205,0.7858156028368795,0.288135593220339,0.001
203270,0.816,0.9116719242902208,0.8186968838526912,0.19047619047619047,0.001
204270,0.794,0.8787878787878788,0.8331053351573188,0.31226765799256506,0.001
205270,0.831,0.8846761453396524,0.8536585365853658,0.21220930232558138,0.001
206270,0.811,0.8794212218649518,0.8275340393343419,0.22123893805309736,0.001
207270,0.804,0.8683760683760684,0.810207336523126,0.2064343163538874,0.001
208270,0.796,0.946824224519941,0.792336217552534,0.18848167539267016,0.001
209270,0.823,0.9336283185840708,0.8274509803921568,0.19148936170212766,0.001
210270,0.802,0.89792663476874,0.8077474892395983,0.21122112211221122,0.001
211270,0.8,0.9020217729393468,0.8089260808926081,0.2226148409893993,0.001
212270,0.818,0.9100775193798449,0.8255977496483825,0.20069204152249134,0.001
213270,0.837,0.9379968203497615,0.8263305322128851,0.13636363636363635,0.001
214270,0.724,0.9242424242424242,0.7038461538461539,0.20454545454545456,0.001
215270,0.688,0.8415094339622642,0.6617210682492581,0.25766871165644173,0.001
216270,0.726,0.9353233830845771,0.7058823529411765,0.19402985074626866,0.001
217270,0.822,0.9107692307692308,0.8314606741573034,0.2013888888888889,0.001
218270,0.766,0.8351063829787234,0.7696078431372549,0.23969072164948454,0.001
219270,0.792,0.8646616541353384,0.7718120805369127,0.1782178217821782,0.001
220270,0.859,0.9056291390728477,0.866877971473851,0.15447154471544716,0.001
221270,0.85,0.9026402640264026,0.8573667711598746,0.16298342541436464,0.001
222270,0.851,0.9435364041604755,0.8512064343163539,0.14960629921259844,0.001
223270,0.842,0.9123711340206185,0.8322884012539185,0.1408839779005525,0.001
224270,0.806,0.89272030651341,0.7715231788079471,0.1414141414141414,0.001
225270,0.81,0.8992537313432836,0.7799352750809061,0.14136125654450263,0.001
226270,0.85,0.9107468123861566,0.831946755407654,0.12280701754385964,0.001
227270,0.835,0.9505247376311844,0.8276762402088773,0.14102564102564102,0.001
228270,0.872,0.8866171003717472,0.8768382352941176,0.1337719298245614,0.001
229270,0.856,0.8613861386138614,0.8546168958742633,0.1425661914460285,0.001
230270,0.876,0.9110671936758893,0.8537037037037037,0.09782608695652174,0.001
231270,0.842,0.8848368522072937,0.8246869409660107,0.1360544217687075,0.001
232270,0.858,0.945985401459854,0.8605577689243028,0.14979757085020243,0.001
233270,0.868,0.8990654205607477,0.8604651162790697,0.12244897959183673,0.001
234270,0.852,0.9294605809128631,0.797153024911032,0.0776255707762557,0.001
235270,0.872,0.8957528957528957,0.862453531598513,0.11688311688311688,0.001
236270,0.818,0.92,0.7857142857142857,0.12359550561797752,0.001
237270,0.837,0.9540816326530612,0.8048780487804879,0.0891089108910891,0.001
238270,0.837,0.8824626865671642,0.8254799301919721,0.14754098360655737,0.001
239270,0.851,0.9242685025817556,0.8364485981308412,0.12290502793296089,0.001
240270,0.85,0.9229249011857708,0.8079584775086506,0.0924170616113744,0.001
241270,0.876,0.9193245778611632,0.8581436077057794,0.10023310023310024,0.001
242270,0.868,0.9326599326599326,0.8575851393188855,0.11299435028248588,0.001
243270,0.903,0.9166666666666666,0.8936170212765957,0.08695652173913043,0.001
244270,0.847,0.906054279749478,0.8007380073800738,0.0982532751091703,0.001
245270,0.894,0.9322638146167558,0.8849407783417935,0.09290953545232274,0.001
246270,0.883,0.910828025477707,0.8511904761904762,0.0846774193548387,0.001
247270,0.842,0.9355400696864111,0.8161094224924013,0.10818713450292397,0.001
248270,0.843,0.8776824034334764,0.8035363457760314,0.11608961303462322,0.001
249270,0.896,0.918859649122807,0.8621399176954733,0.07198443579766536,0.001
250270,0.859,0.9175050301810865,0.8201438848920863,0.09234234234234234,0.001
251270,0.878,0.9348591549295775,0.862012987012987,0.09635416666666667,0.001
252270,0.893,0.9385474860335196,0.8719723183391004,0.07819905213270142,0.001
253270,0.855,0.9295499021526419,0.8133561643835616,0.08653846153846154,0.001
254270,0.897,0.950354609929078,0.8772504091653028,0.07197943444730077,0.001
255270,0.85,0.8812260536398467,0.8394160583941606,0.13716814159292035,0.001
256270,0.865,0.9697452229299363,0.84,0.06909090909090909,0.001
257270,0.891,0.9693053311793215,0.8695652173913043,0.06129032258064516,0.001
258270,0.869,0.9391771019677997,0.8440514469453376,0.08994708994708994,0.001
259270,0.897,0.9730538922155688,0.8843537414965986,0.06792452830188679,0.001
260270,0.918,0.9676945668135095,0.9165507649513213,0.07829181494661921,0.001
261270,0.882,0.9540412044374009,0.8712011577424024,0.09385113268608414,0.001
262270,0.86,0.9632465543644717,0.8442953020134228,0.09411764705882353,0.001
263270,0.897,0.9795918367346939,0.8830486202365309,0.058577405857740586,0.001
264270,0.89,0.9681742043551089,0.8639760837070254,0.05740181268882175,0.001
265270,0.894,0.9651898734177216,0.8789625360230547,0.0718954248366013,0.001
266270,0.875,0.9643962848297214,0.8593103448275862,0.08363636363636363,0.001
267270,0.8632218844984803,0.9500805152979066,0.8501440922190202,0.10580204778156997,0.001
0,0.7,0.0,0.0,0.3,0.01
10,0.5,0.4444444444444444,0.4444444444444444,0.45454545454545453,0.01
30,0.6,0.5333333333333333,0.47058823529411764,0.30434782608695654,0.01
70,0.5,0.4166666666666667,0.4411764705882353,0.45652173913043476,0.01
150,0.58125,0.4166666666666667,0.5454545454545454,0.4,0.01
310,0.646875,0.5111111111111111,0.5948275862068966,0.3235294117647059,0.01
630,0.721875,0.5887445887445888,0.6210045662100456,0.22565320665083136,0.01
1270,0.761,0.6837606837606838,0.6521739130434783,0.17563291139240506,0.01
2270,0.827,0.7260981912144703,0.8074712643678161,0.16257668711656442,0.01
3270,0.857,0.7902298850574713,0.7971014492753623,0.11145038167938931,0.01
4270,0.888,0.8356940509915014,0.8452722063037249,0.0890937019969278,0.01
5270,0.885,0.8357348703170029,0.8333333333333334,0.08742331288343558,0.01
6270,0.881,0.8463768115942029,0.8156424581005587,0.08255451713395638,0.01
7270,0.9,0.856,0.8746594005449592,0.08530805687203792,0.01
8270,0.912,0.8794117647058823,0.8641618497109826,0.06269113149847094,0.01
9270,0.922,0.8948863636363636,0.8848314606741573,0.05745341614906832,0.01
10270,0.765,0.7765237020316027,0.7166666666666667,0.19038461538461537,0.01
11270,0.645,0.7637655417406749,0.6595092024539877,0.382183908045977,0.01
12270,0.722,0.813588850174216,0.731974921630094,0.2955801104972376,0.01
13270,0.759,0.8174204355108877,0.7870967741935484,0.2868421052631579,0.01
14270,0.778,0.853448275862069,0.7832278481012658,0.23097826086956522,0.01
15270,0.808,0.862992125984252,0.8392036753445635,0.2507204610951009,0.01
16270,0.814,0.8877721943048577,0.8166409861325116,0.1908831908831909,0.01
17270,0.841,0.8985024958402662,0.8463949843260188,0.1685082872928177,0.01
18270,0.853,0.9,0.861244019138756,0.16085790884718498,0.01
19270,0.831,0.8833619210977701,0.836038961038961,0.17708333333333334,0.01
20270,0.86,0.9070146818923328,0.8701095461658842,0.15789473684210525,0.01
21270,0.881,0.9419568822553898,0.8711656441717791,0.10057471264367816,0.01
22270,0.889,0.9306451612903226,0.8945736434108527,0.12112676056338029,0.01
23270,0.882,0.9115191986644408,0.8936170212765957,0.13624678663239073,0.01
24270,0.879,0.9108589951377634,0.8949044585987261,0.1478494623655914,0.01
25270,0.885,0.9250814332247557,0.8916797488226059,0.12672176308539945,0.01
26270,0.884,0.9338709677419355,0.8853211009174312,0.11849710982658959,0.01
27270,0.903,0.9272419627749577,0.9102990033222591,0.10804020100502512,0.01
28270,0.901,0.9297658862876255,0.9070146818923328,0.10852713178294573,0.01
29270,0.909,0.9478827361563518,0.9079563182527302,0.08913649025069638,0.01
30270,0.906,0.9485530546623794,0.9049079754601227,0.09195402298850575,0.01
31270,0.906,0.9429477020602218,0.9111791730474732,0.1037463976945245,0.01
32270,0.906,0.9467554076539102,0.901743264659271,0.08672086720867209,0.01
33270,0.917,0.9454855195911414,0.9158415841584159,0.08121827411167512,0.01
34270,0.908,0.9424,0.9131782945736434,0.10140845070422536,0.01
35270,0.913,0.9361702127659575,0.9225806451612903,0.10263157894736842,0.01
36270,0.912,0.9487179487179487,0.9135802469135802,0.09090909090909091,0.01
37270,0.906,0.937799043062201,0.9144634525660964,0.1092436974789916,0.01
38270,0.916,0.952922077922078,0.9143302180685359,0.08100558659217877,0.01
39270,0.922,0.9593220338983051,0.9129032258064517,0.06315789473684211,0.01
40270,0.915,0.9473684210526315,0.9157392686804452,0.0862533692722372,0.01
41270,0.909,0.9299363057324841,0.9255150554675119,0.11924119241192412,0.01
42270,0.918,0.9418604651162791,0.9234527687296417,0.09067357512953368,0.01
43270,0.92,0.9639344262295082,0.9102167182662538,0.062146892655367235,0.01
44270,0.919,0.9594594594594594,0.9088,0.064,0.01
45270,0.923,0.9444444444444444,0.9307568438003221,0.08970976253298153,0.01
46270,0.901,0.9522240527182867,0.8919753086419753,0.08238636363636363,0.01
47270,0.928,0.9701986754966887,0.915625,0.05,0.01
48270,0.906,0.9296235679214403,0.9176090468497576,0.11286089238845144,0.01
49270,0.926,0.9522292993630573,0.9314641744548287,0.08379888268156424,0.01
50270,0.923,0.9334389857369255,0.9439102564102564,0.11170212765957446,0.01
51270,0.926,0.956738768718802,0.9229534510433387,0.06896551724137931,0.01
52270,0.934,0.9684044233807267,0.9301972685887708,0.05865102639296188,0.01
53270,0.928,0.9534109816971714,0.9286871961102107,0.0731070496083551,0.01
54270,0.936,0.9671592775041051,0.9304897314375987,0.05449591280653951,0.01
55270,0.919,0.9608150470219435,0.9162929745889388,0.0755287009063444,0.01
56270,0.942,0.9624183006535948,0.9439102564102564,0.061170212765957445,0.01
57270,0.935,0.9668874172185431,0.9284578696343402,0.05390835579514825,0.01
58270,0.934,0.9528455284552846,0.9406099518459069,0.07692307692307693,0.01
59270,0.94,0.9652448657187994,0.9414483821263482,0.06267806267806268,0.01
60270,0.931,0.942215088282504,0.9467741935483871,0.09473684210526316,0.01
61270,0.933,0.9513776337115073,0.9407051282051282,0.0797872340425532,0.01
62270,0.893,0.9579439252336449,0.8848920863309353,0.08852459016393442,0.01
63270,0.879,0.958656330749354,0.8929001203369434,0.1893491124260355,0.01
64270,0.925,0.9826517967781908,0.9285714285714286,0.0958904109589041,0.01
65270,0.905,0.9739243807040417,0.9087591240875912,0.11235955056179775,0.01
66270,0.923,0.9644808743169399,0.9326287978863936,0.10699588477366255,0.01
67270,0.903,0.9638888888888889,0.9071895424836601,0.11063829787234042,0.01
68270,0.912,0.9811574697173621,0.9078455790784558,0.07106598984771574,0.01
69270,0.9,0.9402560455192034,0.9193324061196105,0.1494661921708185,0.01
70270,0.916,0.9773936170212766,0.9164588528678305,0.08585858585858586,0.01
71270,0.905,0.9769021739130435,0.9021329987452948,0.08374384236453201,0.01
72270,0.891,0.9478672985781991,0.8875739644970414,0.10185185185185185,0.01
73270,0.908,0.9525925925925925,0.914651493598862,0.10774410774410774,0.01
74270,0.882,0.9462875197472354,0.87701317715959,0.10725552050473186,0.01
75270,0.893,0.9623188405797102,0.8912751677852349,0.10196078431372549,0.01
76270,0.889,0.9358778625954198,0.8988269794721407,0.1320754716981132,0.01
77270,0.866,0.8961474036850922,0.8813838550247117,0.15776081424936386,0.01
78270,0.895,0.9355322338830585,0.9096209912536443,0.13694267515923567,0.01
79270,0.904,0.9306049822064056,0.9017241379310345,0.09285714285714286,0.01
80270,0.903,0.9033391915641477,0.9244604316546763,0.12387387387387387,0.01
81270,0.935,0.923679060665362,0.9477911646586346,0.07768924302788845,0.01
82270,0.9,0.911275415896488,0.9045871559633027,0.1054945054945055,0.01
83270,0.88,0.8574712643678161,0.8654292343387471,0.10896309314586995,0.01
84270,0.929,0.9279835390946503,0.9260780287474333,0.0682261208576998,0.01
85270,0.922,0.8758782201405152,0.9373433583959899,0.08818635607321132,0.01
86270,0.93,0.8758620689655172,0.9596977329974811,0.08955223880597014,0.01
87270,0.889,0.7137096774193549,0.815668202764977,0.09067688378033206,0.01
88270,0.883,0.24,0.5769230769230769,0.10021097046413502,0.01
89270,0.882,0.5565610859728507,0.8601398601398601,0.11435239206534423,0.01
90270,0.899,0.6197916666666666,0.8095238095238095,0.08558030480656506,0.01
91270,0.904,0.6954732510288066,0.8848167539267016,0.09147095179233622,0.01
92270,0.902,0.6057692307692307,0.8873239436619719,0.09557109557109557,0.01
