samples,acc,prec,rec,fpr,lrate
132270,0.913,0.9278215223097113,0.9566982408660352,0.210727969348659,0.1
133270,0.941,0.9572192513368984,0.9636608344549125,0.1245136186770428,0.1
134270,0.928,0.9263803680981595,0.9617834394904459,0.12903225806451613,0.1
135270,0.94,0.95,0.9724409448818898,0.1638655462184874,0.1
136270,0.952,0.9711779448621554,0.96875,0.115,0.1
137270,0.939,0.9559228650137741,0.9598893499308437,0.11552346570397112,0.1
138270,0.944,0.9591567852437418,0.9667994687915007,0.12550607287449392,0.1
139270,0.962,0.9821656050955414,0.969811320754717,0.06829268292682927,0.1
140270,0.969,0.9945235487404163,0.9721627408993576,0.07575757575757576,0.1
141270,0.963,0.9921612541993281,0.9672489082969432,0.08333333333333333,0.1
142270,0.972,0.9903743315508021,0.9798941798941799,0.16363636363636364,0.1
143270,0.948,0.9770491803278688,0.9664864864864865,0.28,0.1
144270,0.976,0.9869281045751634,0.9869281045751634,0.14634146341463414,0.1
145270,0.968,0.984144960362401,0.979706877113867,0.12389380530973451,0.1
146270,0.979,0.9880174291938998,0.9890948745910578,0.13253012048192772,0.1
147270,0.96,0.9856670341786108,0.9706840390879479,0.16455696202531644,0.1
148270,0.974,0.9888888888888889,0.9823399558498896,0.10638297872340426,0.1
149270,0.982,0.9936642027455121,0.9874081846799581,0.1276595744680851,0.1
150270,0.972,0.9823982398239824,0.9867403314917127,0.16842105263157894,0.1
151270,0.971,0.9881593110871906,0.9807692307692307,0.171875,0.1
152270,0.984,0.990174672489083,0.9923413566739606,0.10465116279069768,0.1
153270,0.965,0.975,0.9850746268656716,0.17054263565891473,0.1
154270,0.913,0.9352941176470588,0.9613059250302297,0.3179190751445087,0.1
155270,0.838,0.785829307568438,0.9439071566731141,0.2753623188405797,0.1
156270,0.911,0.9218241042345277,0.9324546952224053,0.12213740458015267,0.1
157270,0.944,0.9743589743589743,0.9382716049382716,0.045454545454545456,0.1
158270,0.924,0.9638157894736842,0.915625,0.06111111111111111,0.1
159270,0.942,0.9705426356589147,0.9413533834586466,0.056716417910447764,0.1
160270,0.954,0.970679012345679,0.9588414634146342,0.055232558139534885,0.1
161270,0.963,0.9769585253456221,0.9665653495440729,0.043859649122807015,0.1
162270,0.94,0.9608150470219435,0.9459876543209876,0.07102272727272728,0.1
163270,0.955,0.984472049689441,0.9476831091180867,0.030211480362537766,0.1
164270,0.955,0.9653614457831325,0.9668174962292609,0.06824925816023739,0.1
165270,0.96,0.9626168224299065,0.9747634069400631,0.06557377049180328,0.1
166270,0.962,0.9802731411229135,0.96274217585693,0.03951367781155015,0.1
167270,0.968,0.9777070063694268,0.9715189873417721,0.03804347826086957,0.1
168270,0.96,0.9583333333333334,0.9817073170731707,0.08139534883720931,0.1
169270,0.953,0.9754601226993865,0.9535232383808095,0.04804804804804805,0.1
170270,0.963,0.9779527559055118,0.9642857142857143,0.03932584269662921,0.1
171270,0.959,0.9860681114551083,0.9521674140508222,0.027190332326283987,0.1
172270,0.965,0.9725609756097561,0.9740458015267176,0.05217391304347826,0.1
173270,0.962,0.9799072642967542,0.9620637329286799,0.03812316715542522,0.1
174270,0.97,0.9845916795069337,0.9696509863429439,0.02932551319648094,0.1
175270,0.974,0.9908396946564886,0.9701046337817638,0.01812688821752266,0.1
176270,0.96,0.9858490566037735,0.952887537993921,0.02631578947368421,0.1
177270,0.974,0.9834586466165414,0.9775784753363229,0.03323262839879154,0.1
178270,0.965,0.9646539027982327,0.9834834834834835,0.0718562874251497,0.1
179270,0.927,0.9777777777777777,0.9250985545335085,0.06694560669456066,0.1
180270,0.976,0.9830246913580247,0.98,0.03142857142857143,0.1
181270,0.962,0.9863842662632375,0.9574155653450808,0.02821316614420063,0.1
182270,0.971,0.989329268292683,0.9672131147540983,0.02127659574468085,0.1
183270,0.963,0.983433734939759,0.9617083946980854,0.03426791277258567,0.1
184270,0.97,0.9830769230769231,0.9711246200607903,0.03216374269005848,0.1
185270,0.958,0.9659090909090909,0.9659090909090909,0.0546875,0.1
186270,0.969,0.9817073170731707,0.971342383107089,0.03560830860534125,0.1
187270,0.966,0.9772727272727273,0.9713855421686747,0.044642857142857144,0.1
188270,0.958,0.9583952451708767,0.9787556904400607,0.08211143695014662,0.1
189270,0.966,0.9709035222052067,0.9768875192604006,0.05413105413105413,0.1
190270,0.95,0.9641319942611191,0.9641319942611191,0.08250825082508251,0.1
191270,0.928,0.9398601398601398,0.9586305278174037,0.14381270903010032,0.1
192270,0.922,0.9785522788203753,0.9217171717171717,0.07692307692307693,0.1
193270,0.86,0.9375,0.8692722371967655,0.16666666666666666,0.1
194270,0.94,0.9589235127478754,0.9562146892655368,0.09931506849315068,0.1
195270,0.915,0.9782608695652174,0.8904109589041096,0.037900874635568516,0.1
196270,0.927,0.9497847919655668,0.9457142857142857,0.11666666666666667,0.1
197270,0.951,0.991701244813278,0.9434210526315789,0.025,0.1
198270,0.999,0.998989898989899,1.0,0.09090909090909091,0.1
199270,1.0,1.0,1.0,0.0,0.1
200270,0.974,0.9871944121071012,0.9826187717265353,0.08029197080291971,0.1
201270,0.941,0.9897828863346104,0.9382566585956417,0.04597701149425287,0.1
202270,0.957,0.986764705882353,0.9517730496453901,0.030508474576271188,0.1
203270,0.97,0.9842406876790831,0.9730878186968839,0.03741496598639456,0.1
204270,0.965,0.9873949579831933,0.9644322845417237,0.03345724907063197,0.1
205270,0.972,0.9952681388012619,0.961890243902439,0.00872093023255814,0.1
206270,0.967,0.974320241691843,0.9757942511346445,0.05014749262536873,0.1
207270,0.963,0.9758064516129032,0.9649122807017544,0.040214477211796246,0.1
208270,0.961,0.989821882951654,0.9616810877626699,0.041884816753926704,0.1
209270,0.967,0.9828496042216359,0.9738562091503268,0.05531914893617021,0.1
210270,0.959,0.9753623188405797,0.9655667144906743,0.056105610561056105,0.1
211270,0.962,0.9927431059506531,0.9539748953974896,0.0176678445229682,0.1
212270,0.979,0.9872881355932204,0.9831223628691983,0.031141868512110725,0.1
213270,0.976,0.994269340974212,0.9719887955182073,0.013986013986013986,0.1
214270,0.973,0.9895968790637191,0.9756410256410256,0.03636363636363636,0.1
215270,0.939,0.9872813990461049,0.9213649851632048,0.024539877300613498,0.1
216270,0.962,0.993514915693904,0.9586983729662077,0.024875621890547265,0.1
217270,0.973,0.9885877318116976,0.973314606741573,0.027777777777777776,0.1
218270,0.957,0.9733777038269551,0.9558823529411765,0.041237113402061855,0.1
219270,0.973,0.9830220713073005,0.9714765100671141,0.024752475247524754,0.1
220270,0.974,0.9871175523349437,0.971473851030111,0.02168021680216802,0.1
221270,0.983,0.9874411302982732,0.9858934169278997,0.022099447513812154,0.1
222270,0.983,0.9959183673469387,0.9812332439678284,0.011811023622047244,0.1
223270,0.979,0.9920255183413078,0.9749216300940439,0.013812154696132596,0.1
224270,0.966,0.981418918918919,0.9619205298013245,0.027777777777777776,0.1
225270,0.978,0.982200647249191,0.982200647249191,0.028795811518324606,0.1
226270,0.982,0.9850249584026622,0.9850249584026622,0.022556390977443608,0.1
227270,0.973,0.9946452476572959,0.9699738903394256,0.017094017094017096,0.1
228270,0.978,0.978021978021978,0.9816176470588235,0.02631578947368421,0.1
229270,0.987,0.9824902723735408,0.9921414538310412,0.018329938900203666,0.1
230270,0.961,0.9826589595375722,0.9444444444444444,0.01956521739130435,0.1
231270,0.968,0.9782214156079855,0.964221824686941,0.027210884353741496,0.1
232270,0.976,0.990578734858681,0.9774236387782205,0.02834008097165992,0.1
233270,0.968,0.9817184643510055,0.960644007155635,0.022675736961451247,0.1
234270,0.968,0.9853479853479854,0.9572953736654805,0.0182648401826484,0.1
235270,0.965,0.9718574108818011,0.9628252788104089,0.032467532467532464,0.1
236270,0.967,0.9935379644588045,0.9549689440993789,0.011235955056179775,0.1
237270,0.977,0.9884057971014493,0.9784791965566715,0.026402640264026403,0.1
238270,0.967,0.9821428571428571,0.9598603839441536,0.0234192037470726,0.1
239270,0.975,0.9858267716535433,0.9750778816199377,0.025139664804469275,0.1
240270,0.975,0.9842381786339754,0.972318339100346,0.02132701421800948,0.1
241270,0.975,0.9840425531914894,0.9719789842381786,0.02097902097902098,0.1
242270,0.978,0.9952380952380953,0.9705882352941176,0.00847457627118644,0.1
243270,0.981,0.9844357976653697,0.9787234042553191,0.016563146997929608,0.1
244270,0.978,0.9905660377358491,0.9686346863468634,0.010917030567685589,0.1
245270,0.977,0.9879725085910653,0.9729272419627749,0.017114914425427872,0.1
246270,0.989,0.9920159680638723,0.9861111111111112,0.008064516129032258,0.1
247270,0.983,0.9923195084485407,0.9817629179331308,0.014619883040935672,0.1
248270,0.959,0.9795081967213115,0.9390962671905697,0.020366598778004074,0.1
249270,0.979,0.979381443298969,0.977366255144033,0.019455252918287938,0.1
250270,0.963,0.9744058500914077,0.9586330935251799,0.03153153153153153,0.1
251270,0.986,0.9918300653594772,0.9853896103896104,0.013020833333333334,0.1
252270,0.989,0.9964973730297724,0.9844290657439446,0.004739336492890996,0.1
253270,0.986,0.9913793103448276,0.9845890410958904,0.01201923076923077,0.1
254270,0.953,0.9912891986062717,0.9312602291325696,0.012853470437017995,0.1
255270,0.97,0.977859778597786,0.9671532846715328,0.02654867256637168,0.1
256270,0.985,0.9958100558659218,0.983448275862069,0.01090909090909091,0.1
257270,0.987,0.9956076134699854,0.9855072463768116,0.00967741935483871,0.1
258270,0.976,0.9869706840390879,0.9742765273311897,0.021164021164021163,0.1
259270,0.983,0.9917808219178083,0.9850340136054422,0.022641509433962263,0.1
260270,0.991,0.9958100558659218,0.9916550764951322,0.010676156583629894,0.1
261270,0.985,0.9912790697674418,0.9869753979739508,0.019417475728155338,0.1
262270,0.979,0.994535519125683,0.9771812080536912,0.01568627450980392,0.1
263270,0.984,0.996005326231691,0.9829172141918529,0.012552301255230125,0.1
264270,0.982,0.9924357034795764,0.9805680119581465,0.015105740181268883,0.1
265270,0.981,0.9927007299270073,0.9798270893371758,0.016339869281045753,0.1
266270,0.969,0.9887323943661972,0.9682758620689655,0.02909090909090909,0.1
267270,0.9787234042553191,0.9941262848751835,0.9755043227665706,0.013651877133105802,0.1
0,0.5,0.0,0.0,0.5,0.2
10,0.6,0.6,0.3333333333333333,0.18181818181818182,0.2
30,0.6,0.52,0.7647058823529411,0.5217391304347826,0.2
70,0.725,0.7,0.6176470588235294,0.1956521739130435,0.2
150,0.84375,0.734375,0.8545454545454545,0.1619047619047619,0.2
310,0.903125,0.9047619047619048,0.8189655172413793,0.049019607843137254,0.2
630,0.8734375,0.7738095238095238,0.8904109589041096,0.13539192399049882,0.2
1270,0.953,0.9397260273972603,0.9320652173913043,0.03481012658227848,0.2
2270,0.964,0.9508670520231214,0.9454022988505747,0.02607361963190184,0.2
3270,0.968,0.9671641791044776,0.9391304347826087,0.016793893129770993,0.2
4270,0.965,0.9361111111111111,0.9656160458452722,0.03533026113671275,0.2
5270,0.977,0.9765395894428153,0.9568965517241379,0.012269938650306749,0.2
6270,0.984,0.9803370786516854,0.9748603351955307,0.010903426791277258,0.2
7270,0.986,0.9706666666666667,0.9918256130790191,0.017377567140600316,0.2
8270,0.98,0.9553072625698324,0.9884393063583815,0.024464831804281346,0.2
9270,0.988,0.9858757062146892,0.9803370786516854,0.007763975155279503,0.2
10270,0.804,0.7886178861788617,0.8083333333333333,0.2,0.2
11270,0.861,0.9157212317666127,0.8665644171779141,0.14942528735632185,0.2
12270,0.888,0.9058641975308642,0.9200626959247649,0.1685082872928177,0.2
13270,0.898,0.9137380191693291,0.9225806451612903,0.14210526315789473,0.2
14270,0.93,0.9488817891373802,0.939873417721519,0.08695652173913043,0.2
15270,0.933,0.956386292834891,0.9402756508422665,0.08069164265129683,0.2
16270,0.947,0.9806451612903225,0.9368258859784283,0.03418803418803419,0.2
17270,0.953,0.9638932496075353,0.9623824451410659,0.06353591160220995,0.2
18270,0.949,0.9832214765100671,0.9346092503987241,0.02680965147453083,0.2
19270,0.957,0.9767054908485857,0.952922077922078,0.036458333333333336,0.2
20270,0.941,0.963258785942492,0.9436619718309859,0.06371191135734072,0.2
21270,0.959,0.9795918367346939,0.9570552147239264,0.03735632183908046,0.2
22270,0.967,0.9751552795031055,0.9736434108527132,0.04507042253521127,0.2
23270,0.971,0.9754901960784313,0.9770867430441899,0.038560411311053984,0.2
24270,0.951,0.966183574879227,0.9554140127388535,0.056451612903225805,0.2
25270,0.964,0.9732283464566929,0.9701726844583988,0.046831955922865015,0.2
26270,0.96,0.9842271293375394,0.9541284403669725,0.028901734104046242,0.2
27270,0.969,0.971900826446281,0.9767441860465116,0.04271356783919598,0.2
28270,0.965,0.9816666666666667,0.9608482871125612,0.028423772609819122,0.2
29270,0.977,0.9904761904761905,0.9734789391575663,0.016713091922005572,0.2
30270,0.974,0.9800613496932515,0.9800613496932515,0.03735632183908046,0.2
31270,0.976,0.9816232771822359,0.9816232771822359,0.0345821325648415,0.2
32270,0.972,0.9934533551554828,0.9619651347068146,0.01084010840108401,0.2
33270,0.967,0.9798994974874372,0.9653465346534653,0.030456852791878174,0.2
34270,0.978,0.9952305246422893,0.9705426356589147,0.008450704225352112,0.2
35270,0.969,0.9788617886178862,0.9709677419354839,0.034210526315789476,0.2
36270,0.967,0.9797191887675507,0.9691358024691358,0.036931818181818184,0.2
37270,0.977,0.9936305732484076,0.9704510108864697,0.011204481792717087,0.2
38270,0.969,0.9765990639625585,0.9750778816199377,0.04189944134078212,0.2
39270,0.969,0.9727126805778491,0.9774193548387097,0.04473684210526316,0.2
40270,0.976,0.9824561403508771,0.9793322734499205,0.029649595687331536,0.2
41270,0.975,0.9871382636655949,0.9730586370839936,0.02168021680216802,0.2
42270,0.97,0.9850498338870431,0.9657980456026058,0.023316062176165803,0.2
43270,0.975,0.988976377952756,0.9721362229102167,0.01977401129943503,0.2
44270,0.977,0.9823717948717948,0.9808,0.029333333333333333,0.2
45270,0.981,0.9839228295819936,0.9855072463768116,0.026385224274406333,0.2
46270,0.973,0.988976377952756,0.9691358024691358,0.019886363636363636,0.2
47270,0.978,0.9951923076923077,0.9703125,0.008333333333333333,0.2
48270,0.984,0.9839486356340289,0.9903069466882067,0.026246719160104987,0.2
49270,0.98,0.9814241486068112,0.9875389408099688,0.0335195530726257,0.2
50270,0.974,0.9807073954983923,0.9775641025641025,0.031914893617021274,0.2
51270,0.979,0.990228013029316,0.9759229534510433,0.015915119363395226,0.2
52270,0.979,0.9877675840978594,0.9802731411229135,0.02346041055718475,0.2
53270,0.981,0.9901639344262295,0.9789303079416531,0.015665796344647518,0.2
54270,0.977,0.9903536977491961,0.9731437598736177,0.01634877384196185,0.2
55270,0.98,0.9894419306184012,0.9805680119581465,0.021148036253776436,0.2
56270,0.972,0.982200647249191,0.9727564102564102,0.02925531914893617,0.2
57270,0.982,0.9872408293460925,0.9841017488076311,0.0215633423180593,0.2
58270,0.982,0.9886914378029079,0.9823434991974318,0.01856763925729443,0.2
59270,0.98,0.9891135303265941,0.9799691833590138,0.019943019943019943,0.2
60270,0.986,0.9918831168831169,0.9854838709677419,0.013157894736842105,0.2
61270,0.983,0.9856,0.9871794871794872,0.023936170212765957,0.2
62270,0.961,0.9823529411764705,0.9611510791366906,0.03934426229508197,0.2
63270,0.949,0.9850746268656716,0.9530685920577617,0.07100591715976332,0.2
64270,0.978,0.9976076555023924,0.9765807962529274,0.0136986301369863,0.2
65270,0.968,0.9912935323383084,0.9695863746958637,0.03932584269662921,0.2
66270,0.973,0.9919137466307277,0.9722589167767504,0.024691358024691357,0.2
67270,0.964,0.9789750328515112,0.9738562091503268,0.06808510638297872,0.2
68270,0.963,0.9910256410256411,0.962640099626401,0.03553299492385787,0.2
69270,0.968,0.975103734439834,0.980528511821975,0.06405693950177936,0.2
70270,0.962,0.9884910485933504,0.9638403990024937,0.045454545454545456,0.2
71270,0.956,0.9895968790637191,0.9548306148055207,0.03940886699507389,0.2
72270,0.959,0.96759941089838,0.9718934911242604,0.06790123456790123,0.2
73270,0.961,0.9649859943977591,0.9800853485064012,0.08417508417508418,0.2
74270,0.958,0.9692532942898975,0.9692532942898975,0.06624605678233439,0.2
75270,0.953,0.9741847826086957,0.9624161073825503,0.07450980392156863,0.2
76270,0.956,0.9583333333333334,0.9780058651026393,0.09119496855345911,0.2
77270,0.918,0.9186602870813397,0.9489291598023064,0.1297709923664122,0.2
78270,0.944,0.9512893982808023,0.967930029154519,0.10828025477707007,0.2
79270,0.957,0.9512605042016806,0.9758620689655172,0.06904761904761905,0.2
80270,0.962,0.9559859154929577,0.9766187050359713,0.05630630630630631,0.2
81270,0.968,0.9623015873015873,0.9738955823293173,0.037848605577689244,0.2
82270,0.952,0.9413854351687388,0.9724770642201835,0.07252747252747253,0.2
83270,0.944,0.9251700680272109,0.9466357308584686,0.05799648506151142,0.2
84270,0.952,0.9488752556237219,0.9527720739219713,0.04873294346978557,0.2
85270,0.955,0.9234449760765551,0.9674185463659147,0.05324459234608985,0.2
86270,0.973,0.9579207920792079,0.9748110831234257,0.028192371475953566,0.2
87270,0.945,0.8491379310344828,0.9078341013824884,0.04469987228607918,0.2
88270,0.936,0.42857142857142855,0.6923076923076923,0.05063291139240506,0.2
89270,0.934,0.6994818652849741,0.9440559440559441,0.0676779463243874,0.2
90270,0.951,0.7951807228915663,0.8979591836734694,0.03985932004689332,0.2
91270,0.942,0.7903930131004366,0.9476439790575916,0.059332509270704575,0.2
92270,0.94,0.7329545454545454,0.9084507042253521,0.054778554778554776,0.2
93270,0.934,0.792,0.9339622641509434,0.06598984771573604,0.2
94270,0.936,0.9004854368932039,0.9416243654822335,0.06765676567656766,0.2
95270,0.944,0.7708333333333334,0.925,0.05238095238095238,0.2
96270,0.938,0.9090909090909091,0.9283819628647215,0.056179775280898875,0.2
97270,0.91,0.9246704331450094,0.9075785582255084,0.08714596949891068,0.2
98270,0.917,0.8579234972677595,0.9101449275362319,0.07938931297709924,0.2
99270,0.941,0.9272388059701493,0.9613152804642167,0.08074534161490683,0.2
100270,0.958,0.9245283018867925,0.9607843137254902,0.04354587869362364,0.2
101270,0.931,0.9098360655737705,0.8252788104089219,0.030095759233926128,0.2
102270,0.92,0.8959660297239915,0.9315673289183223,0.08957952468007313,0.2
103270,0.945,0.8974358974358975,0.8333333333333334,0.02531645569620253,0.2
104270,0.89,0.8357142857142857,0.5735294117647058,0.028894472361809045,0.2
105270,0.925,0.8162544169611308,0.9094488188976378,0.06970509383378017,0.2
106270,0.922,0.9309262166405023,0.9457735247208932,0.11796246648793565,0.2
107270,0.919,0.6666666666666666,0.912751677852349,0.0799059929494712,0.2
108270,0.918,0.6973180076628352,0.9837837837837838,0.09693251533742331,0.2
109270,0.873,0.9545454545454546,0.8062157221206582,0.046357615894039736,0.2
110270,0.914,0.8649706457925636,0.9629629629629629,0.12754158964879853,0.2
111270,0.916,0.972972972972973,0.8780487804878049,0.03286384976525822,0.2
112270,0.91,0.967391304347826,0.8557692307692307,0.03125,0.2
113270,0.938,0.914018691588785,0.9683168316831683,0.09292929292929293,0.2
114270,0.932,0.877030162412993,0.9618320610687023,0.08731466227347612,0.2
115270,0.876,0.9892008639308856,0.7937608318890814,0.01182033096926714,0.2
116270,0.914,0.8538283062645011,0.9411764705882353,0.10344827586206896,0.2
117270,0.944,0.9267399267399268,0.9693486590038314,0.08368200836820083,0.2
118270,0.92,0.9681274900398407,0.8836363636363637,0.035555555555555556,0.2
119270,0.913,0.8320610687022901,0.9396551724137931,0.10122699386503067,0.2
120270,0.927,0.9611111111111111,0.854320987654321,0.023529411764705882,0.2
121270,0.942,0.9295454545454546,0.9380733944954128,0.0549645390070922,0.2
122270,0.928,0.9113475177304965,0.8453947368421053,0.035919540229885055,0.2
123270,0.898,0.9651162790697675,0.8556701030927835,0.0430622009569378,0.2
124270,0.935,0.8785046728971962,0.9665809768637532,0.0851063829787234,0.2
125270,0.877,0.9832285115303984,0.803082191780822,0.019230769230769232,0.2
126270,0.948,0.9146919431279621,0.9601990049751243,0.06020066889632107,0.2
127270,0.935,0.8731563421828908,0.9308176100628931,0.06304985337243402,0.2
128270,0.939,0.976,0.8755980861244019,0.015463917525773196,0.2
129270,0.942,0.9845201238390093,0.8571428571428571,0.00794912559618442,0.2
130270,0.936,0.940677966101695,0.9680232558139535,0.1346153846153846,0.2
131270,0.933,0.9560439560439561,0.9521203830369357,0.11895910780669144,0.2
132270,0.919,0.9272727272727272,0.9661705006765899,0.21455938697318008,0.2
133270,0.908,0.9603960396039604,0.9138627187079408,0.10894941634241245,0.2
134270,0.898,0.985239852398524,0.8503184713375797,0.021505376344086023,0.2
135270,0.944,0.9537275064267352,0.973753280839895,0.15126050420168066,0.2
136270,0.957,0.965559655596556,0.98125,0.14,0.2
137270,0.947,0.9564032697547684,0.970954356846473,0.11552346570397112,0.2
138270,0.945,0.9604221635883905,0.9667994687915007,0.1214574898785425,0.2
139270,0.951,0.9806701030927835,0.9572327044025157,0.07317073170731707,0.2
140270,0.957,0.9900990099009901,0.9635974304068522,0.13636363636363635,0.2
141270,0.972,0.9922394678492239,0.9770742358078602,0.08333333333333333,0.2
142270,0.974,0.9914438502673797,0.9809523809523809,0.14545454545454545,0.2
143270,0.945,0.9728260869565217,0.9675675675675676,0.3333333333333333,0.2
144270,0.971,0.9815817984832069,0.9869281045751634,0.2073170731707317,0.2
145270,0.953,0.9861111111111112,0.9605411499436303,0.10619469026548672,0.2
146270,0.967,0.9889380530973452,0.9749182115594329,0.12048192771084337,0.2
147270,0.957,0.9856194690265486,0.9674267100977199,0.16455696202531644,0.2
148270,0.97,0.9845132743362832,0.9823399558498896,0.14893617021276595,0.2
149270,0.988,0.993704092339979,0.993704092339979,0.1276595744680851,0.2
150270,0.974,0.980327868852459,0.9911602209944751,0.18947368421052632,0.2
151270,0.966,0.9891540130151844,0.9743589743589743,0.15625,0.2
152270,0.971,0.9900332225913622,0.9781181619256017,0.10465116279069768,0.2
153270,0.975,0.9785067873303167,0.9931113662456946,0.14728682170542637,0.2
154270,0.918,0.9346557759626605,0.9685610640870617,0.3236994219653179,0.2
155270,0.803,0.7424242424242424,0.9477756286266924,0.35196687370600416,0.2
156270,0.872,0.949343339587242,0.8336079077429983,0.06870229007633588,0.2
157270,0.961,0.967741935483871,0.9722222222222222,0.05965909090909091,0.2
158270,0.937,0.9514866979655712,0.95,0.08611111111111111,0.2
159270,0.931,0.9641744548286605,0.9308270676691729,0.06865671641791045,0.2
160270,0.972,0.9860681114551083,0.9710365853658537,0.02616279069767442,0.2
161270,0.963,0.9740458015267176,0.9696048632218845,0.049707602339181284,0.2
162270,0.968,0.9652567975830816,0.9861111111111112,0.06534090909090909,0.2
163270,0.97,0.9877862595419847,0.9671150971599403,0.02416918429003021,0.2
164270,0.969,0.9773413897280967,0.975867269984917,0.04451038575667656,0.2
165270,0.97,0.9748427672955975,0.9779179810725552,0.04371584699453552,0.2
166270,0.969,0.9848484848484849,0.9687034277198212,0.030395136778115502,0.2
167270,0.964,0.9760383386581469,0.9667721518987342,0.04076086956521739,0.2
168270,0.962,0.9584569732937686,0.9847560975609756,0.08139534883720931,0.2
169270,0.962,0.9875968992248062,0.9550224887556222,0.024024024024024024,0.2
170270,0.967,0.9841521394611727,0.9642857142857143,0.028089887640449437,0.2
171270,0.964,0.9802731411229135,0.9656203288490284,0.03927492447129909,0.2
172270,0.968,0.974124809741248,0.9770992366412213,0.04927536231884058,0.2
173270,0.97,0.9845916795069337,0.9696509863429439,0.02932551319648094,0.2
174270,0.965,0.984472049689441,0.9620637329286799,0.02932551319648094,0.2
175270,0.983,0.9894894894894894,0.9850523168908819,0.021148036253776436,0.2
176270,0.97,0.9890965732087228,0.9650455927051672,0.02046783625730994,0.2
177270,0.975,0.9805970149253731,0.9820627802690582,0.03927492447129909,0.2
178270,0.959,0.9671150971599403,0.9714714714714715,0.0658682634730539,0.2
179270,0.923,0.9684931506849315,0.9290407358738502,0.09623430962343096,0.2
180270,0.983,0.9861751152073732,0.9876923076923076,0.025714285714285714,0.2
181270,0.966,0.9835575485799701,0.9662261380323054,0.034482758620689655,0.2
182270,0.963,0.9876923076923076,0.9567809239940388,0.0243161094224924,0.2
183270,0.967,0.977810650887574,0.9734904270986745,0.04672897196261682,0.2
184270,0.968,0.9785932721712538,0.9726443768996961,0.04093567251461988,0.2
185270,0.97,0.9725806451612903,0.9788961038961039,0.044270833333333336,0.2
186270,0.984,0.9879336349924586,0.9879336349924586,0.02373887240356083,0.2
187270,0.966,0.9846153846153847,0.963855421686747,0.02976190476190476,0.2
188270,0.965,0.9574780058651027,0.9908952959028832,0.08504398826979472,0.2
189270,0.967,0.9723926380368099,0.9768875192604006,0.05128205128205128,0.2
190270,0.957,0.9766763848396501,0.9612625538020086,0.052805280528052806,0.2
191270,0.937,0.9467787114845938,0.9643366619115549,0.12709030100334448,0.2
192270,0.919,0.979757085020243,0.9166666666666666,0.07211538461538461,0.2
193270,0.87,0.95,0.8706199460916442,0.13178294573643412,0.2
194270,0.966,0.9814285714285714,0.9703389830508474,0.04452054794520548,0.2
195270,0.923,0.9817275747508306,0.8995433789954338,0.03206997084548105,0.2
196270,0.954,0.9766763848396501,0.9571428571428572,0.05333333333333334,0.2
197270,0.967,0.9814569536423841,0.975,0.058333333333333334,0.2
198270,1.0,1.0,1.0,0.0,0.2
199270,1.0,1.0,1.0,0.0,0.2
200270,0.984,0.991869918699187,0.9895712630359212,0.051094890510948905,0.2
201270,0.959,0.9937106918238994,0.9564164648910412,0.028735632183908046,0.2
202270,0.965,0.9897660818713451,0.9602836879432625,0.023728813559322035,0.2
203270,0.975,0.9789029535864979,0.9858356940509915,0.05102040816326531,0.2
204270,0.965,0.9860335195530726,0.9658002735978112,0.03717472118959108,0.2
205270,0.976,0.9922118380062306,0.9710365853658537,0.014534883720930232,0.2
206270,0.974,0.9877112135176651,0.972768532526475,0.02359882005899705,0.2
207270,0.985,0.9857142857142858,0.9904306220095693,0.024128686327077747,0.2
208270,0.957,0.9922879177377892,0.9542645241038319,0.031413612565445025,0.2
209270,0.977,0.9830729166666666,0.9869281045751634,0.05531914893617021,0.2
210270,0.962,0.9867060561299852,0.9583931133428981,0.0297029702970297,0.2
211270,0.968,0.9942279942279942,0.9609483960948396,0.014134275618374558,0.2
212270,0.979,0.9914529914529915,0.9789029535864979,0.020761245674740483,0.2
213270,0.971,0.9970972423802612,0.9621848739495799,0.006993006993006993,0.2
214270,0.965,0.9920739762219286,0.9628205128205128,0.02727272727272727,0.2
215270,0.944,0.9768518518518519,0.9391691394658753,0.046012269938650305,0.2
216270,0.963,0.9973890339425587,0.9561952440550688,0.009950248756218905,0.2
217270,0.974,0.9763888888888889,0.9873595505617978,0.059027777777777776,0.2
218270,0.958,0.9718543046357616,0.9591503267973857,0.04381443298969072,0.2
219270,0.981,0.9865092748735245,0.9815436241610739,0.019801980198019802,0.2
220270,0.979,0.9887820512820513,0.9778129952456418,0.018970189701897018,0.2
221270,0.987,0.9952456418383518,0.9843260188087775,0.008287292817679558,0.2
222270,0.977,0.9986206896551724,0.9705093833780161,0.003937007874015748,0.2
223270,0.983,0.9874411302982732,0.9858934169278997,0.022099447513812154,0.2
224270,0.955,0.9810671256454389,0.9437086092715232,0.027777777777777776,0.2
225270,0.973,0.9743178170144462,0.982200647249191,0.041884816753926704,0.2
226270,0.981,0.988255033557047,0.9800332778702163,0.017543859649122806,0.2
227270,0.975,0.9933422103861518,0.9738903394255874,0.021367521367521368,0.2
228270,0.977,0.9797421731123389,0.9779411764705882,0.02412280701754386,0.2
229270,0.986,0.9787234042553191,0.9941060903732809,0.02240325865580448,0.2
230270,0.98,0.9887218045112782,0.9740740740740741,0.013043478260869565,0.2
231270,0.976,0.985480943738657,0.9713774597495528,0.018140589569160998,0.2
232270,0.984,0.9946308724832215,0.9840637450199203,0.016194331983805668,0.2
