samples,acc,prec,rec,fpr,ngrams
119270,0.92,0.8252427184466019,0.9770114942528736,0.11042944785276074,1.0
120270,0.941,0.9675675675675676,0.8839506172839506,0.020168067226890758,1.0
121270,0.938,0.9155555555555556,0.944954128440367,0.0673758865248227,1.0
122270,0.932,0.8575757575757575,0.930921052631579,0.06752873563218391,1.0
123270,0.883,0.9378531073446328,0.8556701030927835,0.07894736842105263,1.0
124270,0.935,0.8838862559241706,0.9588688946015425,0.08019639934533551,1.0
125270,0.87,0.9789029535864979,0.7945205479452054,0.02403846153846154,1.0
126270,0.938,0.9207920792079208,0.9253731343283582,0.05351170568561873,1.0
127270,0.934,0.8620689655172413,0.9433962264150944,0.07038123167155426,1.0
128270,0.91,0.97953216374269,0.8014354066985646,0.012027491408934709,1.0
129270,0.934,0.9498525073746312,0.8679245283018868,0.02702702702702703,1.0
130270,0.925,0.9274755927475593,0.9665697674418605,0.16666666666666666,1.0
131270,0.933,0.9573002754820936,0.9507523939808481,0.11524163568773234,1.0
132270,0.919,0.931758530183727,0.9607577807848444,0.19923371647509577,1.0
133270,0.938,0.9558232931726908,0.9609690444145357,0.12840466926070038,1.0
134270,0.916,0.922360248447205,0.945859872611465,0.13440860215053763,1.0
135270,0.939,0.9499358151476252,0.9711286089238845,0.1638655462184874,1.0
136270,0.829,0.9591240875912409,0.82125,0.14,1.0
137270,0.954,0.9656121045392022,0.970954356846473,0.09025270758122744,1.0
138270,0.951,0.9619422572178478,0.9734395750332006,0.11740890688259109,1.0
139270,0.958,0.9833119383825417,0.9635220125786164,0.06341463414634146,1.0
140270,0.978,0.9913793103448276,0.9850107066381156,0.12121212121212122,1.0
141270,0.975,0.9890230515916575,0.9836244541484717,0.11904761904761904,1.0
142270,0.974,0.9914438502673797,0.9809523809523809,0.14545454545454545,1.0
143270,0.963,0.9733475479744137,0.987027027027027,0.3333333333333333,1.0
144270,0.969,0.9878987898789879,0.9782135076252724,0.13414634146341464,1.0
145270,0.965,0.9851936218678815,0.9751972942502819,0.11504424778761062,1.0
146270,0.978,0.9890710382513661,0.9869138495092693,0.12048192771084337,1.0
147270,0.97,0.9868852459016394,0.9804560260586319,0.1518987341772152,1.0
148270,0.98,0.987885462555066,0.9900662251655629,0.11702127659574468,1.0
149270,0.987,0.9936974789915967,0.9926547743966422,0.1276595744680851,1.0
150270,0.969,0.9812775330396476,0.9845303867403314,0.17894736842105263,1.0
151270,0.961,0.9890948745910578,0.969017094017094,0.15625,1.0
152270,0.987,0.9902067464635473,0.9956236323851203,0.10465116279069768,1.0
153270,0.978,0.9796610169491525,0.9954075774971297,0.13953488372093023,1.0
154270,0.891,0.9263657957244655,0.9431680773881499,0.3583815028901734,1.0
155270,0.852,0.827708703374778,0.9013539651837524,0.20082815734989648,1.0
156270,0.909,0.9526315789473684,0.8945634266886326,0.06870229007633588,1.0
157270,0.949,0.9571209800918836,0.9645061728395061,0.07954545454545454,1.0
158270,0.946,0.969551282051282,0.9453125,0.05277777777777778,1.0
159270,0.939,0.971875,0.9353383458646617,0.05373134328358209,1.0
160270,0.956,0.9826498422712934,0.9496951219512195,0.03197674418604651,1.0
161270,0.965,0.9829457364341085,0.9635258358662614,0.03216374269005848,1.0
162270,0.963,0.9707241910631741,0.9722222222222222,0.05397727272727273,1.0
163270,0.973,0.9878419452887538,0.9715994020926756,0.02416918429003021,1.0
164270,0.974,0.976083707025411,0.9849170437405732,0.04747774480712166,1.0
165270,0.975,0.9765258215962441,0.9842271293375394,0.040983606557377046,1.0
166270,0.984,0.9910044977511244,0.9850968703427719,0.0182370820668693,1.0
167270,0.959,0.9683042789223455,0.9667721518987342,0.05434782608695652,1.0
168270,0.962,0.9571005917159763,0.9862804878048781,0.08430232558139535,1.0
169270,0.956,0.9844479004665629,0.9490254872563718,0.03003003003003003,1.0
170270,0.973,0.9858267716535433,0.9720496894409938,0.025280898876404494,1.0
171270,0.97,0.9819004524886877,0.9730941704035875,0.03625377643504532,1.0
172270,0.964,0.9725190839694656,0.9725190839694656,0.05217391304347826,1.0
173270,0.973,0.9846625766871165,0.9742033383915023,0.02932551319648094,1.0
174270,0.975,0.9861963190184049,0.9757207890743551,0.026392961876832845,1.0
175270,0.978,0.9864661654135338,0.9805680119581465,0.027190332326283987,1.0
176270,0.97,0.9890965732087228,0.9650455927051672,0.02046783625730994,1.0
177270,0.969,0.9804216867469879,0.9730941704035875,0.03927492447129909,1.0
178270,0.951,0.9597615499254843,0.9669669669669669,0.08083832335329341,1.0
179270,0.933,0.9766483516483516,0.9342969776609724,0.07112970711297072,1.0
180270,0.971,0.9874411302982732,0.9676923076923077,0.022857142857142857,1.0
181270,0.976,0.9852289512555391,0.9794419970631424,0.03134796238244514,1.0
182270,0.972,0.989345509893455,0.9687034277198212,0.02127659574468085,1.0
183270,0.966,0.9777777777777777,0.9720176730486009,0.04672897196261682,1.0
184270,0.971,0.9801526717557252,0.9756838905775076,0.038011695906432746,1.0
185270,0.963,0.966183574879227,0.974025974025974,0.0546875,1.0
186270,0.939,0.9808306709265175,0.9260935143288085,0.03560830860534125,1.0
187270,0.971,0.9774436090225563,0.9789156626506024,0.044642857142857144,1.0
188270,0.946,0.9661016949152542,0.9514415781487102,0.06451612903225806,1.0
189270,0.969,0.9768518518518519,0.975346687211094,0.042735042735042736,1.0
190270,0.966,0.9742489270386266,0.9770444763271162,0.0594059405940594,1.0
191270,0.938,0.9481065918653576,0.9643366619115549,0.12374581939799331,1.0
192270,0.929,0.9800266311584553,0.9292929292929293,0.07211538461538461,1.0
193270,0.856,0.9333333333333333,0.8679245283018868,0.17829457364341086,1.0
194270,0.952,0.9727793696275072,0.9590395480225988,0.06506849315068493,1.0
195270,0.924,0.9882352941176471,0.8949771689497716,0.02040816326530612,1.0
196270,0.945,0.9561527581329562,0.9657142857142857,0.10333333333333333,1.0
197270,0.957,0.9890859481582538,0.9539473684210527,0.03333333333333333,1.0
198270,0.997,0.9989878542510121,0.9979777553083923,0.09090909090909091,1.0
199270,1.0,1.0,1.0,0.0,1.0
200270,0.987,0.9930394431554525,0.9918887601390498,0.043795620437956206,1.0
201270,0.966,0.9937655860349127,0.9648910411622276,0.028735632183908046,1.0
202270,0.966,0.9941089837997055,0.9574468085106383,0.013559322033898305,1.0
203270,0.972,0.976123595505618,0.9844192634560907,0.05782312925170068,1.0
204270,0.956,0.9804195804195804,0.9589603283173734,0.05204460966542751,1.0
205270,0.971,0.9906103286384976,0.9649390243902439,0.01744186046511628,1.0
206270,0.979,0.9819277108433735,0.9863842662632375,0.035398230088495575,1.0
207270,0.961,0.959375,0.9792663476874003,0.06970509383378017,1.0
208270,0.961,0.9974160206718347,0.9542645241038319,0.010471204188481676,1.0
209270,0.977,0.9805699481865285,0.9895424836601308,0.06382978723404255,1.0
210270,0.951,0.9835820895522388,0.945480631276901,0.036303630363036306,1.0
211270,0.971,0.9942528735632183,0.9651324965132496,0.014134275618374558,1.0
212270,0.975,0.992816091954023,0.9718706047819972,0.01730103806228374,1.0
213270,0.967,0.9913419913419913,0.9621848739495799,0.02097902097902098,1.0
214270,0.972,0.9934383202099738,0.9705128205128205,0.022727272727272728,1.0
215270,0.949,0.9770290964777948,0.9465875370919882,0.046012269938650305,1.0
216270,0.952,0.99867197875166,0.9411764705882353,0.004975124378109453,1.0
217270,0.972,0.9899713467048711,0.9705056179775281,0.024305555555555556,1.0
218270,0.952,0.9638157894736842,0.9575163398692811,0.05670103092783505,1.0
219270,0.963,0.9912126537785588,0.9463087248322147,0.012376237623762377,1.0
220270,0.975,0.9902912621359223,0.9698890649762282,0.016260162601626018,1.0
221270,0.982,0.990506329113924,0.9811912225705329,0.016574585635359115,1.0
222270,0.989,1.0,0.985254691689008,0.0,1.0
223270,0.976,0.9827044025157232,0.9796238244514106,0.03038674033149171,1.0
224270,0.97,0.9815436241610739,0.9685430463576159,0.027777777777777776,1.0
225270,0.98,0.9822580645161291,0.9854368932038835,0.028795811518324606,1.0
226270,0.973,0.9914383561643836,0.9633943427620633,0.012531328320802004,1.0
227270,0.978,0.9907651715039578,0.9804177545691906,0.029914529914529916,1.0
228270,0.936,0.9819277108433735,0.8988970588235294,0.019736842105263157,1.0
229270,0.988,0.9825242718446602,0.9941060903732809,0.018329938900203666,1.0
230270,0.97,0.9866412213740458,0.9574074074074074,0.015217391304347827,1.0
231270,0.981,0.9856115107913669,0.9803220035778175,0.018140589569160998,1.0
232270,0.965,0.9838274932614556,0.9694555112881806,0.048582995951417005,1.0
233270,0.97,0.9835466179159049,0.962432915921288,0.02040816326530612,1.0
234270,0.98,0.9909420289855072,0.9733096085409253,0.01141552511415525,1.0
235270,0.972,0.9775280898876404,0.9702602230483272,0.025974025974025976,1.0
236270,0.971,0.9904306220095693,0.9642857142857143,0.016853932584269662,1.0
237270,0.975,0.984149855907781,0.9799139167862266,0.036303630363036306,1.0
238270,0.965,0.9873188405797102,0.9511343804537522,0.01639344262295082,1.0
239270,0.974,0.9888888888888889,0.9704049844236761,0.019553072625698324,1.0
240270,0.981,0.9827288428324698,0.9844290657439446,0.023696682464454975,1.0
241270,0.972,0.9874326750448833,0.9632224168126094,0.016317016317016316,1.0
242270,0.983,0.9952755905511811,0.978328173374613,0.00847457627118644,1.0
243270,0.987,0.9921875,0.9825918762088974,0.008281573498964804,1.0
244270,0.98,0.9887640449438202,0.974169741697417,0.013100436681222707,1.0
245270,0.974,0.9829059829059829,0.9729272419627749,0.02444987775061125,1.0
246270,0.981,0.98989898989899,0.9722222222222222,0.010080645161290322,1.0
247270,0.981,0.9953488372093023,0.9756838905775076,0.008771929824561403,1.0
248270,0.969,0.9818548387096774,0.9567779960707269,0.018329938900203666,1.0
249270,0.976,0.98125,0.9691358024691358,0.017509727626459144,1.0
250270,0.972,0.9748201438848921,0.9748201438848921,0.03153153153153153,1.0
251270,0.971,0.9966159052453468,0.9561688311688312,0.005208333333333333,1.0
252270,0.971,0.992818671454219,0.9567474048442907,0.009478672985781991,1.0
253270,0.983,0.9879518072289156,0.9828767123287672,0.016826923076923076,1.0
254270,0.988,0.9838449111470113,0.9967266775777414,0.02570694087403599,1.0
255270,0.976,0.9763636363636363,0.9799270072992701,0.028761061946902654,1.0
256270,0.977,0.9985795454545454,0.9696551724137931,0.0036363636363636364,1.0
257270,0.982,0.9912280701754386,0.9826086956521739,0.01935483870967742,1.0
258270,0.98,0.9918300653594772,0.9758842443729904,0.013227513227513227,1.0
259270,0.972,0.9957924263674615,0.9659863945578231,0.011320754716981131,1.0
260270,0.983,0.9888579387186629,0.9874826147426982,0.028469750889679714,1.0
261270,0.99,0.9927641099855282,0.9927641099855282,0.016181229773462782,1.0
262270,0.979,0.994535519125683,0.9771812080536912,0.01568627450980392,1.0
263270,0.967,0.9972677595628415,0.9592641261498029,0.008368200836820083,1.0
264270,0.983,0.9954407294832827,0.9790732436472347,0.00906344410876133,1.0
265270,0.975,0.9911894273127754,0.9726224783861671,0.0196078431372549,1.0
266270,0.979,0.9888888888888889,0.9820689655172414,0.02909090909090909,1.0
267270,0.9827760891590679,0.9941605839416059,0.9812680115273775,0.013651877133105802,1.0
0,0.1,0.0,0.0,0.9,2.0
10,0.5,0.0,0.0,0.09090909090909091,2.0
30,0.75,0.7692307692307693,0.5882352941176471,0.13043478260869565,2.0
70,0.85,0.8235294117647058,0.8235294117647058,0.13043478260869565,2.0
150,0.86875,0.7297297297297297,0.9818181818181818,0.19047619047619047,2.0
310,0.925,0.8709677419354839,0.9310344827586207,0.0784313725490196,2.0
630,0.90625,0.8045977011494253,0.958904109589041,0.12114014251781473,2.0
1270,0.953,0.947075208913649,0.9239130434782609,0.030063291139240507,2.0
2270,0.969,0.9390581717451524,0.9741379310344828,0.03374233128834356,2.0
3270,0.977,0.9849397590361446,0.9478260869565217,0.007633587786259542,2.0
4270,0.975,0.9655172413793104,0.9627507163323782,0.018433179723502304,2.0
5270,0.981,0.9795918367346939,0.9655172413793104,0.010736196319018405,2.0
6270,0.986,0.9777777777777777,0.9832402234636871,0.012461059190031152,2.0
7270,0.98,0.9626666666666667,0.9836512261580381,0.022116903633491312,2.0
8270,0.988,0.9854651162790697,0.9797687861271677,0.00764525993883792,2.0
9270,0.991,0.9887323943661972,0.9859550561797753,0.006211180124223602,2.0
10270,0.853,0.8580645161290322,0.83125,0.12692307692307692,2.0
11270,0.899,0.9450726978998385,0.897239263803681,0.09770114942528736,2.0
12270,0.931,0.9494470774091627,0.9420062695924765,0.08839779005524862,2.0
13270,0.927,0.9334389857369255,0.95,0.11052631578947368,2.0
14270,0.944,0.95,0.9620253164556962,0.08695652173913043,2.0
15270,0.962,0.9694656488549618,0.9724349157733537,0.05763688760806916,2.0
16270,0.963,0.9872611464968153,0.9553158705701078,0.022792022792022793,2.0
17270,0.948,0.980327868852459,0.9373040752351097,0.03314917127071823,2.0
18270,0.963,0.9773462783171522,0.9633173843700159,0.03753351206434316,2.0
19270,0.969,0.9725363489499192,0.9772727272727273,0.044270833333333336,2.0
20270,0.956,0.9853181076672104,0.945226917057903,0.024930747922437674,2.0
21270,0.967,0.9725190839694656,0.9769938650306749,0.05172413793103448,2.0
22270,0.969,0.9827044025157232,0.9689922480620154,0.030985915492957747,2.0
23270,0.971,0.9833887043189369,0.9689034369885434,0.02570694087403599,2.0
24270,0.972,0.9838709677419355,0.9713375796178344,0.026881720430107527,2.0
25270,0.979,0.9951768488745981,0.9717425431711146,0.008264462809917356,2.0
26270,0.98,0.9891975308641975,0.9801223241590215,0.02023121387283237,2.0
27270,0.972,0.9704918032786886,0.9833887043189369,0.04522613065326633,2.0
28270,0.977,0.9884105960264901,0.9738988580750407,0.01808785529715762,2.0
29270,0.984,0.9905808477237049,0.984399375975039,0.016713091922005572,2.0
30270,0.979,0.981679389312977,0.9861963190184049,0.034482758620689655,2.0
31270,0.972,0.9742033383915023,0.9831546707503829,0.04899135446685879,2.0
32270,0.971,0.9854838709677419,0.9683042789223455,0.024390243902439025,2.0
33270,0.987,0.9917081260364843,0.9867986798679867,0.012690355329949238,2.0
34270,0.979,0.9952380952380953,0.9720930232558139,0.008450704225352112,2.0
35270,0.97,0.9836065573770492,0.967741935483871,0.02631578947368421,2.0
36270,0.971,0.9783616692426584,0.9768518518518519,0.03977272727272727,2.0
37270,0.976,0.9952,0.9673405909797823,0.008403361344537815,2.0
38270,0.979,0.9874411302982732,0.9797507788161994,0.0223463687150838,2.0
39270,0.975,0.9790660225442834,0.9806451612903225,0.034210526315789476,2.0
40270,0.977,0.9794303797468354,0.9841017488076311,0.03504043126684636,2.0
41270,0.977,0.9903225806451613,0.9730586370839936,0.016260162601626018,2.0
42270,0.977,0.9884297520661157,0.9739413680781759,0.018134715025906734,2.0
43270,0.975,0.988976377952756,0.9721362229102167,0.01977401129943503,2.0
44270,0.978,0.9839486356340289,0.9808,0.02666666666666667,2.0
45270,0.982,0.9808612440191388,0.9903381642512077,0.0316622691292876,2.0
46270,0.976,0.9905660377358491,0.9722222222222222,0.017045454545454544,2.0
47270,0.971,0.9951377633711507,0.959375,0.008333333333333333,2.0
48270,0.978,0.9853658536585366,0.9789983844911146,0.023622047244094488,2.0
49270,0.979,0.984399375975039,0.9828660436137072,0.027932960893854747,2.0
50270,0.977,0.9870340356564019,0.9759615384615384,0.02127659574468085,2.0
51270,0.988,0.9888,0.9919743178170144,0.01856763925729443,2.0
52270,0.979,0.9877675840978594,0.9802731411229135,0.02346041055718475,2.0
53270,0.978,0.9790660225442834,0.9854132901134521,0.033942558746736295,2.0
54270,0.979,0.9841772151898734,0.9826224328593997,0.027247956403269755,2.0
55270,0.98,0.9894419306184012,0.9805680119581465,0.021148036253776436,2.0
56270,0.977,0.9823434991974318,0.9807692307692307,0.02925531914893617,2.0
57270,0.982,0.985691573926868,0.985691573926868,0.02425876010781671,2.0
58270,0.984,0.9903069466882067,0.9839486356340289,0.015915119363395226,2.0
59270,0.983,0.9922118380062306,0.9815100154083205,0.014245014245014245,2.0
60270,0.985,0.984,0.9919354838709677,0.02631578947368421,2.0
61270,0.993,0.9951845906902087,0.9935897435897436,0.007978723404255319,2.0
62270,0.963,0.9852507374631269,0.9611510791366906,0.03278688524590164,2.0
63270,0.963,0.9865196078431373,0.9687123947051745,0.0650887573964497,2.0
64270,0.98,0.9940758293838863,0.9824355971896955,0.03424657534246575,2.0
65270,0.971,0.9937733499377335,0.9708029197080292,0.028089887640449437,2.0
66270,0.976,0.9841479524438573,0.9841479524438573,0.04938271604938271,2.0
67270,0.959,0.983957219251337,0.9620915032679739,0.05106382978723404,2.0
68270,0.977,0.9936708860759493,0.9775840597758406,0.025380710659898477,2.0
69270,0.975,0.9740437158469946,0.9916550764951322,0.06761565836298933,2.0
70270,0.969,0.9898348157560356,0.9713216957605985,0.04040404040404041,2.0
71270,0.955,0.9845360824742269,0.958594730238394,0.059113300492610835,2.0
72270,0.966,0.9734513274336283,0.9763313609467456,0.05555555555555555,2.0
73270,0.971,0.9759887005649718,0.9829302987197724,0.05723905723905724,2.0
74270,0.957,0.971976401179941,0.9648609077598829,0.05993690851735016,2.0
75270,0.942,0.9777468706536857,0.9436241610738255,0.06274509803921569,2.0
76270,0.957,0.9583931133428981,0.9794721407624634,0.09119496855345911,2.0
77270,0.93,0.9255150554675119,0.9621087314662273,0.11959287531806616,2.0
78270,0.944,0.9565217391304348,0.9620991253644315,0.09554140127388536,2.0
79270,0.956,0.9496644295302014,0.9758620689655172,0.07142857142857142,2.0
80270,0.955,0.952212389380531,0.9676258992805755,0.060810810810810814,2.0
81270,0.97,0.9624505928853755,0.9779116465863453,0.037848605577689244,2.0
82270,0.957,0.9450354609929078,0.9779816513761468,0.06813186813186813,2.0
83270,0.952,0.9342403628117913,0.9559164733178654,0.050966608084358524,2.0
84270,0.943,0.9442148760330579,0.9383983572895277,0.05263157894736842,2.0
85270,0.953,0.94,0.9423558897243107,0.03993344425956739,2.0
86270,0.964,0.941320293398533,0.9697732997481109,0.03980099502487562,2.0
87270,0.947,0.883177570093458,0.8709677419354839,0.031928480204342274,2.0
88270,0.939,0.45161290322580644,0.8076923076923077,0.05379746835443038,2.0
89270,0.933,0.7021276595744681,0.9230769230769231,0.06534422403733955,2.0
90270,0.942,0.751412429378531,0.9047619047619048,0.05158264947245018,2.0
91270,0.945,0.7905982905982906,0.9685863874345549,0.06056860321384425,2.0
92270,0.958,0.8289473684210527,0.8873239436619719,0.030303030303030304,2.0
