samples,acc,prec,rec,fpr,buckets
50270,0.376,0.0,0.0,0.0,6.0
51270,0.377,0.0,0.0,0.0,6.0
52270,0.341,0.0,0.0,0.0,6.0
53270,0.383,0.0,0.0,0.0,6.0
54270,0.367,0.0,0.0,0.0,6.0
55270,0.331,0.0,0.0,0.0,6.0
56270,0.376,0.0,0.0,0.0,6.0
57270,0.371,0.0,0.0,0.0,6.0
58270,0.377,0.0,0.0,0.0,6.0
59270,0.351,0.0,0.0,0.0,6.0
60270,0.38,0.0,0.0,0.0,6.0
61270,0.376,0.0,0.0,0.0,6.0
62270,0.305,0.0,0.0,0.0,6.0
63270,0.169,0.0,0.0,0.0,6.0
64270,0.146,0.0,0.0,0.0,6.0
65270,0.178,0.0,0.0,0.0,6.0
66270,0.243,0.0,0.0,0.0,6.0
67270,0.235,0.0,0.0,0.0,6.0
68270,0.197,0.0,0.0,0.0,6.0
69270,0.281,0.0,0.0,0.0,6.0
70270,0.198,0.0,0.0,0.0,6.0
71270,0.203,0.0,0.0,0.0,6.0
72270,0.324,0.0,0.0,0.0,6.0
73270,0.297,0.0,0.0,0.0,6.0
74270,0.317,0.0,0.0,0.0,6.0
75270,0.255,0.0,0.0,0.0,6.0
76270,0.318,0.0,0.0,0.0,6.0
77270,0.393,0.0,0.0,0.0,6.0
78270,0.314,0.0,0.0,0.0,6.0
79270,0.42,0.0,0.0,0.0,6.0
80270,0.444,0.0,0.0,0.0,6.0
81270,0.502,0.0,0.0,0.0,6.0
82270,0.455,0.0,0.0,0.0,6.0
83270,0.569,0.0,0.0,0.0,6.0
84270,0.513,0.0,0.0,0.0,6.0
85270,0.601,0.0,0.0,0.0,6.0
86270,0.603,0.0,0.0,0.0,6.0
87270,0.783,0.0,0.0,0.0,6.0
88270,0.948,0.0,0.0,0.0,6.0
89270,0.857,0.0,0.0,0.0,6.0
90270,0.853,0.0,0.0,0.0,6.0
91270,0.809,0.0,0.0,0.0,6.0
92270,0.858,0.0,0.0,0.0,6.0
93270,0.788,0.0,0.0,0.0,6.0
94270,0.606,0.0,0.0,0.0,6.0
95270,0.84,0.0,0.0,0.0,6.0
96270,0.623,0.0,0.0,0.0,6.0
97270,0.459,0.0,0.0,0.0,6.0
98270,0.655,0.0,0.0,0.0,6.0
99270,0.483,0.0,0.0,0.0,6.0
100270,0.643,0.0,0.0,0.0,6.0
101270,0.731,0.0,0.0,0.0,6.0
102270,0.547,0.0,0.0,0.0,6.0
103270,0.79,0.0,0.0,0.0,6.0
104270,0.796,0.0,0.0,0.0,6.0
105270,0.746,0.0,0.0,0.0,6.0
106270,0.373,0.0,0.0,0.0,6.0
107270,0.851,0.0,0.0,0.0,6.0
108270,0.815,0.0,0.0,0.0,6.0
109270,0.453,0.0,0.0,0.0,6.0
110270,0.541,0.0,0.0,0.0,6.0
111270,0.426,0.0,0.0,0.0,6.0
112270,0.48,0.0,0.0,0.0,6.0
113270,0.495,0.0,0.0,0.0,6.0
114270,0.607,0.0,0.0,0.0,6.0
115270,0.423,0.0,0.0,0.0,6.0
116270,0.609,0.0,0.0,0.0,6.0
117270,0.478,0.0,0.0,0.0,6.0
118270,0.45,0.0,0.0,0.0,6.0
119270,0.652,0.0,0.0,0.0,6.0
120270,0.595,0.0,0.0,0.0,6.0
121270,0.564,0.0,0.0,0.0,6.0
122270,0.696,0.0,0.0,0.0,6.0
123270,0.418,0.0,0.0,0.0,6.0
124270,0.611,0.0,0.0,0.0,6.0
125270,0.416,0.0,0.0,0.0,6.0
126270,0.598,0.0,0.0,0.0,6.0
127270,0.682,0.0,0.0,0.0,6.0
128270,0.582,0.0,0.0,0.0,6.0
129270,0.629,0.0,0.0,0.0,6.0
130270,0.312,0.0,0.0,0.0,6.0
131270,0.269,0.0,0.0,0.0,6.0
132270,0.261,0.0,0.0,0.0,6.0
133270,0.257,0.0,0.0,0.0,6.0
134270,0.372,0.0,0.0,0.0,6.0
135270,0.238,0.0,0.0,0.0,6.0
136270,0.2,0.0,0.0,0.0,6.0
137270,0.277,0.0,0.0,0.0,6.0
138270,0.247,0.0,0.0,0.0,6.0
139270,0.205,0.0,0.0,0.0,6.0
140270,0.066,0.0,0.0,0.0,6.0
141270,0.084,0.0,0.0,0.0,6.0
142270,0.055,0.0,0.0,0.0,6.0
143270,0.075,0.0,0.0,0.0,6.0
144270,0.082,0.0,0.0,0.0,6.0
145270,0.113,0.0,0.0,0.0,6.0
146270,0.083,0.0,0.0,0.0,6.0
147270,0.079,0.0,0.0,0.0,6.0
148270,0.094,0.0,0.0,0.0,6.0
149270,0.047,0.0,0.0,0.0,6.0
150270,0.095,0.0,0.0,0.0,6.0
151270,0.064,0.0,0.0,0.0,6.0
152270,0.086,0.0,0.0,0.0,6.0
153270,0.129,0.0,0.0,0.0,6.0
154270,0.173,0.0,0.0,0.0,6.0
155270,0.483,0.0,0.0,0.0,6.0
156270,0.393,0.0,0.0,0.0,6.0
157270,0.352,0.0,0.0,0.0,6.0
158270,0.36,0.0,0.0,0.0,6.0
159270,0.335,0.0,0.0,0.0,6.0
160270,0.344,0.0,0.0,0.0,6.0
161270,0.342,0.0,0.0,0.0,6.0
162270,0.352,0.0,0.0,0.0,6.0
163270,0.331,0.0,0.0,0.0,6.0
164270,0.337,0.0,0.0,0.0,6.0
165270,0.366,0.0,0.0,0.0,6.0
166270,0.329,0.0,0.0,0.0,6.0
167270,0.368,0.0,0.0,0.0,6.0
168270,0.344,0.0,0.0,0.0,6.0
169270,0.333,0.0,0.0,0.0,6.0
170270,0.356,0.0,0.0,0.0,6.0
171270,0.331,0.0,0.0,0.0,6.0
172270,0.345,0.0,0.0,0.0,6.0
173270,0.341,0.0,0.0,0.0,6.0
174270,0.341,0.0,0.0,0.0,6.0
175270,0.331,0.0,0.0,0.0,6.0
176270,0.342,0.0,0.0,0.0,6.0
177270,0.331,0.0,0.0,0.0,6.0
178270,0.334,0.0,0.0,0.0,6.0
179270,0.239,0.0,0.0,0.0,6.0
180270,0.35,0.0,0.0,0.0,6.0
181270,0.319,0.0,0.0,0.0,6.0
182270,0.329,0.0,0.0,0.0,6.0
183270,0.321,0.0,0.0,0.0,6.0
184270,0.342,0.0,0.0,0.0,6.0
185270,0.384,0.0,0.0,0.0,6.0
186270,0.337,0.0,0.0,0.0,6.0
187270,0.336,0.0,0.0,0.0,6.0
188270,0.341,0.0,0.0,0.0,6.0
189270,0.351,0.0,0.0,0.0,6.0
190270,0.303,0.0,0.0,0.0,6.0
191270,0.299,0.0,0.0,0.0,6.0
192270,0.208,0.0,0.0,0.0,6.0
193270,0.258,0.0,0.0,0.0,6.0
194270,0.292,0.0,0.0,0.0,6.0
195270,0.343,0.0,0.0,0.0,6.0
196270,0.3,0.0,0.0,0.0,6.0
197270,0.24,0.0,0.0,0.0,6.0
198270,0.011,0.0,0.0,0.0,6.0
199270,0.007,0.0,0.0,0.0,6.0
200270,0.137,0.0,0.0,0.0,6.0
201270,0.174,0.0,0.0,0.0,6.0
202270,0.295,0.0,0.0,0.0,6.0
203270,0.294,0.0,0.0,0.0,6.0
204270,0.269,0.0,0.0,0.0,6.0
205270,0.344,0.0,0.0,0.0,6.0
206270,0.339,0.0,0.0,0.0,6.0
207270,0.373,0.0,0.0,0.0,6.0
208270,0.191,0.0,0.0,0.0,6.0
209270,0.235,0.0,0.0,0.0,6.0
210270,0.303,0.0,0.0,0.0,6.0
211270,0.283,0.0,0.0,0.0,6.0
212270,0.289,0.0,0.0,0.0,6.0
213270,0.286,0.0,0.0,0.0,6.0
214270,0.22,0.0,0.0,0.0,6.0
215270,0.326,0.0,0.0,0.0,6.0
216270,0.201,0.0,0.0,0.0,6.0
217270,0.288,0.0,0.0,0.0,6.0
218270,0.388,0.0,0.0,0.0,6.0
219270,0.404,0.0,0.0,0.0,6.0
220270,0.369,0.0,0.0,0.0,6.0
221270,0.362,0.0,0.0,0.0,6.0
222270,0.254,0.0,0.0,0.0,6.0
223270,0.362,0.0,0.0,0.0,6.0
224270,0.396,0.0,0.0,0.0,6.0
225270,0.382,0.0,0.0,0.0,6.0
226270,0.399,0.0,0.0,0.0,6.0
227270,0.234,0.0,0.0,0.0,6.0
228270,0.456,0.0,0.0,0.0,6.0
229270,0.491,0.0,0.0,0.0,6.0
230270,0.46,0.0,0.0,0.0,6.0
231270,0.441,0.0,0.0,0.0,6.0
232270,0.247,0.0,0.0,0.0,6.0
233270,0.441,0.0,0.0,0.0,6.0
234270,0.438,0.0,0.0,0.0,6.0
235270,0.462,0.0,0.0,0.0,6.0
236270,0.356,0.0,0.0,0.0,6.0
237270,0.303,0.0,0.0,0.0,6.0
238270,0.427,0.0,0.0,0.0,6.0
239270,0.358,0.0,0.0,0.0,6.0
240270,0.422,0.0,0.0,0.0,6.0
241270,0.429,0.0,0.0,0.0,6.0
242270,0.354,0.0,0.0,0.0,6.0
243270,0.483,0.0,0.0,0.0,6.0
244270,0.458,0.0,0.0,0.0,6.0
245270,0.409,0.0,0.0,0.0,6.0
246270,0.496,0.0,0.0,0.0,6.0
247270,0.342,0.0,0.0,0.0,6.0
248270,0.491,0.0,0.0,0.0,6.0
249270,0.514,0.0,0.0,0.0,6.0
250270,0.444,0.0,0.0,0.0,6.0
251270,0.384,0.0,0.0,0.0,6.0
252270,0.422,0.0,0.0,0.0,6.0
253270,0.416,0.0,0.0,0.0,6.0
254270,0.389,0.0,0.0,0.0,6.0
255270,0.452,0.0,0.0,0.0,6.0
256270,0.275,0.0,0.0,0.0,6.0
257270,0.31,0.0,0.0,0.0,6.0
258270,0.378,0.0,0.0,0.0,6.0
259270,0.265,0.0,0.0,0.0,6.0
260270,0.281,0.0,0.0,0.0,6.0
261270,0.309,0.0,0.0,0.0,6.0
262270,0.255,0.0,0.0,0.0,6.0
263270,0.239,0.0,0.0,0.0,6.0
264270,0.331,0.0,0.0,0.0,6.0
265270,0.306,0.0,0.0,0.0,6.0
266270,0.275,0.0,0.0,0.0,6.0
267270,0.2968591691995947,0.0,0.0,0.0,6.0
0,1.0,0.0,0.0,0.0,8.0
10,0.55,0.0,0.0,0.0,8.0
30,0.575,0.0,0.0,0.0,8.0
70,0.575,0.0,0.0,0.0,8.0
150,0.65625,0.0,0.0,0.0,8.0
310,0.6375,0.0,0.0,0.0,8.0
630,0.6578125,0.0,0.0,0.0,8.0
1270,0.632,0.0,0.0,0.0,8.0
2270,0.656,1.0,0.011494252873563218,0.0,8.0
3270,0.781,0.95,0.3855072463768116,0.010687022900763359,8.0
4270,0.678,0.5234782608695652,0.8624641833810889,0.42089093701996927,8.0
5270,0.624,0.478125,0.8793103448275862,0.5122699386503068,8.0
6270,0.588,0.45982142857142855,0.8631284916201117,0.5654205607476636,8.0
7270,0.538,0.43886743886743884,0.9291553133514986,0.688783570300158,8.0
8270,0.555,0.4315352697095436,0.9017341040462428,0.6284403669724771,8.0
9270,0.533,0.42570281124497994,0.8932584269662921,0.6661490683229814,8.0
10270,0.509,0.4930643127364439,0.8145833333333333,0.7730769230769231,8.0
11270,0.568,0.664179104477612,0.6825153374233128,0.646551724137931,8.0
12270,0.54,0.6698473282442748,0.5501567398119123,0.47790055248618785,8.0
13270,0.501,0.6596306068601583,0.4032258064516129,0.3394736842105263,8.0
14270,0.481,0.7652582159624414,0.2579113924050633,0.1358695652173913,8.0
15270,0.39,0.9574468085106383,0.06891271056661562,0.005763688760806916,8.0
16270,0.382,0.9696969696969697,0.04930662557781202,0.002849002849002849,8.0
17270,0.373,1.0,0.017241379310344827,0.0,8.0
18270,0.382,1.0,0.014354066985645933,0.0,8.0
19270,0.387,1.0,0.00487012987012987,0.0,8.0
20270,0.361,0.0,0.0,0.0,8.0
21270,0.348,0.0,0.0,0.0,8.0
22270,0.356,1.0,0.0015503875968992248,0.0,8.0
23270,0.389,0.0,0.0,0.0,8.0
24270,0.372,0.0,0.0,0.0,8.0
25270,0.363,0.0,0.0,0.0,8.0
26270,0.35,1.0,0.0061162079510703364,0.0,8.0
27270,0.405,1.0,0.011627906976744186,0.0,8.0
28270,0.397,1.0,0.01631321370309951,0.0,8.0
29270,0.363,1.0,0.0062402496099844,0.0,8.0
30270,0.354,1.0,0.009202453987730062,0.0,8.0
31270,0.359,1.0,0.018376722817764167,0.0,8.0
32270,0.383,1.0,0.022187004754358162,0.0,8.0
33270,0.406,1.0,0.019801980198019802,0.0,8.0
34270,0.375,1.0,0.031007751937984496,0.0,8.0
35270,0.385,1.0,0.008064516129032258,0.0,8.0
36270,0.369,1.0,0.026234567901234566,0.0,8.0
37270,0.381,1.0,0.03732503888024884,0.0,8.0
38270,0.393,1.0,0.05451713395638629,0.0,8.0
39270,0.411,1.0,0.05,0.0,8.0
40270,0.389,1.0,0.028616852146263912,0.0,8.0
41270,0.399,0.96875,0.0491283676703645,0.0027100271002710027,8.0
42270,0.418,1.0,0.05211726384364821,0.0,8.0
43270,0.373,1.0,0.029411764705882353,0.0,8.0
44270,0.398,1.0,0.0368,0.0,8.0
45270,0.398,1.0,0.030595813204508857,0.0,8.0
46270,0.384,1.0,0.04938271604938271,0.0,8.0
47270,0.396,1.0,0.05625,0.0,8.0
48270,0.41,1.0,0.046849757673667204,0.0,8.0
49270,0.392,1.0,0.0529595015576324,0.0,8.0
50270,0.426,0.9807692307692307,0.08173076923076923,0.0026595744680851063,8.0
51270,0.425,1.0,0.07704654895666131,0.0,8.0
52270,0.404,0.9846153846153847,0.09711684370257967,0.002932551319648094,8.0
53270,0.438,0.9661016949152542,0.09238249594813615,0.005221932114882507,8.0
54270,0.425,1.0,0.09162717219589257,0.0,8.0
55270,0.405,0.9868421052631579,0.11210762331838565,0.0030211480362537764,8.0
56270,0.449,0.974025974025974,0.1201923076923077,0.005319148936170213,8.0
57270,0.432,0.9692307692307692,0.10015898251192369,0.005390835579514825,8.0
58270,0.439,0.984375,0.10112359550561797,0.002652519893899204,8.0
59270,0.431,0.9545454545454546,0.12942989214175654,0.011396011396011397,8.0
60270,0.487,0.9819819819819819,0.17580645161290323,0.005263157894736842,8.0
61270,0.488,0.9912280701754386,0.18108974358974358,0.0026595744680851063,8.0
62270,0.396,0.9504950495049505,0.1381294964028777,0.01639344262295082,8.0
63270,0.231,0.9696969696969697,0.07701564380264742,0.011834319526627219,8.0
64270,0.18,1.0,0.03981264637002342,0.0,8.0
65270,0.216,1.0,0.046228710462287104,0.0,8.0
66270,0.277,1.0,0.04491413474240423,0.0,8.0
67270,0.27,0.972972972972973,0.047058823529411764,0.00425531914893617,8.0
68270,0.205,1.0,0.009962640099626401,0.0,8.0
69270,0.282,1.0,0.0013908205841446453,0.0,8.0
70270,0.205,1.0,0.008728179551122194,0.0,8.0
71270,0.206,1.0,0.0037641154328732747,0.0,8.0
72270,0.326,1.0,0.0029585798816568047,0.0,8.0
73270,0.298,1.0,0.001422475106685633,0.0,8.0
74270,0.317,0.0,0.0,0.0,8.0
75270,0.255,0.0,0.0,0.0,8.0
76270,0.318,0.0,0.0,0.0,8.0
77270,0.393,0.0,0.0,0.0,8.0
78270,0.314,0.0,0.0,0.0,8.0
79270,0.42,0.0,0.0,0.0,8.0
80270,0.444,0.0,0.0,0.0,8.0
81270,0.502,0.0,0.0,0.0,8.0
82270,0.455,0.0,0.0,0.0,8.0
83270,0.569,0.0,0.0,0.0,8.0
84270,0.513,0.0,0.0,0.0,8.0
85270,0.601,0.0,0.0,0.0,8.0
86270,0.603,0.0,0.0,0.0,8.0
87270,0.783,0.0,0.0,0.0,8.0
88270,0.948,0.0,0.0,0.0,8.0
89270,0.857,0.0,0.0,0.0,8.0
90270,0.853,0.0,0.0,0.0,8.0
91270,0.809,0.0,0.0,0.0,8.0
92270,0.858,0.0,0.0,0.0,8.0
93270,0.788,0.0,0.0,0.0,8.0
94270,0.606,0.0,0.0,0.0,8.0
95270,0.84,0.0,0.0,0.0,8.0
96270,0.623,0.0,0.0,0.0,8.0
97270,0.459,0.0,0.0,0.0,8.0
98270,0.655,0.0,0.0,0.0,8.0
99270,0.483,0.0,0.0,0.0,8.0
100270,0.643,0.0,0.0,0.0,8.0
101270,0.731,0.0,0.0,0.0,8.0
102270,0.547,0.0,0.0,0.0,8.0
103270,0.79,0.0,0.0,0.0,8.0
104270,0.796,0.0,0.0,0.0,8.0
105270,0.746,0.0,0.0,0.0,8.0
106270,0.373,0.0,0.0,0.0,8.0
107270,0.851,0.0,0.0,0.0,8.0
108270,0.815,0.0,0.0,0.0,8.0
109270,0.453,0.0,0.0,0.0,8.0
110270,0.541,0.0,0.0,0.0,8.0
111270,0.426,0.0,0.0,0.0,8.0
112270,0.48,0.0,0.0,0.0,8.0
113270,0.495,0.0,0.0,0.0,8.0
114270,0.607,0.0,0.0,0.0,8.0
115270,0.423,0.0,0.0,0.0,8.0
116270,0.609,0.0,0.0,0.0,8.0
117270,0.478,0.0,0.0,0.0,8.0
118270,0.45,0.0,0.0,0.0,8.0
119270,0.652,0.0,0.0,0.0,8.0
120270,0.595,0.0,0.0,0.0,8.0
121270,0.564,0.0,0.0,0.0,8.0
122270,0.696,0.0,0.0,0.0,8.0
123270,0.418,0.0,0.0,0.0,8.0
124270,0.611,0.0,0.0,0.0,8.0
125270,0.416,0.0,0.0,0.0,8.0
126270,0.598,0.0,0.0,0.0,8.0
127270,0.682,0.0,0.0,0.0,8.0
128270,0.582,0.0,0.0,0.0,8.0
129270,0.629,0.0,0.0,0.0,8.0
130270,0.312,0.0,0.0,0.0,8.0
131270,0.269,0.0,0.0,0.0,8.0
132270,0.261,0.0,0.0,0.0,8.0
133270,0.257,0.0,0.0,0.0,8.0
134270,0.372,0.0,0.0,0.0,8.0
135270,0.238,0.0,0.0,0.0,8.0
136270,0.2,0.0,0.0,0.0,8.0
137270,0.277,0.0,0.0,0.0,8.0
138270,0.247,0.0,0.0,0.0,8.0
139270,0.205,0.0,0.0,0.0,8.0
140270,0.066,0.0,0.0,0.0,8.0
141270,0.084,0.0,0.0,0.0,8.0
142270,0.055,0.0,0.0,0.0,8.0
143270,0.075,0.0,0.0,0.0,8.0
144270,0.082,0.0,0.0,0.0,8.0
145270,0.113,0.0,0.0,0.0,8.0
146270,0.083,0.0,0.0,0.0,8.0
147270,0.079,0.0,0.0,0.0,8.0
148270,0.094,0.0,0.0,0.0,8.0
149270,0.047,0.0,0.0,0.0,8.0
150270,0.095,0.0,0.0,0.0,8.0
151270,0.064,0.0,0.0,0.0,8.0
152270,0.086,0.0,0.0,0.0,8.0
153270,0.129,0.0,0.0,0.0,8.0
154270,0.173,0.0,0.0,0.0,8.0
155270,0.483,0.0,0.0,0.0,8.0
156270,0.393,0.0,0.0,0.0,8.0
157270,0.352,0.0,0.0,0.0,8.0
158270,0.36,0.0,0.0,0.0,8.0
159270,0.335,0.0,0.0,0.0,8.0
160270,0.344,0.0,0.0,0.0,8.0
161270,0.342,0.0,0.0,0.0,8.0
162270,0.352,0.0,0.0,0.0,8.0
163270,0.331,0.0,0.0,0.0,8.0
164270,0.337,0.0,0.0,0.0,8.0
165270,0.366,0.0,0.0,0.0,8.0
166270,0.329,0.0,0.0,0.0,8.0
167270,0.368,0.0,0.0,0.0,8.0
168270,0.344,0.0,0.0,0.0,8.0
169270,0.333,0.0,0.0,0.0,8.0
170270,0.356,0.0,0.0,0.0,8.0
171270,0.331,0.0,0.0,0.0,8.0
172270,0.345,0.0,0.0,0.0,8.0
173270,0.341,0.0,0.0,0.0,8.0
174270,0.341,0.0,0.0,0.0,8.0
175270,0.331,0.0,0.0,0.0,8.0
176270,0.342,0.0,0.0,0.0,8.0
177270,0.331,0.0,0.0,0.0,8.0
178270,0.334,0.0,0.0,0.0,8.0
179270,0.239,0.0,0.0,0.0,8.0
180270,0.35,0.0,0.0,0.0,8.0
181270,0.319,0.0,0.0,0.0,8.0
182270,0.329,0.0,0.0,0.0,8.0
183270,0.321,0.0,0.0,0.0,8.0
184270,0.342,0.0,0.0,0.0,8.0
185270,0.384,0.0,0.0,0.0,8.0
186270,0.337,0.0,0.0,0.0,8.0
187270,0.336,0.0,0.0,0.0,8.0
188270,0.341,0.0,0.0,0.0,8.0
189270,0.351,0.0,0.0,0.0,8.0
190270,0.303,0.0,0.0,0.0,8.0
191270,0.299,0.0,0.0,0.0,8.0
192270,0.208,0.0,0.0,0.0,8.0
193270,0.258,0.0,0.0,0.0,8.0
194270,0.292,0.0,0.0,0.0,8.0
195270,0.343,0.0,0.0,0.0,8.0
196270,0.3,0.0,0.0,0.0,8.0
197270,0.24,0.0,0.0,0.0,8.0
198270,0.011,0.0,0.0,0.0,8.0
199270,0.007,0.0,0.0,0.0,8.0
200270,0.137,0.0,0.0,0.0,8.0
201270,0.174,0.0,0.0,0.0,8.0
202270,0.295,0.0,0.0,0.0,8.0
203270,0.294,0.0,0.0,0.0,8.0
204270,0.269,0.0,0.0,0.0,8.0
205270,0.344,0.0,0.0,0.0,8.0
206270,0.339,0.0,0.0,0.0,8.0
207270,0.373,0.0,0.0,0.0,8.0
208270,0.191,0.0,0.0,0.0,8.0
209270,0.235,0.0,0.0,0.0,8.0
210270,0.303,0.0,0.0,0.0,8.0
211270,0.283,0.0,0.0,0.0,8.0
212270,0.289,0.0,0.0,0.0,8.0
213270,0.286,0.0,0.0,0.0,8.0
214270,0.22,0.0,0.0,0.0,8.0
215270,0.326,0.0,0.0,0.0,8.0
216270,0.201,0.0,0.0,0.0,8.0
217270,0.288,0.0,0.0,0.0,8.0
218270,0.388,0.0,0.0,0.0,8.0
219270,0.404,0.0,0.0,0.0,8.0
220270,0.369,0.0,0.0,0.0,8.0
221270,0.362,0.0,0.0,0.0,8.0
222270,0.254,0.0,0.0,0.0,8.0
223270,0.362,0.0,0.0,0.0,8.0
224270,0.396,0.0,0.0,0.0,8.0
225270,0.382,0.0,0.0,0.0,8.0
226270,0.399,0.0,0.0,0.0,8.0
227270,0.234,0.0,0.0,0.0,8.0
228270,0.456,0.0,0.0,0.0,8.0
229270,0.491,0.0,0.0,0.0,8.0
230270,0.46,0.0,0.0,0.0,8.0
231270,0.441,0.0,0.0,0.0,8.0
232270,0.247,0.0,0.0,0.0,8.0
233270,0.441,0.0,0.0,0.0,8.0
234270,0.438,0.0,0.0,0.0,8.0
235270,0.462,0.0,0.0,0.0,8.0
236270,0.356,0.0,0.0,0.0,8.0
237270,0.303,0.0,0.0,0.0,8.0
238270,0.427,0.0,0.0,0.0,8.0
239270,0.358,0.0,0.0,0.0,8.0
240270,0.422,0.0,0.0,0.0,8.0
241270,0.429,0.0,0.0,0.0,8.0
242270,0.354,0.0,0.0,0.0,8.0
243270,0.483,0.0,0.0,0.0,8.0
244270,0.458,0.0,0.0,0.0,8.0
245270,0.409,0.0,0.0,0.0,8.0
246270,0.496,0.0,0.0,0.0,8.0
247270,0.342,0.0,0.0,0.0,8.0
248270,0.491,0.0,0.0,0.0,8.0
249270,0.514,0.0,0.0,0.0,8.0
250270,0.444,0.0,0.0,0.0,8.0
251270,0.384,0.0,0.0,0.0,8.0
252270,0.422,0.0,0.0,0.0,8.0
253270,0.416,0.0,0.0,0.0,8.0
254270,0.389,0.0,0.0,0.0,8.0
255270,0.452,0.0,0.0,0.0,8.0
256270,0.275,0.0,0.0,0.0,8.0
257270,0.31,0.0,0.0,0.0,8.0
258270,0.378,0.0,0.0,0.0,8.0
259270,0.265,0.0,0.0,0.0,8.0
260270,0.281,0.0,0.0,0.0,8.0
261270,0.309,0.0,0.0,0.0,8.0
262270,0.255,0.0,0.0,0.0,8.0
263270,0.239,0.0,0.0,0.0,8.0
264270,0.331,0.0,0.0,0.0,8.0
265270,0.306,0.0,0.0,0.0,8.0
266270,0.275,0.0,0.0,0.0,8.0
267270,0.2968591691995947,0.0,0.0,0.0,8.0
0,1.0,0.0,0.0,0.0,10.0
10,0.55,0.0,0.0,0.0,10.0
30,0.575,0.0,0.0,0.0,10.0
70,0.575,0.0,0.0,0.0,10.0
150,0.65625,0.0,0.0,0.0,10.0
310,0.6375,0.0,0.0,0.0,10.0
630,0.6578125,0.0,0.0,0.0,10.0
1270,0.632,0.0,0.0,0.0,10.0
2270,0.652,0.0,0.0,0.0,10.0
3270,0.656,1.0,0.002898550724637681,0.0,10.0
4270,0.68,1.0,0.0830945558739255,0.0,10.0
5270,0.713,1.0,0.1752873563218391,0.0,10.0
6270,0.731,1.0,0.24860335195530725,0.0,10.0
7270,0.852,0.9910313901345291,0.6021798365122616,0.00315955766192733,10.0
8270,0.848,0.9801980198019802,0.5722543352601156,0.0061162079510703364,10.0
9270,0.868,0.995575221238938,0.6320224719101124,0.0015527950310559005,10.0
10270,0.702,0.8956521739130435,0.42916666666666664,0.046153846153846156,10.0
11270,0.497,0.8634146341463415,0.2714723926380368,0.08045977011494253,10.0
12270,0.572,0.7932960893854749,0.445141065830721,0.20441988950276244,10.0
13270,0.645,0.7655310621242485,0.6161290322580645,0.3078947368421053,10.0
14270,0.657,0.8081023454157783,0.5996835443037974,0.24456521739130435,10.0
15270,0.692,0.8260869565217391,0.669218989280245,0.26512968299711814,10.0
16270,0.668,0.770940170940171,0.6949152542372882,0.3817663817663818,10.0
17270,0.717,0.8380952380952381,0.6896551724137931,0.23480662983425415,10.0
18270,0.706,0.7957371225577264,0.7145135566188198,0.30831099195710454,10.0
19270,0.744,0.8448275862068966,0.7159090909090909,0.2109375,10.0
20270,0.714,0.8214936247723132,0.7057902973395931,0.27146814404432135,10.0
21270,0.751,0.8882466281310212,0.7070552147239264,0.16666666666666666,10.0
22270,0.76,0.8813559322033898,0.7255813953488373,0.17746478873239438,10.0
23270,0.782,0.875717017208413,0.7495908346972177,0.16709511568123395,10.0
24270,0.79,0.8641114982578397,0.7898089171974523,0.20967741935483872,10.0
25270,0.799,0.846031746031746,0.8367346938775511,0.26721763085399447,10.0
26270,0.803,0.8509984639016898,0.8470948012232415,0.28034682080924855,10.0
27270,0.758,0.7702702702702703,0.8521594684385382,0.3844221105527638,10.0
28270,0.779,0.80625,0.8417618270799347,0.32041343669250644,10.0
29270,0.812,0.8416289592760181,0.8705148205928237,0.2924791086350975,10.0
30270,0.82,0.8608562691131498,0.8634969325153374,0.2614942528735632,10.0
31270,0.821,0.8505917159763313,0.8805513016845329,0.2910662824207493,10.0
32270,0.768,0.8073959938366718,0.8304278922345484,0.33875338753387535,10.0
33270,0.758,0.7740963855421686,0.8481848184818482,0.38071065989847713,10.0
34270,0.797,0.836890243902439,0.8511627906976744,0.30140845070422534,10.0
35270,0.798,0.817629179331307,0.867741935483871,0.3157894736842105,10.0
36270,0.782,0.7994428969359332,0.8858024691358025,0.4090909090909091,10.0
37270,0.785,0.8022598870056498,0.8833592534992224,0.39215686274509803,10.0
38270,0.741,0.761969904240766,0.867601246105919,0.4860335195530726,10.0
39270,0.769,0.7847730600292826,0.864516129032258,0.3868421052631579,10.0
40270,0.775,0.772972972972973,0.9093799682034976,0.4528301886792453,10.0
41270,0.762,0.7658998646820027,0.8969889064976229,0.46883468834688347,10.0
42270,0.775,0.7735583684950773,0.8957654723127035,0.4170984455958549,10.0
43270,0.797,0.8063623789764869,0.9024767801857585,0.3954802259887006,10.0
44270,0.787,0.7917847025495751,0.8944,0.392,10.0
45270,0.785,0.7803867403314917,0.9098228663446055,0.41952506596306066,10.0
46270,0.769,0.7844474761255116,0.8873456790123457,0.44886363636363635,10.0
47270,0.786,0.7933884297520661,0.9,0.4166666666666667,10.0
48270,0.785,0.7790055248618785,0.9111470113085622,0.4199475065616798,10.0
49270,0.77,0.773209549071618,0.9080996884735203,0.4776536312849162,10.0
50270,0.779,0.7704697986577181,0.9198717948717948,0.45478723404255317,10.0
51270,0.786,0.786013986013986,0.9020866773675762,0.40583554376657827,10.0
52270,0.771,0.7851458885941645,0.8983308042488619,0.4750733137829912,10.0
53270,0.745,0.7394179894179894,0.9059967585089141,0.5143603133159269,10.0
