samples,acc,prec,rec,fpr,buckets
54270,0.773,0.7758152173913043,0.9020537124802528,0.44959128065395093,10.0
55270,0.787,0.7953367875647669,0.9177877428998505,0.4773413897280967,10.0
56270,0.767,0.752258064516129,0.9342948717948718,0.5106382978723404,10.0
57270,0.749,0.7467362924281984,0.9093799682034976,0.522911051212938,10.0
58270,0.767,0.7572559366754618,0.9213483146067416,0.4880636604774536,10.0
59270,0.785,0.7825520833333334,0.926040061633282,0.4757834757834758,10.0
60270,0.737,0.7268106734434562,0.9225806451612903,0.5657894736842105,10.0
61270,0.746,0.7390180878552972,0.9166666666666666,0.5372340425531915,10.0
62270,0.723,0.7714285714285715,0.8546762589928057,0.5770491803278689,10.0
63270,0.729,0.8645833333333334,0.7990373044524669,0.6153846153846154,10.0
64270,0.761,0.8998699609882965,0.810304449648712,0.5273972602739726,10.0
65270,0.773,0.8695652173913043,0.851581508515815,0.5898876404494382,10.0
66270,0.766,0.8281053952321205,0.8718626155878467,0.5637860082304527,10.0
67270,0.75,0.8175092478421702,0.8666666666666667,0.6297872340425532,10.0
68270,0.714,0.8451268357810414,0.788293897882939,0.5888324873096447,10.0
69270,0.728,0.783989834815756,0.8581363004172462,0.604982206405694,10.0
70270,0.762,0.8569620253164557,0.844139650872818,0.5707070707070707,10.0
71270,0.725,0.8635097493036211,0.7779171894604768,0.4827586206896552,10.0
72270,0.667,0.7346101231190151,0.7943786982248521,0.5987654320987654,10.0
73270,0.743,0.7965425531914894,0.8520625889046942,0.5151515151515151,10.0
74270,0.667,0.7751572327044025,0.7218155197657394,0.45110410094637227,10.0
75270,0.8,0.8989751098096632,0.8241610738255034,0.27058823529411763,10.0
76270,0.744,0.8790035587188612,0.7243401759530792,0.2138364779874214,10.0
77270,0.74,0.8242990654205608,0.7265238879736409,0.23918575063613232,10.0
78270,0.766,0.8923611111111112,0.749271137026239,0.19745222929936307,10.0
79270,0.783,0.8903225806451613,0.7137931034482758,0.12142857142857143,10.0
80270,0.758,0.9153439153439153,0.6223021582733813,0.07207207207207207,10.0
81270,0.776,0.9756944444444444,0.5642570281124498,0.013944223107569721,10.0
82270,0.721,0.9784172661870504,0.4990825688073395,0.013186813186813187,10.0
83270,0.7,0.9851851851851852,0.308584686774942,0.0035149384885764497,10.0
84270,0.666,0.9935483870967742,0.3162217659137577,0.001949317738791423,10.0
85270,0.744,0.9735099337748344,0.3684210526315789,0.0066555740432612314,10.0
86270,0.682,0.9540229885057471,0.20906801007556675,0.006633499170812604,10.0
87270,0.854,0.961038961038961,0.34101382488479265,0.0038314176245210726,10.0
88270,0.948,0.5,0.057692307692307696,0.0031645569620253164,10.0
89270,0.894,0.9512195121951219,0.2727272727272727,0.002333722287047841,10.0
90270,0.874,1.0,0.14285714285714285,0.0,10.0
91270,0.864,0.9824561403508771,0.2931937172774869,0.0012360939431396785,10.0
92270,0.88,0.8928571428571429,0.176056338028169,0.0034965034965034965,10.0
93270,0.812,1.0,0.11320754716981132,0.0,10.0
94270,0.711,1.0,0.26649746192893403,0.0,10.0
95270,0.858,0.95,0.11875,0.0011904761904761906,10.0
96270,0.654,1.0,0.08222811671087533,0.0,10.0
97270,0.553,0.9895833333333334,0.1756007393715342,0.002178649237472767,10.0
98270,0.709,0.9821428571428571,0.15942028985507245,0.0015267175572519084,10.0
99270,0.525,0.9565217391304348,0.0851063829787234,0.004140786749482402,10.0
100270,0.66,1.0,0.047619047619047616,0.0,10.0
101270,0.749,0.9090909090909091,0.07434944237918216,0.0027359781121751026,10.0
102270,0.579,1.0,0.0706401766004415,0.0,10.0
103270,0.795,0.8571428571428571,0.02857142857142857,0.0012658227848101266,10.0
104270,0.8,0.8333333333333334,0.024509803921568627,0.001256281407035176,10.0
105270,0.759,0.9333333333333333,0.05511811023622047,0.0013404825737265416,10.0
106270,0.396,0.9259259259259259,0.03987240829346093,0.005361930294906166,10.0
107270,0.862,1.0,0.0738255033557047,0.0,10.0
108270,0.823,1.0,0.043243243243243246,0.0,10.0
109270,0.487,1.0,0.062157221206581355,0.0,10.0
110270,0.593,1.0,0.11328976034858387,0.0,10.0
111270,0.459,0.9714285714285714,0.059233449477351915,0.002347417840375587,10.0
112270,0.523,0.9777777777777777,0.08461538461538462,0.0020833333333333333,10.0
113270,0.548,1.0,0.10495049504950495,0.0,10.0
114270,0.627,0.9166666666666666,0.05597964376590331,0.0032948929159802307,10.0
115270,0.454,1.0,0.053726169844020795,0.0,10.0
116270,0.611,1.0,0.005115089514066497,0.0,10.0
117270,0.495,0.9473684210526315,0.034482758620689655,0.0020920502092050207,10.0
118270,0.468,1.0,0.03272727272727273,0.0,10.0
119270,0.69,0.975,0.11206896551724138,0.0015337423312883436,10.0
120270,0.656,1.0,0.1506172839506173,0.0,10.0
121270,0.587,1.0,0.052752293577981654,0.0,10.0
122270,0.703,1.0,0.023026315789473683,0.0,10.0
123270,0.467,1.0,0.08419243986254296,0.0,10.0
124270,0.634,1.0,0.05912596401028278,0.0,10.0
125270,0.496,1.0,0.136986301369863,0.0,10.0
126270,0.617,1.0,0.0472636815920398,0.0,10.0
127270,0.708,0.9642857142857143,0.08490566037735849,0.001466275659824047,10.0
128270,0.637,0.9824561403508771,0.1339712918660287,0.001718213058419244,10.0
129270,0.705,1.0,0.20485175202156333,0.0,10.0
130270,0.386,1.0,0.10755813953488372,0.0,10.0
131270,0.416,1.0,0.20109439124487005,0.0,10.0
132270,0.505,0.9959349593495935,0.33152909336941816,0.0038314176245210726,10.0
133270,0.434,0.994413407821229,0.2395693135935397,0.0038910505836575876,10.0
134270,0.499,1.0,0.20222929936305734,0.0,10.0
135270,0.356,1.0,0.15485564304461943,0.0,10.0
136270,0.326,1.0,0.1575,0.0,10.0
137270,0.473,1.0,0.2710926694329184,0.0,10.0
138270,0.359,1.0,0.14873837981407703,0.0,10.0
139270,0.393,1.0,0.23647798742138365,0.0,10.0
140270,0.286,1.0,0.23554603854389722,0.0,10.0
141270,0.335,1.0,0.2740174672489083,0.0,10.0
142270,0.267,1.0,0.22433862433862434,0.0,10.0
143270,0.212,1.0,0.14810810810810812,0.0,10.0
144270,0.279,1.0,0.21459694989106753,0.0,10.0
145270,0.276,1.0,0.18376550169109357,0.0,10.0
146270,0.243,1.0,0.17448200654307525,0.0,10.0
147270,0.26,1.0,0.1965255157437568,0.0,10.0
148270,0.249,1.0,0.17108167770419427,0.0,10.0
149270,0.175,1.0,0.13431269674711438,0.0,10.0
150270,0.195,1.0,0.11049723756906077,0.0,10.0
151270,0.148,1.0,0.08974358974358974,0.0,10.0
152270,0.16,1.0,0.08096280087527352,0.0,10.0
153270,0.252,1.0,0.14121699196326062,0.0,10.0
154270,0.229,1.0,0.06771463119709795,0.0,10.0
155270,0.513,1.0,0.058027079303675046,0.0,10.0
156270,0.432,1.0,0.0642504118616145,0.0,10.0
157270,0.387,1.0,0.05401234567901234,0.0,10.0
158270,0.391,1.0,0.0484375,0.0,10.0
159270,0.375,1.0,0.06015037593984962,0.0,10.0
160270,0.376,1.0,0.04878048780487805,0.0,10.0
161270,0.371,1.0,0.044072948328267476,0.0,10.0
162270,0.378,1.0,0.040123456790123455,0.0,10.0
163270,0.353,1.0,0.03288490284005979,0.0,10.0
164270,0.358,1.0,0.03167420814479638,0.0,10.0
165270,0.384,1.0,0.028391167192429023,0.0,10.0
166270,0.342,1.0,0.019374068554396422,0.0,10.0
167270,0.374,1.0,0.00949367088607595,0.0,10.0
168270,0.359,1.0,0.022865853658536585,0.0,10.0
169270,0.342,0.9090909090909091,0.014992503748125937,0.003003003003003003,10.0
170270,0.37,1.0,0.021739130434782608,0.0,10.0
171270,0.342,1.0,0.016442451420029897,0.0,10.0
172270,0.352,1.0,0.010687022900763359,0.0,10.0
173270,0.357,1.0,0.024279210925644917,0.0,10.0
174270,0.349,1.0,0.012139605462822459,0.0,10.0
175270,0.34,1.0,0.013452914798206279,0.0,10.0
176270,0.349,1.0,0.010638297872340425,0.0,10.0
177270,0.348,1.0,0.025411061285500747,0.0,10.0
178270,0.339,1.0,0.0075075075075075074,0.0,10.0
179270,0.247,1.0,0.010512483574244415,0.0,10.0
180270,0.35,0.0,0.0,0.0,10.0
181270,0.321,1.0,0.002936857562408223,0.0,10.0
182270,0.329,0.0,0.0,0.0,10.0
183270,0.323,1.0,0.0029455081001472753,0.0,10.0
184270,0.344,1.0,0.00303951367781155,0.0,10.0
185270,0.386,1.0,0.003246753246753247,0.0,10.0
186270,0.337,0.0,0.0,0.0,10.0
187270,0.336,0.0,0.0,0.0,10.0
188270,0.341,0.0,0.0,0.0,10.0
189270,0.351,0.0,0.0,0.0,10.0
190270,0.303,0.0,0.0,0.0,10.0
191270,0.299,0.0,0.0,0.0,10.0
192270,0.208,0.0,0.0,0.0,10.0
193270,0.258,0.0,0.0,0.0,10.0
194270,0.292,0.0,0.0,0.0,10.0
195270,0.343,0.0,0.0,0.0,10.0
196270,0.3,0.0,0.0,0.0,10.0
197270,0.24,0.0,0.0,0.0,10.0
198270,0.011,0.0,0.0,0.0,10.0
199270,0.007,0.0,0.0,0.0,10.0
200270,0.137,0.0,0.0,0.0,10.0
201270,0.174,0.0,0.0,0.0,10.0
202270,0.295,0.0,0.0,0.0,10.0
203270,0.294,0.0,0.0,0.0,10.0
204270,0.269,0.0,0.0,0.0,10.0
205270,0.344,0.0,0.0,0.0,10.0
206270,0.339,0.0,0.0,0.0,10.0
207270,0.373,0.0,0.0,0.0,10.0
208270,0.191,0.0,0.0,0.0,10.0
209270,0.235,0.0,0.0,0.0,10.0
210270,0.303,0.0,0.0,0.0,10.0
211270,0.283,0.0,0.0,0.0,10.0
212270,0.289,0.0,0.0,0.0,10.0
213270,0.286,0.0,0.0,0.0,10.0
214270,0.22,0.0,0.0,0.0,10.0
215270,0.326,0.0,0.0,0.0,10.0
216270,0.201,0.0,0.0,0.0,10.0
217270,0.288,0.0,0.0,0.0,10.0
218270,0.388,0.0,0.0,0.0,10.0
219270,0.404,0.0,0.0,0.0,10.0
220270,0.369,0.0,0.0,0.0,10.0
221270,0.362,0.0,0.0,0.0,10.0
222270,0.254,0.0,0.0,0.0,10.0
223270,0.362,0.0,0.0,0.0,10.0
224270,0.396,0.0,0.0,0.0,10.0
225270,0.382,0.0,0.0,0.0,10.0
226270,0.399,0.0,0.0,0.0,10.0
227270,0.234,0.0,0.0,0.0,10.0
228270,0.456,0.0,0.0,0.0,10.0
229270,0.491,0.0,0.0,0.0,10.0
230270,0.46,0.0,0.0,0.0,10.0
231270,0.441,0.0,0.0,0.0,10.0
232270,0.247,0.0,0.0,0.0,10.0
233270,0.441,0.0,0.0,0.0,10.0
234270,0.438,0.0,0.0,0.0,10.0
235270,0.462,0.0,0.0,0.0,10.0
236270,0.356,0.0,0.0,0.0,10.0
237270,0.303,0.0,0.0,0.0,10.0
238270,0.427,0.0,0.0,0.0,10.0
239270,0.358,0.0,0.0,0.0,10.0
240270,0.422,0.0,0.0,0.0,10.0
241270,0.429,0.0,0.0,0.0,10.0
242270,0.354,0.0,0.0,0.0,10.0
243270,0.483,0.0,0.0,0.0,10.0
244270,0.458,0.0,0.0,0.0,10.0
245270,0.409,0.0,0.0,0.0,10.0
246270,0.496,0.0,0.0,0.0,10.0
247270,0.342,0.0,0.0,0.0,10.0
248270,0.491,0.0,0.0,0.0,10.0
249270,0.514,0.0,0.0,0.0,10.0
250270,0.444,0.0,0.0,0.0,10.0
251270,0.384,0.0,0.0,0.0,10.0
252270,0.422,0.0,0.0,0.0,10.0
253270,0.416,0.0,0.0,0.0,10.0
254270,0.389,0.0,0.0,0.0,10.0
255270,0.452,0.0,0.0,0.0,10.0
256270,0.275,0.0,0.0,0.0,10.0
257270,0.31,0.0,0.0,0.0,10.0
258270,0.378,0.0,0.0,0.0,10.0
259270,0.265,0.0,0.0,0.0,10.0
260270,0.281,0.0,0.0,0.0,10.0
261270,0.309,0.0,0.0,0.0,10.0
262270,0.255,0.0,0.0,0.0,10.0
263270,0.239,0.0,0.0,0.0,10.0
264270,0.331,0.0,0.0,0.0,10.0
265270,0.306,0.0,0.0,0.0,10.0
266270,0.275,0.0,0.0,0.0,10.0
267270,0.2968591691995947,0.0,0.0,0.0,10.0
0,1.0,0.0,0.0,0.0,12.0
10,0.55,0.0,0.0,0.0,12.0
30,0.625,1.0,0.11764705882352941,0.0,12.0
70,0.575,0.0,0.0,0.0,12.0
150,0.6625,1.0,0.01818181818181818,0.0,12.0
310,0.6375,0.0,0.0,0.0,12.0
630,0.659375,1.0,0.0045662100456621,0.0,12.0
1270,0.632,0.0,0.0,0.0,12.0
2270,0.652,0.0,0.0,0.0,12.0
3270,0.656,1.0,0.002898550724637681,0.0,12.0
4270,0.655,1.0,0.011461318051575931,0.0,12.0
5270,0.662,1.0,0.028735632183908046,0.0,12.0
6270,0.655,1.0,0.036312849162011177,0.0,12.0
7270,0.672,1.0,0.10626702997275204,0.0,12.0
8270,0.699,1.0,0.13005780346820808,0.0,12.0
9270,0.696,1.0,0.14606741573033707,0.0,12.0
10270,0.548,1.0,0.058333333333333334,0.0,12.0
11270,0.363,0.9411764705882353,0.024539877300613498,0.0028735632183908046,12.0
12270,0.396,1.0,0.05329153605015674,0.0,12.0
13270,0.453,0.974025974025974,0.12096774193548387,0.005263157894736842,12.0
14270,0.495,1.0,0.20094936708860758,0.0,12.0
15270,0.536,1.0,0.2894333843797856,0.0,12.0
16270,0.626,0.9790940766550522,0.43297380585516176,0.017094017094017096,12.0
17270,0.661,0.9838187702265372,0.47648902821316613,0.013812154696132596,12.0
18270,0.714,0.9775910364145658,0.5566188197767146,0.021447721179624665,12.0
19270,0.725,0.962059620596206,0.5762987012987013,0.036458333333333336,12.0
20270,0.758,0.9737470167064439,0.6384976525821596,0.030470914127423823,12.0
21270,0.736,0.9825870646766169,0.6058282208588958,0.020114942528735632,12.0
22270,0.797,0.9722222222222222,0.7054263565891473,0.036619718309859155,12.0
23270,0.817,0.9713656387665198,0.7217675941080196,0.033419023136246784,12.0
24270,0.843,0.962671905697446,0.7802547770700637,0.051075268817204304,12.0
25270,0.857,0.9523809523809523,0.8163265306122449,0.07162534435261708,12.0
26270,0.854,0.9601449275362319,0.8103975535168195,0.06358381502890173,12.0
27270,0.843,0.8952042628774423,0.8372093023255814,0.14824120603015076,12.0
28270,0.865,0.9149305555555556,0.8597063621533442,0.12661498708010335,12.0
29270,0.86,0.9387040280210157,0.8361934477379095,0.09749303621169916,12.0
30270,0.882,0.9292604501607717,0.8865030674846626,0.12643678160919541,12.0
31270,0.876,0.9205087440381559,0.886676875957121,0.1440922190201729,12.0
32270,0.857,0.9121621621621622,0.8557844690966719,0.14092140921409213,12.0
33270,0.87,0.9075342465753424,0.8745874587458746,0.13705583756345177,12.0
34270,0.894,0.9469320066334992,0.8852713178294573,0.09014084507042254,12.0
35270,0.868,0.9107744107744108,0.8725806451612903,0.1394736842105263,12.0
36270,0.878,0.9214743589743589,0.8873456790123457,0.13920454545454544,12.0
37270,0.879,0.90527950310559,0.9066874027993779,0.17086834733893558,12.0
38270,0.852,0.8883647798742138,0.8800623052959502,0.19832402234636873,12.0
39270,0.869,0.9041322314049587,0.882258064516129,0.15263157894736842,12.0
40270,0.886,0.8943338437978561,0.9284578696343402,0.18598382749326145,12.0
41270,0.847,0.8610271903323263,0.9033280507131537,0.24932249322493225,12.0
42270,0.864,0.8842443729903537,0.8957654723127035,0.18652849740932642,12.0
43270,0.887,0.9196850393700787,0.9040247678018576,0.1440677966101695,12.0
44270,0.877,0.8996815286624203,0.904,0.168,12.0
45270,0.873,0.889589905362776,0.9082125603864735,0.18469656992084432,12.0
46270,0.861,0.8804185351270553,0.9089506172839507,0.22727272727272727,12.0
47270,0.875,0.905511811023622,0.8984375,0.16666666666666666,12.0
48270,0.858,0.8575712143928036,0.9240710823909531,0.24934383202099739,12.0
49270,0.858,0.8720238095238095,0.9127725856697819,0.24022346368715083,12.0
50270,0.862,0.8648648648648649,0.9230769230769231,0.2393617021276596,12.0
51270,0.87,0.8906497622820919,0.9020866773675762,0.1830238726790451,12.0
52270,0.86,0.8844444444444445,0.9059180576631259,0.2287390029325513,12.0
53270,0.84,0.8446455505279035,0.9076175040518638,0.2689295039164491,12.0
54270,0.857,0.8678678678678678,0.9131121642969984,0.23978201634877383,12.0
55270,0.89,0.9068413391557496,0.9312406576980568,0.1933534743202417,12.0
56270,0.867,0.8594436310395315,0.9407051282051282,0.2553191489361702,12.0
57270,0.873,0.8803030303030303,0.9236883942766295,0.21293800539083557,12.0
58270,0.881,0.8853211009174312,0.9293739967897271,0.1989389920424403,12.0
59270,0.878,0.8880706921944035,0.9291217257318952,0.21652421652421652,12.0
60270,0.85,0.8497023809523809,0.9209677419354839,0.2657894736842105,12.0
61270,0.859,0.8609865470852018,0.9230769230769231,0.2473404255319149,12.0
62270,0.789,0.8817034700315457,0.8043165467625899,0.2459016393442623,12.0
63270,0.78,0.9213793103448276,0.8038507821901324,0.33727810650887574,12.0
64270,0.81,0.9414893617021277,0.8290398126463701,0.3013698630136986,12.0
65270,0.84,0.9243589743589744,0.8771289537712895,0.33146067415730335,12.0
66270,0.84,0.8995983935742972,0.8877146631439894,0.30864197530864196,12.0
67270,0.823,0.8888888888888888,0.8784313725490196,0.3574468085106383,12.0
68270,0.813,0.9184782608695652,0.8418430884184309,0.30456852791878175,12.0
69270,0.832,0.88,0.8873435326842837,0.3096085409252669,12.0
70270,0.86,0.9189873417721519,0.9052369077306733,0.32323232323232326,12.0
71270,0.76,0.9077598828696926,0.7779171894604768,0.3103448275862069,12.0
72270,0.811,0.861812778603269,0.8579881656804734,0.28703703703703703,12.0
73270,0.835,0.9014925373134328,0.8591749644381224,0.2222222222222222,12.0
74270,0.714,0.866913123844732,0.6866764275256223,0.22712933753943218,12.0
75270,0.832,0.9431643625192012,0.8241610738255034,0.1450980392156863,12.0
76270,0.767,0.9259962049335864,0.7155425219941349,0.12264150943396226,12.0
77270,0.804,0.88268156424581,0.7808896210873146,0.16030534351145037,12.0
78270,0.804,0.9375,0.7653061224489796,0.11146496815286625,12.0
79270,0.814,0.9377777777777778,0.7275862068965517,0.06666666666666667,12.0
80270,0.811,0.9508599508599509,0.6960431654676259,0.04504504504504504,12.0
81270,0.831,0.9686609686609686,0.6827309236947792,0.021912350597609563,12.0
82270,0.809,0.9758064516129032,0.6660550458715596,0.01978021978021978,12.0
83270,0.82,0.9466192170818505,0.617169373549884,0.026362038664323375,12.0
84270,0.785,0.9755244755244755,0.5728952772073922,0.01364522417153996,12.0
85270,0.845,0.9552238805970149,0.6416040100250626,0.019966722129783693,12.0
86270,0.778,0.9487179487179487,0.4659949622166247,0.01658374792703151,12.0
87270,0.882,0.9090909090909091,0.5069124423963134,0.0140485312899106,12.0
88270,0.94,0.3,0.11538461538461539,0.014767932489451477,12.0
89270,0.92,0.8795180722891566,0.5104895104895105,0.011668611435239206,12.0
90270,0.909,0.9242424242424242,0.41496598639455784,0.005861664712778429,12.0
91270,0.901,0.9259259259259259,0.5235602094240838,0.009888751545117428,12.0
92270,0.892,0.8148148148148148,0.30985915492957744,0.011655011655011656,12.0
93270,0.874,0.9886363636363636,0.41037735849056606,0.0012690355329949238,12.0
94270,0.724,0.9916666666666667,0.3020304568527919,0.0016501650165016502,12.0
95270,0.887,0.9272727272727272,0.31875,0.004761904761904762,12.0
96270,0.687,0.9848484848484849,0.1724137931034483,0.0016051364365971107,12.0
97270,0.592,0.9925925925925926,0.2476894639556377,0.002178649237472767,12.0
98270,0.748,0.9603960396039604,0.2811594202898551,0.0061068702290076335,12.0
99270,0.575,0.9693877551020408,0.18375241779497098,0.006211180124223602,12.0
100270,0.717,1.0,0.20728291316526612,0.0,12.0
101270,0.791,0.9838709677419355,0.22676579925650558,0.0013679890560875513,12.0
102270,0.65,0.9904761904761905,0.22958057395143489,0.0018281535648994515,12.0
103270,0.826,0.9736842105263158,0.1761904761904762,0.0012658227848101266,12.0
104270,0.813,0.9047619047619048,0.09313725490196079,0.002512562814070352,12.0
105270,0.8,1.0,0.2125984251968504,0.0,12.0
106270,0.475,1.0,0.16267942583732056,0.0,12.0
107270,0.872,0.9565217391304348,0.1476510067114094,0.0011750881316098707,12.0
108270,0.867,0.9814814814814815,0.2864864864864865,0.001226993865030675,12.0
109270,0.557,1.0,0.19012797074954296,0.0,12.0
110270,0.635,0.9895833333333334,0.20697167755991286,0.0018484288354898336,12.0
111270,0.505,1.0,0.13763066202090593,0.0,12.0
112270,0.582,1.0,0.19615384615384615,0.0,12.0
113270,0.6,0.9906542056074766,0.2099009900990099,0.00202020202020202,12.0
114270,0.644,1.0,0.09414758269720101,0.0,12.0
115270,0.508,1.0,0.14731369150779897,0.0,12.0
116270,0.63,0.9565217391304348,0.056265984654731455,0.0016420361247947454,12.0
117270,0.553,0.987012987012987,0.14559386973180077,0.0020920502092050207,12.0
118270,0.521,1.0,0.1290909090909091,0.0,12.0
119270,0.758,1.0,0.3045977011494253,0.0,12.0
120270,0.697,1.0,0.2518518518518518,0.0,12.0
121270,0.647,0.9882352941176471,0.1926605504587156,0.0017730496453900709,12.0
122270,0.723,0.9354838709677419,0.09539473684210527,0.0028735632183908046,12.0
123270,0.482,1.0,0.10996563573883161,0.0,12.0
124270,0.697,0.9886363636363636,0.2236503856041131,0.0016366612111292963,12.0
125270,0.617,1.0,0.3441780821917808,0.0,12.0
126270,0.65,1.0,0.12935323383084577,0.0,12.0
127270,0.768,0.9886363636363636,0.27358490566037735,0.001466275659824047,12.0
128270,0.667,1.0,0.20334928229665072,0.0,12.0
129270,0.744,0.9914529914529915,0.31266846361185985,0.001589825119236884,12.0
130270,0.444,1.0,0.19186046511627908,0.0,12.0
131270,0.602,0.9970149253731343,0.45690834473324216,0.0037174721189591076,12.0
132270,0.57,1.0,0.4181326116373478,0.0,12.0
133270,0.476,0.995475113122172,0.2960969044414536,0.0038910505836575876,12.0
134270,0.51,1.0,0.2197452229299363,0.0,12.0
135270,0.447,1.0,0.2742782152230971,0.0,12.0
136270,0.5,0.9966887417218543,0.37625,0.005,12.0
137270,0.531,1.0,0.35131396957123096,0.0,12.0
138270,0.44,0.9948717948717949,0.25763612217795484,0.004048582995951417,12.0
139270,0.431,1.0,0.2842767295597484,0.0,12.0
140270,0.315,1.0,0.26659528907922914,0.0,12.0
141270,0.436,1.0,0.38427947598253276,0.0,12.0
142270,0.41,1.0,0.37566137566137564,0.0,12.0
143270,0.33,1.0,0.2756756756756757,0.0,12.0
144270,0.411,1.0,0.35838779956427014,0.0,12.0
145270,0.376,1.0,0.2965050732807215,0.0,12.0
146270,0.323,1.0,0.2617230098146129,0.0,12.0
147270,0.411,1.0,0.36047774158523344,0.0,12.0
148270,0.408,1.0,0.3465783664459161,0.0,12.0
149270,0.318,1.0,0.28436516264428124,0.0,12.0
150270,0.384,1.0,0.31933701657458563,0.0,12.0
151270,0.352,1.0,0.3076923076923077,0.0,12.0
152270,0.268,1.0,0.19912472647702406,0.0,12.0
153270,0.326,1.0,0.2261768082663605,0.0,12.0
154270,0.317,1.0,0.17412333736396615,0.0,12.0
155270,0.51,1.0,0.05222437137330754,0.0,12.0
156270,0.439,1.0,0.0757825370675453,0.0,12.0
157270,0.406,0.9655172413793104,0.08641975308641975,0.005681818181818182,12.0
158270,0.404,1.0,0.06875,0.0,12.0
159270,0.385,1.0,0.07518796992481203,0.0,12.0
160270,0.385,1.0,0.0625,0.0,12.0
161270,0.383,1.0,0.06231003039513678,0.0,12.0
162270,0.392,1.0,0.06172839506172839,0.0,12.0
163270,0.384,0.9818181818181818,0.08071748878923767,0.0030211480362537764,12.0
164270,0.388,1.0,0.07692307692307693,0.0,12.0
165270,0.407,1.0,0.06466876971608833,0.0,12.0
166270,0.371,0.9772727272727273,0.06408345752608048,0.00303951367781155,12.0
167270,0.401,1.0,0.05221518987341772,0.0,12.0
168270,0.385,1.0,0.0625,0.0,12.0
169270,0.38,1.0,0.0704647676161919,0.0,12.0
170270,0.399,1.0,0.06677018633540373,0.0,12.0
171270,0.382,1.0,0.07623318385650224,0.0,12.0
172270,0.373,1.0,0.042748091603053436,0.0,12.0
173270,0.365,1.0,0.036418816388467376,0.0,12.0
174270,0.374,1.0,0.05007587253414264,0.0,12.0
175270,0.362,1.0,0.04633781763826607,0.0,12.0
176270,0.375,1.0,0.05015197568389058,0.0,12.0
177270,0.387,1.0,0.08370702541106129,0.0,12.0
178270,0.37,1.0,0.05405405405405406,0.0,12.0
179270,0.277,1.0,0.04993429697766097,0.0,12.0
180270,0.382,1.0,0.04923076923076923,0.0,12.0
181270,0.33,1.0,0.016152716593245228,0.0,12.0
182270,0.35,1.0,0.03129657228017884,0.0,12.0
183270,0.354,1.0,0.048600883652430045,0.0,12.0
184270,0.358,1.0,0.0243161094224924,0.0,12.0
185270,0.427,1.0,0.0698051948051948,0.0,12.0
186270,0.358,1.0,0.03167420814479638,0.0,12.0
187270,0.364,1.0,0.04216867469879518,0.0,12.0
188270,0.366,1.0,0.03793626707132018,0.0,12.0
189270,0.375,1.0,0.03697996918335902,0.0,12.0
190270,0.323,1.0,0.028694404591104734,0.0,12.0
191270,0.325,0.9642857142857143,0.03851640513552068,0.0033444816053511705,12.0
192270,0.224,1.0,0.020202020202020204,0.0,12.0
193270,0.259,1.0,0.0013477088948787063,0.0,12.0
194270,0.292,0.0,0.0,0.0,12.0
195270,0.351,1.0,0.0121765601217656,0.0,12.0
196270,0.3,0.0,0.0,0.0,12.0
197270,0.244,1.0,0.005263157894736842,0.0,12.0
198270,0.012,1.0,0.0010111223458038423,0.0,12.0
199270,0.983,1.0,0.9828801611278952,0.0,12.0
200270,0.663,1.0,0.6095017381228274,0.0,12.0
201270,0.189,1.0,0.018159806295399514,0.0,12.0
202270,0.38,1.0,0.12056737588652482,0.0,12.0
203270,0.305,1.0,0.015580736543909348,0.0,12.0
204270,0.33,1.0,0.08344733242134063,0.0,12.0
205270,0.382,1.0,0.057926829268292686,0.0,12.0
206270,0.348,1.0,0.01361573373676248,0.0,12.0
207270,0.384,1.0,0.017543859649122806,0.0,12.0
208270,0.202,1.0,0.013597033374536464,0.0,12.0
209270,0.246,1.0,0.01437908496732026,0.0,12.0
210270,0.31,1.0,0.010043041606886656,0.0,12.0
211270,0.292,1.0,0.012552301255230125,0.0,12.0
212270,0.305,1.0,0.02250351617440225,0.0,12.0
213270,0.295,1.0,0.012605042016806723,0.0,12.0
214270,0.23,1.0,0.01282051282051282,0.0,12.0
215270,0.332,1.0,0.008902077151335312,0.0,12.0
216270,0.213,1.0,0.015018773466833541,0.0,12.0
217270,0.295,1.0,0.009831460674157303,0.0,12.0
218270,0.453,1.0,0.10620915032679738,0.0,12.0
219270,0.46,1.0,0.09395973154362416,0.0,12.0
220270,0.402,1.0,0.05229793977812995,0.0,12.0
221270,0.388,1.0,0.04075235109717868,0.0,12.0
222270,0.279,1.0,0.03351206434316354,0.0,12.0
223270,0.381,1.0,0.029780564263322883,0.0,12.0
224270,0.399,1.0,0.004966887417218543,0.0,12.0
225270,0.384,1.0,0.003236245954692557,0.0,12.0
226270,0.402,1.0,0.004991680532445923,0.0,12.0
227270,0.241,1.0,0.009138381201044387,0.0,12.0
228270,0.459,1.0,0.0055147058823529415,0.0,12.0
229270,0.493,1.0,0.003929273084479371,0.0,12.0
230270,0.461,1.0,0.001851851851851852,0.0,12.0
231270,0.445,1.0,0.007155635062611807,0.0,12.0
232270,0.251,1.0,0.005312084993359893,0.0,12.0
233270,0.444,1.0,0.005366726296958855,0.0,12.0
234270,0.442,1.0,0.0071174377224199285,0.0,12.0
235270,0.468,1.0,0.011152416356877323,0.0,12.0
236270,0.359,1.0,0.004658385093167702,0.0,12.0
237270,0.307,1.0,0.005738880918220947,0.0,12.0
