samples,acc,prec,rec,fpr
156270,0.929,0.9294871794871795,0.9555189456342669,0.11195928753180662
157270,0.966,0.9679878048780488,0.9799382716049383,0.05965909090909091
158270,0.939,0.9692058346839546,0.934375,0.05277777777777778
159270,0.951,0.9738461538461538,0.9518796992481203,0.050746268656716415
160270,0.972,0.9860681114551083,0.9710365853658537,0.02616279069767442
161270,0.98,0.9833333333333333,0.986322188449848,0.03216374269005848
162270,0.967,0.9624060150375939,0.9876543209876543,0.07102272727272728
163270,0.972,0.9908116385911179,0.9671150971599403,0.01812688821752266
164270,0.984,0.9806835066864784,0.995475113122172,0.03857566765578635
165270,0.97,0.9674922600619195,0.9858044164037855,0.05737704918032787
166270,0.985,0.9939759036144579,0.9836065573770492,0.0121580547112462
167270,0.966,0.9671875,0.9794303797468354,0.057065217391304345
168270,0.964,0.9613095238095238,0.9847560975609756,0.0755813953488372
169270,0.957,0.9829721362229102,0.952023988005997,0.03303303303303303
170270,0.972,0.9873417721518988,0.968944099378882,0.02247191011235955
171270,0.975,0.9735294117647059,0.9895366218236173,0.054380664652567974
172270,0.968,0.967016491754123,0.9847328244274809,0.06376811594202898
173270,0.976,0.9832572298325722,0.9802731411229135,0.03225806451612903
174270,0.975,0.9832317073170732,0.9787556904400607,0.03225806451612903
175270,0.971,0.9819277108433735,0.9745889387144993,0.03625377643504532
176270,0.981,0.9848254931714719,0.986322188449848,0.029239766081871343
177270,0.98,0.9807407407407407,0.9895366218236173,0.03927492447129909
178270,0.943,0.9356223175965666,0.9819819819819819,0.1347305389221557
179270,0.937,0.9728997289972899,0.9434954007884363,0.08368200836820083
180270,0.975,0.9860031104199067,0.9753846153846154,0.025714285714285714
181270,0.978,0.9852724594992637,0.9823788546255506,0.03134796238244514
182270,0.978,0.9909228441754917,0.9761549925484352,0.0182370820668693
183270,0.977,0.9823529411764705,0.9837997054491899,0.037383177570093455
184270,0.977,0.9788838612368024,0.986322188449848,0.04093567251461988
185270,0.968,0.9620253164556962,0.987012987012987,0.0625
186270,0.951,0.9873015873015873,0.9381598793363499,0.02373887240356083
187270,0.97,0.9803030303030303,0.9743975903614458,0.03869047619047619
188270,0.943,0.9659442724458205,0.9468892261001517,0.06451612903225806
189270,0.963,0.9678899082568807,0.975346687211094,0.05982905982905983
190270,0.966,0.9742489270386266,0.9770444763271162,0.0594059405940594
191270,0.942,0.9483960948396095,0.9700427960057061,0.12374581939799331
192270,0.935,0.9814569536423841,0.9356060606060606,0.0673076923076923
193270,0.87,0.9285714285714286,0.8935309973045822,0.19767441860465115
194270,0.963,0.9653259361997226,0.9830508474576272,0.08561643835616438
195270,0.939,0.9853420195439739,0.9208523592085236,0.026239067055393587
196270,0.969,0.9799139167862266,0.9757142857142858,0.04666666666666667
197270,0.978,0.9906914893617021,0.9802631578947368,0.029166666666666667
198270,0.999,0.998989898989899,1.0,0.09090909090909091
199270,1.0,1.0,1.0,0.0
200270,0.983,0.9907192575406032,0.9895712630359212,0.058394160583941604
201270,0.982,0.9914841849148418,0.986682808716707,0.040229885057471264
202270,0.977,0.9942028985507246,0.9730496453900709,0.013559322033898305
203270,0.982,0.9764542936288089,0.9985835694050992,0.05782312925170068
204270,0.975,0.98224043715847,0.9835841313269493,0.048327137546468404
205270,0.977,0.9802731411229135,0.9847560975609756,0.0377906976744186
206270,0.984,0.9791976225854383,0.9969742813918305,0.04129793510324484
207270,0.977,0.9748427672955975,0.988835725677831,0.04289544235924933
208270,0.985,0.9937810945273632,0.9876390605686032,0.02617801047120419
209270,0.982,0.9844357976653697,0.9921568627450981,0.05106382978723404
210270,0.97,0.9840348330914369,0.9727403156384505,0.036303630363036306
211270,0.98,0.9915373765867419,0.9804741980474198,0.02120141342756184
212270,0.984,0.9915134370579916,0.9859353023909986,0.020761245674740483
213270,0.979,0.9957081545064378,0.9747899159663865,0.01048951048951049
214270,0.982,0.9935233160621761,0.9833333333333333,0.022727272727272728
215270,0.974,0.9764705882352941,0.9851632047477745,0.049079754601226995
216270,0.991,0.9974811083123426,0.9912390488110138,0.009950248756218905
217270,0.988,0.9901960784313726,0.9929775280898876,0.024305555555555556
218270,0.975,0.9741518578352181,0.9852941176470589,0.041237113402061855
219270,0.986,0.988255033557047,0.988255033557047,0.017326732673267328
220270,0.987,0.9889240506329114,0.9904912836767037,0.018970189701897018
221270,0.985,0.9921011058451816,0.9843260188087775,0.013812154696132596
222270,0.994,0.9986522911051213,0.9932975871313673,0.003937007874015748
223270,0.984,0.9859375,0.9890282131661442,0.024861878453038673
224270,0.978,0.9786184210526315,0.9850993377483444,0.03282828282828283
225270,0.982,0.9792332268370607,0.9919093851132686,0.034031413612565446
226270,0.974,0.9864636209813875,0.9700499168053245,0.020050125313283207
227270,0.984,0.9947229551451188,0.9843342036553525,0.017094017094017096
228270,0.982,0.985239852398524,0.9816176470588235,0.017543859649122806
229270,0.986,0.9881656804733728,0.9842829076620825,0.012219959266802444
230270,0.985,0.9764065335753176,0.9962962962962963,0.02826086956521739
231270,0.983,0.9891696750902527,0.9803220035778175,0.013605442176870748
232270,0.986,0.9959731543624161,0.9853917662682603,0.012145748987854251
233270,0.982,0.9873873873873874,0.9803220035778175,0.015873015873015872
234270,0.974,0.9890510948905109,0.9644128113879004,0.0136986301369863
235270,0.982,0.9779411764705882,0.9888475836431226,0.025974025974025976
236270,0.984,0.9921630094043887,0.9829192546583851,0.014044943820224719
237270,0.989,0.9844632768361582,1.0,0.036303630363036306
238270,0.963,0.9855072463768116,0.9493891797556719,0.01873536299765808
239270,0.979,0.988976377952756,0.9781931464174455,0.019553072625698324
240270,0.99,0.9863013698630136,0.9965397923875432,0.018957345971563982
241270,0.987,0.9894736842105263,0.9877408056042032,0.013986013986013986
242270,0.984,0.9906542056074766,0.9845201238390093,0.01694915254237288
243270,0.981,0.9901574803149606,0.9729206963249516,0.010351966873706004
244270,0.99,0.9925925925925926,0.988929889298893,0.008733624454148471
245270,0.988,0.9881956155143339,0.9915397631133672,0.017114914425427872
246270,0.992,0.9920634920634921,0.9920634920634921,0.008064516129032258
247270,0.985,0.9938556067588326,0.9832826747720365,0.011695906432748537
248270,0.975,0.984,0.9666011787819253,0.016293279022403257
249270,0.98,0.9678714859437751,0.9917695473251029,0.0311284046692607
250270,0.98,0.975177304964539,0.9892086330935251,0.03153153153153153
251270,0.988,0.9950819672131147,0.9853896103896104,0.0078125
252270,0.973,0.9824868651488616,0.9705882352941176,0.023696682464454975
253270,0.987,0.9880341880341881,0.9897260273972602,0.016826923076923076
254270,0.966,0.983249581239531,0.9607201309328969,0.02570694087403599
255270,0.98,0.9817518248175182,0.9817518248175182,0.022123893805309734
256270,0.985,0.9985955056179775,0.9806896551724138,0.0036363636363636364
257270,0.991,0.9913419913419913,0.9956521739130435,0.01935483870967742
258270,0.994,0.9935897435897436,0.9967845659163987,0.010582010582010581
259270,0.991,0.9932065217391305,0.9945578231292517,0.018867924528301886
260270,0.989,0.9930362116991643,0.9916550764951322,0.017793594306049824
261270,0.991,0.9970845481049563,0.9898697539797395,0.006472491909385114
262270,0.992,0.9973009446693657,0.9919463087248322,0.00784313725490196
263270,0.993,0.993455497382199,0.9973718791064389,0.02092050209205021
264270,0.988,0.9866666666666667,0.9955156950672646,0.027190332326283987
265270,0.993,0.9956709956709957,0.9942363112391931,0.00980392156862745
266270,0.988,0.9917241379310345,0.9917241379310345,0.02181818181818182
267270,0.9858156028368794,0.9899135446685879,0.9899135446685879,0.023890784982935155
