samples,acc,prec,rec,fpr
185270,0.961,0.9965576592082617,0.939935064935065,0.005208333333333333
186270,0.974,0.995334370139969,0.9653092006033183,0.008902077151335312
187270,0.962,0.9921383647798742,0.9503012048192772,0.01488095238095238
188270,0.952,0.9692780337941628,0.9575113808801214,0.05865102639296188
189270,0.961,0.9841269841269841,0.9553158705701078,0.02849002849002849
190270,0.952,0.9723435225618632,0.9583931133428981,0.0627062706270627
191270,0.942,0.9652677279305355,0.9514978601997147,0.0802675585284281
192270,0.859,0.9894736842105263,0.8308080808080808,0.03365384615384615
193270,0.759,0.9902152641878669,0.6819407008086253,0.01937984496124031
194270,0.842,0.9981884057971014,0.7782485875706214,0.003424657534246575
195270,0.817,0.9896694214876033,0.7290715372907154,0.014577259475218658
196270,0.849,0.9963833634719711,0.7871428571428571,0.006666666666666667
197270,0.867,0.995260663507109,0.8289473684210527,0.0125
198270,0.996,0.9989868287740629,0.9969666329625885,0.09090909090909091
199270,0.998,1.0,0.9979859013091642,0.0
200270,0.926,0.9974779319041615,0.9165701042873696,0.014598540145985401
201270,0.795,1.0,0.7518159806295399,0.0
202270,0.874,1.0,0.8212765957446808,0.0
203270,0.884,0.9966329966329966,0.8385269121813032,0.006802721088435374
204270,0.88,0.9903691813804173,0.8440492476060192,0.022304832713754646
205270,0.916,0.9948096885813149,0.8765243902439024,0.00872093023255814
206270,0.887,0.9892857142857143,0.8381240544629349,0.017699115044247787
207270,0.91,0.9963031423290203,0.8596491228070176,0.005361930294906166
208270,0.85,0.9984871406959153,0.8158220024721878,0.005235602094240838
209270,0.893,0.9969788519637462,0.8627450980392157,0.00851063829787234
210270,0.883,0.9948805460750854,0.836441893830703,0.009900990099009901
211270,0.886,0.9983471074380166,0.8423988842398884,0.0035335689045936395
212270,0.917,0.9984126984126984,0.8846694796061885,0.0034602076124567475
213270,0.913,0.9984101748807631,0.8795518207282913,0.0034965034965034965
214270,0.9,0.9956268221574344,0.8756410256410256,0.013636363636363636
215270,0.795,0.9895615866388309,0.7032640949554896,0.015337423312883436
216270,0.835,1.0,0.7934918648310388,0.0
217270,0.903,1.0,0.8637640449438202,0.0
218270,0.915,0.9906890130353817,0.869281045751634,0.01288659793814433
219270,0.926,0.9961977186311787,0.8791946308724832,0.0049504950495049506
220270,0.918,0.9963833634719711,0.873217115689382,0.005420054200542005
221270,0.923,0.9947089947089947,0.8840125391849529,0.008287292817679558
222270,0.893,1.0,0.8565683646112601,0.0
223270,0.912,0.9946043165467626,0.8667711598746082,0.008287292817679558
224270,0.868,0.987603305785124,0.7913907284768212,0.015151515151515152
225270,0.865,0.9898580121703854,0.7896440129449838,0.013089005235602094
226270,0.945,0.9910071942446043,0.9168053244592346,0.012531328320802004
227270,0.903,0.9985096870342772,0.8746736292428199,0.004273504273504274
228270,0.906,0.9955947136563876,0.8308823529411765,0.0043859649122807015
229270,0.952,0.9935760171306209,0.9115913555992141,0.006109979633401222
230270,0.944,0.9898785425101214,0.9055555555555556,0.010869565217391304
231270,0.946,0.988394584139265,0.9141323792486583,0.013605442176870748
232270,0.914,0.9970193740685543,0.8884462151394422,0.008097165991902834
233270,0.918,0.9897330595482546,0.8622540250447227,0.011337868480725623
234270,0.935,0.9940357852882704,0.8896797153024911,0.00684931506849315
235270,0.949,0.9899396378269618,0.9144981412639405,0.010822510822510822
236270,0.936,0.9948805460750854,0.90527950310559,0.008426966292134831
237270,0.949,0.9969230769230769,0.9296987087517934,0.006600660066006601
238270,0.909,0.9878542510121457,0.8516579406631762,0.01405152224824356
239270,0.938,0.9948805460750854,0.9080996884735203,0.008379888268156424
240270,0.947,0.9924953095684803,0.9152249134948097,0.009478672985781991
241270,0.937,0.9922480620155039,0.8966725043782837,0.009324009324009324
242270,0.95,0.9966666666666667,0.9256965944272446,0.005649717514124294
243270,0.954,0.9957894736842106,0.9148936170212766,0.004140786749482402
244270,0.937,0.9917864476386037,0.8911439114391144,0.008733624454148471
245270,0.945,0.9908424908424909,0.9153976311336718,0.012224938875305624
246270,0.942,0.9933628318584071,0.8908730158730159,0.006048387096774193
247270,0.9,0.99644128113879,0.851063829787234,0.005847953216374269
248270,0.9,0.9880668257756563,0.8133595284872298,0.010183299389002037
249270,0.948,0.9909502262443439,0.9012345679012346,0.007782101167315175
250270,0.937,0.9881188118811881,0.8974820143884892,0.013513513513513514
251270,0.939,0.9964221824686941,0.9042207792207793,0.005208333333333333
252270,0.905,0.9958932238193019,0.8391003460207612,0.004739336492890996
253270,0.867,0.9956043956043956,0.7756849315068494,0.004807692307692308
254270,0.849,0.9914529914529915,0.7594108019639935,0.010282776349614395
255270,0.854,0.9855072463768116,0.7445255474452555,0.01327433628318584
256270,0.869,1.0,0.8193103448275862,0.0
257270,0.905,1.0,0.8623188405797102,0.0
258270,0.921,0.9963436928702011,0.8762057877813505,0.005291005291005291
259270,0.919,0.9954545454545455,0.8938775510204081,0.011320754716981131
260270,0.936,0.9984779299847792,0.9123783031988874,0.0035587188612099642
261270,0.926,0.9967793880837359,0.8958031837916064,0.006472491909385114
262270,0.907,0.9984709480122325,0.876510067114094,0.00392156862745098
263270,0.913,0.9970501474926253,0.8883048620236531,0.008368200836820083
264270,0.913,0.9965870307167235,0.8729446935724963,0.006042296072507553
265270,0.936,0.9921875,0.9149855907780979,0.016339869281045753
266270,0.907,0.9906832298136646,0.88,0.02181818181818182
267270,0.92806484295846,0.9921011058451816,0.9048991354466859,0.017064846416382253
