samples,acc,prec,rec,fpr,hashf
93270,0.807,0.5979381443298969,0.27358490566037735,0.04949238578680203,3.0
94270,0.719,0.775609756097561,0.4035532994923858,0.07590759075907591,3.0
95270,0.798,0.4326923076923077,0.84375,0.21071428571428572,3.0
96270,0.713,0.7528089887640449,0.35543766578249336,0.07062600321027288,3.0
97270,0.775,0.8347457627118644,0.7282809611829945,0.16993464052287582,3.0
98270,0.81,0.7299703264094956,0.7130434782608696,0.13893129770992366,3.0
99270,0.769,0.7291666666666666,0.8800773694390716,0.3498964803312629,3.0
100270,0.665,0.6964285714285714,0.1092436974789916,0.026438569206842923,3.0
101270,0.794,0.5785536159600998,0.862453531598513,0.23119015047879618,3.0
102270,0.781,0.7215909090909091,0.8410596026490066,0.2687385740402194,3.0
103270,0.812,0.5295698924731183,0.9380952380952381,0.22151898734177214,3.0
104270,0.794,0.46875,0.07352941176470588,0.02135678391959799,3.0
105270,0.787,0.6009852216748769,0.48031496062992124,0.10857908847184987,3.0
106270,0.744,0.7723935389133627,0.8389154704944178,0.4155495978552279,3.0
107270,0.809,0.4117647058823529,0.6577181208053692,0.1645123384253819,3.0
108270,0.819,0.5147058823529411,0.3783783783783784,0.08098159509202454,3.0
109270,0.522,0.8165137614678899,0.16270566727605118,0.04415011037527594,3.0
110270,0.751,0.7397260273972602,0.7058823529411765,0.21072088724584104,3.0
111270,0.733,0.7992202729044834,0.7142857142857143,0.24178403755868544,3.0
112270,0.718,0.6765578635014837,0.8769230769230769,0.45416666666666666,3.0
113270,0.755,0.8095238095238095,0.6732673267326733,0.16161616161616163,3.0
114270,0.768,0.6533333333333333,0.8727735368956743,0.29983525535420097,3.0
115270,0.808,0.8192371475953566,0.8561525129982669,0.2576832151300236,3.0
116270,0.758,0.6435452793834296,0.8542199488491049,0.30377668308702793,3.0
117270,0.725,0.8498583569405099,0.5747126436781609,0.1108786610878661,3.0
118270,0.825,0.7934272300469484,0.9218181818181819,0.29333333333333333,3.0
119270,0.766,0.6130952380952381,0.8879310344827587,0.299079754601227,3.0
120270,0.795,0.8597122302158273,0.5901234567901235,0.06554621848739496,3.0
121270,0.809,0.7425742574257426,0.8600917431192661,0.23049645390070922,3.0
122270,0.806,0.6666666666666666,0.7236842105263158,0.15804597701149425,3.0
123270,0.752,0.8678414096916299,0.6769759450171822,0.14354066985645933,3.0
124270,0.771,0.6388888888888888,0.9460154241645244,0.3404255319148936,3.0
125270,0.717,0.8829516539440203,0.5941780821917808,0.11057692307692307,3.0
126270,0.745,0.6421663442940039,0.8258706467661692,0.3093645484949833,3.0
127270,0.655,0.47797716150081565,0.9213836477987422,0.46920821114369504,3.0
128270,0.59,0.58,0.06937799043062201,0.03608247422680412,3.0
129270,0.673,0.5474137931034483,0.6846361185983828,0.3338632750397456,3.0
130270,0.732,0.7924791086350975,0.8270348837209303,0.4775641025641026,3.0
131270,0.763,0.8191214470284238,0.8673050615595075,0.5204460966542751,3.0
132270,0.763,0.8024096385542169,0.9012178619756428,0.6283524904214559,3.0
133270,0.798,0.857331571994716,0.873485868102288,0.42023346303501946,3.0
134270,0.688,0.8305439330543933,0.6321656050955414,0.21774193548387097,3.0
135270,0.757,0.8799414348462665,0.7887139107611548,0.3445378151260504,3.0
136270,0.839,0.8702201622247973,0.93875,0.56,3.0
137270,0.84,0.8758344459279038,0.9073305670816044,0.33574007220216606,3.0
138270,0.818,0.8546583850931677,0.9136786188579017,0.47368421052631576,3.0
139270,0.832,0.8923654568210263,0.8968553459119497,0.4195121951219512,3.0
140270,0.826,0.9634146341463414,0.8458244111349036,0.45454545454545453,3.0
141270,0.879,0.9737783075089392,0.8919213973799127,0.2619047619047619,3.0
142270,0.905,0.9796839729119639,0.9185185185185185,0.32727272727272727,3.0
143270,0.891,0.9493392070484582,0.9318918918918919,0.6133333333333333,3.0
144270,0.927,0.9577464788732394,0.9629629629629629,0.47560975609756095,3.0
145270,0.91,0.9345692475463467,0.9661781285231116,0.5309734513274337,3.0
146270,0.938,0.9611650485436893,0.9716466739367503,0.43373493975903615,3.0
147270,0.935,0.9632034632034632,0.9663409337676439,0.43037974683544306,3.0
148270,0.955,0.9694656488549618,0.9812362030905077,0.2978723404255319,3.0
149270,0.925,0.9910514541387024,0.9296956977964324,0.1702127659574468,3.0
150270,0.923,0.9321503131524008,0.9867403314917127,0.6842105263157895,3.0
151270,0.888,0.9746543778801844,0.9038461538461539,0.34375,3.0
152270,0.946,0.9767184035476718,0.9638949671772429,0.2441860465116279,3.0
153270,0.915,0.9281045751633987,0.9781859931113662,0.5116279069767442,3.0
154270,0.841,0.8568376068376068,0.969770253929867,0.7745664739884393,3.0
155270,0.637,0.6475095785440613,0.6537717601547389,0.38095238095238093,3.0
156270,0.699,0.7751798561151079,0.7100494233937397,0.31806615776081426,3.0
157270,0.789,0.8623548922056384,0.8024691358024691,0.23579545454545456,3.0
158270,0.811,0.8244604316546763,0.8953125,0.3388888888888889,3.0
159270,0.811,0.8595166163141994,0.8556390977443609,0.27761194029850744,3.0
160270,0.809,0.8560490045941807,0.8521341463414634,0.27325581395348836,3.0
161270,0.853,0.8973561430793157,0.8768996960486323,0.19298245614035087,3.0
162270,0.831,0.8486171761280932,0.8996913580246914,0.29545454545454547,3.0
163270,0.845,0.9254966887417219,0.8355754857997011,0.13595166163141995,3.0
164270,0.881,0.8930635838150289,0.9321266968325792,0.2195845697329377,3.0
165270,0.844,0.8599397590361446,0.9006309148264984,0.2540983606557377,3.0
166270,0.878,0.8927038626609443,0.9299552906110283,0.22796352583586627,3.0
167270,0.825,0.8960138648180243,0.8180379746835443,0.16304347826086957,3.0
168270,0.829,0.8783151326053042,0.8582317073170732,0.22674418604651161,3.0
169270,0.857,0.891044776119403,0.8950524737631185,0.21921921921921922,3.0
170270,0.649,0.9507692307692308,0.4798136645962733,0.0449438202247191,3.0
171270,0.887,0.9276923076923077,0.9013452914798207,0.1419939577039275,3.0
172270,0.874,0.8953662182361734,0.9145038167938931,0.2028985507246377,3.0
173270,0.86,0.9219512195121952,0.8603945371775418,0.14076246334310852,3.0
174270,0.844,0.8497913769123783,0.9271623672230652,0.31671554252199413,3.0
175270,0.902,0.924219910846954,0.929745889387145,0.1540785498489426,3.0
176270,0.88,0.8991097922848664,0.9209726443768997,0.19883040935672514,3.0
177270,0.844,0.8518518518518519,0.9282511210762332,0.32628398791540786,3.0
178270,0.854,0.9049844236760125,0.8723723723723724,0.18263473053892215,3.0
179270,0.819,0.9119318181818182,0.8436268068331143,0.2594142259414226,3.0
180270,0.871,0.9499136442141624,0.8461538461538461,0.08285714285714285,3.0
181270,0.869,0.9243827160493827,0.8795888399412628,0.1536050156739812,3.0
182270,0.916,0.942684766214178,0.9314456035767511,0.11550151975683891,3.0
183270,0.885,0.9208955223880597,0.9086892488954345,0.16510903426791276,3.0
184270,0.876,0.875,0.9468085106382979,0.260233918128655,3.0
185270,0.852,0.8823529411764706,0.8766233766233766,0.1875,3.0
186270,0.818,0.9333333333333333,0.7812971342383107,0.10979228486646884,3.0
187270,0.857,0.8847858197932054,0.9021084337349398,0.23214285714285715,3.0
188270,0.869,0.8656509695290858,0.9484066767830045,0.2844574780058651,3.0
189270,0.874,0.8897168405365127,0.9198767334360555,0.21082621082621084,3.0
190270,0.843,0.8426395939086294,0.9526542324246772,0.40924092409240925,3.0
191270,0.842,0.8929088277858177,0.8801711840228246,0.24749163879598662,3.0
192270,0.873,0.9182389937106918,0.9217171717171717,0.3125,3.0
193270,0.783,0.8252788104089219,0.8975741239892183,0.5465116279069767,3.0
194270,0.813,0.8977099236641222,0.8305084745762712,0.22945205479452055,3.0
195270,0.864,0.8814055636896047,0.9162861491628614,0.23615160349854228,3.0
196270,0.874,0.8920765027322405,0.9328571428571428,0.2633333333333333,3.0
197270,0.806,0.9639344262295082,0.7736842105263158,0.09166666666666666,3.0
198270,0.996,0.9979777553083923,0.9979777553083923,0.18181818181818182,3.0
199270,0.997,0.9969879518072289,1.0,0.42857142857142855,3.0
200270,0.914,0.9886792452830189,0.9107763615295481,0.06569343065693431,3.0
201270,0.862,0.9699453551912568,0.8595641646489104,0.12643678160919541,3.0
202270,0.897,0.9045698924731183,0.9546099290780142,0.24067796610169492,3.0
203270,0.86,0.8409638554216867,0.9886685552407932,0.4489795918367347,3.0
204270,0.898,0.9210174029451138,0.9411764705882353,0.21933085501858737,3.0
205270,0.912,0.9201183431952663,0.948170731707317,0.1569767441860465,3.0
206270,0.895,0.954248366013072,0.8835098335854765,0.08259587020648967,3.0
207270,0.876,0.8517482517482518,0.9712918660287081,0.28418230563002683,3.0
208270,0.789,0.9761146496815286,0.757725587144623,0.07853403141361257,3.0
209270,0.892,0.9362549800796812,0.9215686274509803,0.20425531914893616,3.0
210270,0.873,0.9425465838509317,0.8708751793400287,0.12211221122112212,3.0
211270,0.877,0.8837209302325582,0.9539748953974896,0.31802120141342755,3.0
212270,0.884,0.9407407407407408,0.8931082981715893,0.1384083044982699,3.0
213270,0.898,0.8923076923076924,0.9747899159663865,0.2937062937062937,3.0
214270,0.917,0.9485199485199485,0.9448717948717948,0.18181818181818182,3.0
215270,0.834,0.9123376623376623,0.8338278931750742,0.1656441717791411,3.0
216270,0.922,0.9348612786489746,0.9699624530663329,0.26865671641791045,3.0
217270,0.909,0.944206008583691,0.9269662921348315,0.13541666666666666,3.0
218270,0.903,0.8931297709923665,0.9558823529411765,0.18041237113402062,3.0
219270,0.919,0.9401709401709402,0.9228187919463087,0.08663366336633663,3.0
220270,0.912,0.9209302325581395,0.9413629160063391,0.13821138211382114,3.0
221270,0.879,0.8605299860529986,0.9670846394984326,0.27624309392265195,3.0
222270,0.921,0.9525101763907734,0.9410187667560321,0.1377952755905512,3.0
223270,0.894,0.9539249146757679,0.8761755485893417,0.07458563535911603,3.0
224270,0.831,0.9578947368421052,0.7533112582781457,0.050505050505050504,3.0
225270,0.879,0.8901098901098901,0.9174757281553398,0.18324607329842932,3.0
226270,0.906,0.9082125603864735,0.9384359400998337,0.14285714285714285,3.0
227270,0.923,0.9433719433719434,0.9569190600522193,0.18803418803418803,3.0
228270,0.89,0.9078947368421053,0.8878676470588235,0.1074561403508772,3.0
229270,0.898,0.906187624750499,0.8919449901768173,0.09572301425661914,3.0
230270,0.887,0.8528925619834711,0.9555555555555556,0.1934782608695652,3.0
231270,0.862,0.8253477588871716,0.9552772808586762,0.2562358276643991,3.0
232270,0.667,0.9751131221719457,0.5723771580345286,0.044534412955465584,3.0
233270,0.887,0.8885017421602788,0.9123434704830053,0.14512471655328799,3.0
234270,0.9,0.9081272084805654,0.9145907473309609,0.1187214611872146,3.0
235270,0.901,0.9196940726577438,0.8940520446096655,0.09090909090909091,3.0
236270,0.879,0.9500860585197934,0.8571428571428571,0.08146067415730338,3.0
237270,0.909,0.9128065395095368,0.9612625538020086,0.21122112211221122,3.0
238270,0.877,0.8933566433566433,0.8917975567190227,0.14285714285714285,3.0
239270,0.888,0.9553264604810997,0.8660436137071651,0.07262569832402235,3.0
240270,0.818,0.9647887323943662,0.7110726643598616,0.035545023696682464,3.0
241270,0.897,0.8952702702702703,0.9281961471103327,0.1445221445221445,3.0
242270,0.891,0.8830242510699001,0.958204334365325,0.23163841807909605,3.0
243270,0.864,0.9461358313817331,0.781431334622824,0.047619047619047616,3.0
244270,0.91,0.9431372549019608,0.8874538745387454,0.06331877729257641,3.0
245270,0.919,0.9073482428115016,0.961082910321489,0.14180929095354522,3.0
246270,0.91,0.8876404494382022,0.9404761904761905,0.12096774193548387,3.0
247270,0.911,0.964110929853181,0.898176291793313,0.06432748538011696,3.0
248270,0.873,0.9301801801801802,0.8113948919449901,0.06313645621181263,3.0
249270,0.92,0.9229166666666667,0.911522633744856,0.07198443579766536,3.0
250270,0.825,0.9524940617577197,0.7212230215827338,0.04504504504504504,3.0
251270,0.921,0.9365853658536586,0.935064935064935,0.1015625,3.0
252270,0.91,0.9066666666666666,0.9411764705882353,0.13270142180094788,3.0
253270,0.873,0.8764415156507414,0.910958904109589,0.18028846153846154,3.0
254270,0.824,0.8008298755186722,0.9476268412438625,0.37017994858611825,3.0
255270,0.87,0.9336099585062241,0.8211678832116789,0.07079646017699115,3.0
256270,0.846,0.9688013136288999,0.8137931034482758,0.06909090909090909,3.0
257270,0.927,0.9220246238030095,0.9768115942028985,0.18387096774193548,3.0
258270,0.913,0.9147286821705426,0.9485530546623794,0.1455026455026455,3.0
259270,0.875,0.945906432748538,0.8802721088435375,0.13962264150943396,3.0
260270,0.932,0.950207468879668,0.9554937413073713,0.12811387900355872,3.0
261270,0.922,0.9310829817158931,0.9580318379160637,0.15857605177993528,3.0
262270,0.894,0.9220607661822986,0.9369127516778524,0.23137254901960785,3.0
263270,0.894,0.8894173602853745,0.9829172141918529,0.3891213389121339,3.0
264270,0.916,0.9695024077046549,0.9028400597907325,0.05740181268882175,3.0
265270,0.922,0.9516129032258065,0.9351585014409222,0.10784313725490197,3.0
266270,0.919,0.9351351351351351,0.9544827586206897,0.17454545454545456,3.0
267270,0.9179331306990881,0.9006535947712418,0.9927953890489913,0.2593856655290102,3.0
0,0.2,0.0,0.0,0.8,5.0
10,0.55,0.0,0.0,0.0,5.0
30,0.425,0.425,1.0,1.0,5.0
70,0.575,0.0,0.0,0.0,5.0
150,0.7625,0.6024096385542169,0.9090909090909091,0.3142857142857143,5.0
310,0.790625,0.7333333333333333,0.6637931034482759,0.13725490196078433,5.0
630,0.86875,0.8110599078341014,0.8036529680365296,0.09738717339667459,5.0
1270,0.647,1.0,0.04076086956521739,0.0,5.0
2270,0.861,0.9409282700421941,0.6408045977011494,0.02147239263803681,5.0
3270,0.906,0.8984126984126984,0.8202898550724638,0.04885496183206107,5.0
4270,0.924,0.9278996865203761,0.8481375358166189,0.03533026113671275,5.0
5270,0.818,0.6707818930041153,0.9367816091954023,0.24539877300613497,5.0
6270,0.892,0.8787878787878788,0.8100558659217877,0.06230529595015576,5.0
7270,0.847,0.9495798319327731,0.6158038147138964,0.018957345971563982,5.0
8270,0.908,0.9096774193548387,0.815028901734104,0.04281345565749235,5.0
9270,0.914,0.8924418604651163,0.8623595505617978,0.05745341614906832,5.0
10270,0.762,0.7510373443983402,0.7541666666666667,0.23076923076923078,5.0
11270,0.708,0.7678571428571429,0.7914110429447853,0.4482758620689655,5.0
12270,0.741,0.8828282828282829,0.6849529780564263,0.16022099447513813,5.0
13270,0.797,0.8357487922705314,0.8370967741935483,0.26842105263157895,5.0
14270,0.838,0.8956228956228957,0.8417721518987342,0.16847826086956522,5.0
15270,0.878,0.9234449760765551,0.886676875957121,0.138328530259366,5.0
16270,0.851,0.8462603878116344,0.9414483821263482,0.3162393162393162,5.0
17270,0.866,0.8569405099150141,0.9482758620689655,0.27900552486187846,5.0
18270,0.845,0.8352272727272727,0.937799043062201,0.3109919571045576,5.0
19270,0.836,0.8130193905817175,0.952922077922078,0.3515625,5.0
20270,0.851,0.9209621993127147,0.838810641627543,0.12742382271468145,5.0
21270,0.859,0.8948995363214838,0.8880368098159509,0.19540229885057472,5.0
22270,0.85,0.8413793103448276,0.9457364341085271,0.323943661971831,5.0
23270,0.866,0.9076923076923077,0.8690671031096563,0.13881748071979436,5.0
24270,0.847,0.8528974739970282,0.9140127388535032,0.2661290322580645,5.0
25270,0.85,0.9065108514190318,0.8524332810047096,0.15426997245179064,5.0
26270,0.888,0.8838526912181303,0.9541284403669725,0.23699421965317918,5.0
27270,0.885,0.9148211243611585,0.8920265780730897,0.12562814070351758,5.0
28270,0.874,0.8575624082232012,0.9526916802610114,0.25064599483204136,5.0
29270,0.905,0.911144578313253,0.9438377535101404,0.16434540389972144,5.0
30270,0.886,0.9088145896656535,0.9171779141104295,0.1724137931034483,5.0
31270,0.898,0.9021897810218978,0.9464012251148545,0.1930835734870317,5.0
32270,0.871,0.9211409395973155,0.8700475435816165,0.12737127371273713,5.0
33270,0.869,0.8716744913928013,0.9191419141914191,0.20812182741116753,5.0
34270,0.866,0.9323181049069373,0.8542635658914729,0.11267605633802817,5.0
35270,0.834,0.9142335766423357,0.8080645161290323,0.12368421052631579,5.0
36270,0.875,0.8741058655221745,0.9429012345679012,0.25,5.0
37270,0.864,0.9534883720930233,0.8289269051321928,0.07282913165266107,5.0
38270,0.899,0.9104704097116844,0.9345794392523364,0.164804469273743,5.0
39270,0.859,0.8667687595712098,0.9129032258064517,0.22894736842105262,5.0
40270,0.818,0.9323017408123792,0.766295707472178,0.09433962264150944,5.0
41270,0.887,0.9098101265822784,0.9112519809825673,0.15447154471544716,5.0
42270,0.896,0.8851963746223565,0.9543973941368078,0.19689119170984457,5.0
43270,0.853,0.9309153713298791,0.8343653250773994,0.11299435028248588,5.0
44270,0.901,0.9058641975308642,0.9392,0.16266666666666665,5.0
45270,0.887,0.8860182370820668,0.9388083735909822,0.19788918205804748,5.0
46270,0.88,0.8859649122807017,0.9351851851851852,0.2215909090909091,5.0
47270,0.888,0.9230769230769231,0.9,0.13333333333333333,5.0
48270,0.871,0.8530259365994236,0.9563812600969306,0.2677165354330709,5.0
49270,0.88,0.8793604651162791,0.942367601246106,0.23184357541899442,5.0
50270,0.836,0.9275092936802974,0.7996794871794872,0.10372340425531915,5.0
51270,0.727,0.9396984924623115,0.6003210272873194,0.0636604774535809,5.0
52270,0.89,0.9007299270072993,0.936267071320182,0.19941348973607037,5.0
53270,0.889,0.9093851132686084,0.9108589951377634,0.1462140992167102,5.0
54270,0.875,0.8681159420289855,0.9462875197472354,0.24795640326975477,5.0
55270,0.857,0.881159420289855,0.9088191330343797,0.24773413897280966,5.0
56270,0.865,0.8391123439667129,0.969551282051282,0.30851063829787234,5.0
57270,0.897,0.9201277955271565,0.9157392686804452,0.1347708894878706,5.0
58270,0.875,0.8598265895953757,0.9550561797752809,0.2572944297082228,5.0
59270,0.596,0.9693486590038314,0.3898305084745763,0.022792022792022793,5.0
60270,0.821,0.92,0.7790322580645161,0.11052631578947368,5.0
61270,0.884,0.9096774193548387,0.9038461538461539,0.14893617021276595,5.0
62270,0.897,0.9228571428571428,0.9294964028776979,0.17704918032786884,5.0
63270,0.899,0.9408212560386473,0.937424789410349,0.28994082840236685,5.0
64270,0.927,0.9733333333333334,0.9402810304449649,0.1506849315068493,5.0
65270,0.903,0.9310344827586207,0.9525547445255474,0.3258426966292135,5.0
66270,0.924,0.9240348692403487,0.9801849405548216,0.25102880658436216,5.0
67270,0.862,0.9446808510638298,0.8705882352941177,0.16595744680851063,5.0
68270,0.923,0.9606598984771574,0.9427148194271482,0.15736040609137056,5.0
69270,0.902,0.9101717305151915,0.9582753824756607,0.24199288256227758,5.0
70270,0.914,0.9637305699481865,0.9276807980049875,0.1414141414141414,5.0
71270,0.903,0.9441624365482234,0.9335006273525721,0.21674876847290642,5.0
72270,0.886,0.888121546961326,0.9511834319526628,0.25,5.0
73270,0.88,0.893387314439946,0.9416785206258891,0.265993265993266,5.0
74270,0.865,0.8682795698924731,0.9458272327964861,0.30914826498422715,5.0
75270,0.913,0.9143576826196473,0.974496644295302,0.26666666666666666,5.0
76270,0.866,0.918960244648318,0.8812316715542522,0.16666666666666666,5.0
77270,0.852,0.8482549317147192,0.9209225700164745,0.2544529262086514,5.0
78270,0.872,0.8595360824742269,0.9723032069970845,0.3471337579617834,5.0
79270,0.891,0.8755980861244019,0.946551724137931,0.18571428571428572,5.0
80270,0.83,0.7765042979942693,0.9748201438848921,0.35135135135135137,5.0
81270,0.877,0.9032258064516129,0.8433734939759037,0.08964143426294821,5.0
82270,0.862,0.8287560581583199,0.9412844036697248,0.23296703296703297,5.0
83270,0.829,0.75,0.9048723897911833,0.22847100175746923,5.0
84270,0.874,0.8898488120950324,0.8459958932238193,0.09941520467836257,5.0
85270,0.823,0.846875,0.6791979949874687,0.08153078202995008,5.0
86270,0.841,0.7279693486590039,0.9571788413098237,0.23548922056384744,5.0
87270,0.858,0.7094972067039106,0.5852534562211982,0.06641123882503193,5.0
88270,0.927,0.16129032258064516,0.09615384615384616,0.027426160337552744,5.0
89270,0.873,0.6666666666666666,0.22377622377622378,0.01866977829638273,5.0
90270,0.883,0.734375,0.3197278911564626,0.01992966002344666,5.0
91270,0.819,0.543859649122807,0.32460732984293195,0.06427688504326329,5.0
92270,0.886,0.7,0.34507042253521125,0.024475524475524476,5.0
93270,0.871,0.7243243243243244,0.6320754716981132,0.06472081218274112,5.0
94270,0.76,0.8666666666666667,0.4619289340101523,0.0462046204620462,5.0
95270,0.849,0.5171102661596958,0.85,0.15119047619047618,5.0
96270,0.761,0.8254716981132075,0.46419098143236076,0.0593900481540931,5.0
97270,0.814,0.865979381443299,0.7763401109057301,0.14161220043572983,5.0
98270,0.823,0.7295081967213115,0.7739130434782608,0.15114503816793892,5.0
99270,0.822,0.8317025440313112,0.8220502901353965,0.17805383022774326,5.0
100270,0.878,0.816711590296496,0.8487394957983193,0.1057542768273717,5.0
101270,0.822,0.6887966804979253,0.6171003717472119,0.10259917920656635,5.0
102270,0.802,0.7596741344195519,0.8233995584988962,0.21572212065813529,5.0
103270,0.815,0.5675675675675675,0.5,0.10126582278481013,5.0
104270,0.812,0.66,0.16176470588235295,0.02135678391959799,5.0
105270,0.847,0.7853107344632768,0.547244094488189,0.05093833780160858,5.0
106270,0.671,0.8465116279069768,0.580542264752791,0.1769436997319035,5.0
107270,0.831,0.44680851063829785,0.5637583892617449,0.12220916568742655,5.0
108270,0.847,0.6230769230769231,0.43783783783783786,0.06012269938650307,5.0
109270,0.767,0.8568181818181818,0.6892138939670932,0.1390728476821192,5.0
110270,0.81,0.7611650485436893,0.8540305010893247,0.22735674676524953,5.0
111270,0.764,0.8463114754098361,0.7195121951219512,0.176056338028169,5.0
112270,0.839,0.8121739130434783,0.8980769230769231,0.225,5.0
113270,0.852,0.8606060606060606,0.8435643564356435,0.1393939393939394,5.0
114270,0.724,0.596694214876033,0.9185750636132316,0.40197693574958815,5.0
115270,0.79,0.8180242634315424,0.8180242634315424,0.24822695035460993,5.0
116270,0.762,0.6533066132264529,0.8337595907928389,0.28407224958949095,5.0
117270,0.805,0.8276553106212425,0.7911877394636015,0.1799163179916318,5.0
118270,0.849,0.836424957841484,0.9018181818181819,0.21555555555555556,5.0
119270,0.798,0.6705607476635514,0.8247126436781609,0.21625766871165644,5.0
120270,0.799,0.8834586466165414,0.5802469135802469,0.052100840336134456,5.0
121270,0.795,0.7216890595009597,0.8623853211009175,0.2570921985815603,5.0
122270,0.68,0.4846743295019157,0.8322368421052632,0.3864942528735632,5.0
123270,0.767,0.8568507157464212,0.7199312714776632,0.1674641148325359,5.0
124270,0.816,0.7096114519427403,0.8920308483290489,0.23240589198036007,5.0
125270,0.827,0.8812615955473099,0.8133561643835616,0.15384615384615385,5.0
126270,0.82,0.722,0.8980099502487562,0.23244147157190637,5.0
127270,0.831,0.8016194331983806,0.6226415094339622,0.0718475073313783,5.0
128270,0.59,0.58,0.06937799043062201,0.03608247422680412,5.0
129270,0.69,0.5618661257606491,0.7466307277628033,0.34340222575516693,5.0
130270,0.787,0.8497790868924889,0.8386627906976745,0.3269230769230769,5.0
131270,0.835,0.8773333333333333,0.9001367989056087,0.3420074349442379,5.0
132270,0.81,0.8303249097472925,0.9336941813261164,0.5402298850574713,5.0
133270,0.843,0.8737244897959183,0.9219380888290714,0.3852140077821012,5.0
134270,0.82,0.8119777158774373,0.928343949044586,0.3629032258064516,5.0
135270,0.832,0.9035326086956522,0.8727034120734908,0.29831932773109243,5.0
136270,0.76,0.9117647058823529,0.775,0.3,5.0
137270,0.837,0.8753351206434317,0.9031811894882434,0.33574007220216606,5.0
138270,0.862,0.8978007761966365,0.9216467463479415,0.31983805668016196,5.0
139270,0.88,0.9423328964613368,0.9044025157232705,0.2146341463414634,5.0
140270,0.874,0.9855769230769231,0.8779443254817987,0.18181818181818182,5.0
141270,0.908,0.9703196347031964,0.9279475982532751,0.30952380952380953,5.0
142270,0.939,0.9702127659574468,0.9650793650793651,0.509090909090909,5.0
143270,0.928,0.9630836047774158,0.9589189189189189,0.4533333333333333,5.0
144270,0.92,0.9564270152505446,0.9564270152505446,0.4878048780487805,5.0
145270,0.924,0.9460946094609461,0.9695603156708005,0.4336283185840708,5.0
146270,0.94,0.9622437971952535,0.9727371864776445,0.42168674698795183,5.0
147270,0.944,0.9605963791267306,0.9793702497285559,0.46835443037974683,5.0
148270,0.926,0.9705882352941176,0.9470198675496688,0.2765957446808511,5.0
149270,0.935,0.9857768052516411,0.9454354669464848,0.2765957446808511,5.0
150270,0.95,0.9672131147540983,0.9779005524861878,0.3157894736842105,5.0
151270,0.905,0.9708846584546472,0.9262820512820513,0.40625,5.0
152270,0.956,0.9637526652452025,0.9890590809628009,0.3953488372093023,5.0
153270,0.922,0.9371554575523704,0.9758897818599311,0.4418604651162791,5.0
154270,0.86,0.8916761687571265,0.9455864570737605,0.5491329479768786,5.0
155270,0.663,0.6470588235294118,0.7659574468085106,0.4472049689440994,5.0
156270,0.703,0.739938080495356,0.7874794069192751,0.42748091603053434,5.0
157270,0.769,0.8088888888888889,0.8425925925925926,0.3664772727272727,5.0
158270,0.78,0.8191489361702128,0.8421875,0.33055555555555555,5.0
159270,0.8,0.8087649402390438,0.9157894736842105,0.4298507462686567,5.0
160270,0.85,0.8798798798798799,0.8932926829268293,0.23255813953488372,5.0
161270,0.826,0.8928571428571429,0.8358662613981763,0.19298245614035087,5.0
162270,0.816,0.8647798742138365,0.8487654320987654,0.24431818181818182,5.0
163270,0.852,0.906396255850234,0.8684603886397608,0.18126888217522658,5.0
164270,0.871,0.871866295264624,0.9441930618401206,0.27299703264094954,5.0
165270,0.891,0.9107981220657277,0.917981072555205,0.1557377049180328,5.0
166270,0.91,0.9265785609397944,0.940387481371088,0.1519756838905775,5.0
167270,0.896,0.9150943396226415,0.9208860759493671,0.14673913043478262,5.0
168270,0.837,0.8894154818325435,0.8582317073170732,0.20348837209302326,5.0
169270,0.865,0.9389438943894389,0.8530734632683659,0.1111111111111111,5.0
170270,0.883,0.9355371900826446,0.8788819875776398,0.10955056179775281,5.0
171270,0.884,0.9354330708661417,0.8878923766816144,0.12386706948640483,5.0
172270,0.897,0.9070796460176991,0.9389312977099237,0.1826086956521739,5.0
173270,0.902,0.9473684210526315,0.9013657056145675,0.0967741935483871,5.0
174270,0.868,0.8813314037626628,0.9241274658573596,0.2404692082111437,5.0
175270,0.883,0.9437299035369775,0.8774289985052317,0.10574018126888217,5.0
176270,0.899,0.8995695839311334,0.952887537993921,0.2046783625730994,5.0
177270,0.839,0.8342105263157895,0.9476831091180867,0.3806646525679758,5.0
178270,0.875,0.9055472263868066,0.9069069069069069,0.18862275449101795,5.0
179270,0.873,0.9064102564102564,0.9290407358738502,0.3054393305439331,5.0
180270,0.913,0.9391575663026521,0.9261538461538461,0.11142857142857143,5.0
181270,0.86,0.9286846275752774,0.8604992657856094,0.14106583072100312,5.0
182270,0.898,0.9317147192716236,0.9150521609538003,0.13677811550151975,5.0
183270,0.92,0.9558599695585996,0.9248895434462445,0.09034267912772585,5.0
184270,0.896,0.9410828025477707,0.898176291793313,0.10818713450292397,5.0
185270,0.898,0.9066455696202531,0.9301948051948052,0.15364583333333334,5.0
186270,0.896,0.9429477020602218,0.8974358974358975,0.10682492581602374,5.0
187270,0.899,0.9207772795216741,0.927710843373494,0.15773809523809523,5.0
188270,0.861,0.8421052631578947,0.9711684370257967,0.3519061583577713,5.0
189270,0.889,0.9113149847094801,0.9183359013867488,0.16524216524216523,5.0
190270,0.836,0.8302354399008675,0.9612625538020086,0.4521452145214521,5.0
191270,0.862,0.8893499308437067,0.9172610556348074,0.26755852842809363,5.0
192270,0.832,0.9051948051948052,0.8800505050505051,0.35096153846153844,5.0
193270,0.797,0.8204518430439952,0.9299191374663073,0.5852713178294574,5.0
