samples,acc,prec,rec,fpr,hashf
94270,0.72,0.7821782178217822,0.4010152284263959,0.07260726072607261,1.0
95270,0.685,0.3047858942065491,0.75625,0.32857142857142857,1.0
96270,0.658,0.5440806045340051,0.5729442970822282,0.29052969502407705,1.0
97270,0.663,0.8290322580645161,0.47504621072088726,0.11546840958605664,1.0
98270,0.734,0.6405693950177936,0.5217391304347826,0.15419847328244274,1.0
99270,0.589,0.5637019230769231,0.90715667311412,0.7515527950310559,1.0
100270,0.586,0.4316546762589928,0.5042016806722689,0.36858475894245724,1.0
101270,0.687,0.43820224719101125,0.5799256505576208,0.27359781121751026,1.0
102270,0.656,0.6847457627118644,0.445916114790287,0.170018281535649,1.0
103270,0.744,0.36627906976744184,0.3,0.1379746835443038,1.0
104270,0.797,1.0,0.004901960784313725,0.0,1.0
105270,0.735,0.4782608695652174,0.4763779527559055,0.1769436997319035,1.0
106270,0.623,0.7659574468085106,0.5741626794258373,0.2949061662198391,1.0
107270,0.751,0.29338842975206614,0.47651006711409394,0.2009400705052879,1.0
108270,0.777,0.3442622950819672,0.22702702702702704,0.09815950920245399,1.0
109270,0.663,0.8088235294117647,0.5027422303473492,0.1434878587196468,1.0
110270,0.701,0.6834862385321101,0.6492374727668845,0.25508317929759705,1.0
111270,0.728,0.7696428571428572,0.7508710801393729,0.3028169014084507,1.0
112270,0.654,0.7843137254901961,0.46153846153846156,0.1375,1.0
113270,0.732,0.7855421686746988,0.6455445544554456,0.1797979797979798,1.0
114270,0.682,0.6865671641791045,0.3511450381679389,0.10378912685337727,1.0
115270,0.677,0.7235915492957746,0.7123050259965338,0.37115839243498816,1.0
116270,0.669,0.5561797752808989,0.7595907928388747,0.3891625615763547,1.0
117270,0.583,0.7272727272727273,0.3218390804597701,0.13179916317991633,1.0
118270,0.589,0.5940460081190798,0.7981818181818182,0.6666666666666666,1.0
119270,0.722,0.5806451612903226,0.7241379310344828,0.2791411042944785,1.0
120270,0.655,0.6829268292682927,0.2765432098765432,0.08739495798319327,1.0
121270,0.728,0.6448763250883393,0.8371559633027523,0.35638297872340424,1.0
122270,0.726,0.5334821428571429,0.7861842105263158,0.30028735632183906,1.0
123270,0.763,0.7751196172248804,0.8350515463917526,0.3373205741626794,1.0
124270,0.699,0.5726072607260726,0.8920308483290489,0.4238952536824877,1.0
125270,0.69,0.8246445497630331,0.5958904109589042,0.1778846153846154,1.0
126270,0.662,0.5941176470588235,0.5024875621890548,0.23076923076923078,1.0
127270,0.532,0.3922413793103448,0.8584905660377359,0.6202346041055719,1.0
128270,0.727,0.6391554702495201,0.7966507177033493,0.3230240549828179,1.0
129270,0.662,0.6460176991150443,0.1967654986522911,0.06359300476947535,1.0
130270,0.72,0.7582278481012659,0.8706395348837209,0.6121794871794872,1.0
131270,0.767,0.8619186046511628,0.811217510259918,0.35315985130111527,1.0
132270,0.763,0.8486111111111111,0.8267929634641408,0.41762452107279696,1.0
133270,0.758,0.8380566801619433,0.8358008075370121,0.4669260700389105,1.0
134270,0.428,0.7089552238805971,0.15127388535031847,0.10483870967741936,1.0
135270,0.733,0.8128950695322377,0.8438320209973753,0.6218487394957983,1.0
136270,0.806,0.8202959830866807,0.97,0.85,1.0
137270,0.739,0.8564814814814815,0.7676348547717843,0.33574007220216606,1.0
138270,0.736,0.7744107744107744,0.9163346613545816,0.8137651821862348,1.0
139270,0.657,0.8587301587301587,0.680503144654088,0.43414634146341463,1.0
140270,0.83,0.9321266968325792,0.8822269807280514,0.9090909090909091,1.0
141270,0.573,0.9729206963249516,0.5491266375545851,0.16666666666666666,1.0
142270,0.783,0.9751958224543081,0.7904761904761904,0.34545454545454546,1.0
143270,0.801,0.935251798561151,0.8432432432432433,0.72,1.0
144270,0.884,0.9445676274944568,0.9281045751633987,0.6097560975609756,1.0
145270,0.87,0.9065520945220193,0.95152198421646,0.7699115044247787,1.0
146270,0.914,0.9167502507522568,0.9967284623773174,1.0,1.0
147270,0.92,0.9357512953367876,0.9804560260586319,0.7848101265822784,1.0
148270,0.942,0.9539614561027837,0.9834437086092715,0.4574468085106383,1.0
149270,0.903,0.9863636363636363,0.9108079748163693,0.2553191489361702,1.0
150270,0.741,0.9681159420289855,0.7381215469613259,0.23157894736842105,1.0
151270,0.662,0.9671875,0.6613247863247863,0.328125,1.0
152270,0.878,0.9647887323943662,0.899343544857768,0.3488372093023256,1.0
153270,0.864,0.8808290155440415,0.9758897818599311,0.8914728682170543,1.0
154270,0.824,0.8277945619335347,0.9939540507859734,0.9884393063583815,1.0
155270,0.646,0.6500920810313076,0.6827852998065764,0.39337474120082816,1.0
156270,0.752,0.7415881561238223,0.9077429983525536,0.48854961832061067,1.0
157270,0.795,0.9251439539347409,0.7438271604938271,0.11079545454545454,1.0
158270,0.721,0.7151370679380215,0.9375,0.6638888888888889,1.0
159270,0.789,0.791025641025641,0.9278195488721804,0.48656716417910445,1.0
160270,0.809,0.8233657858136301,0.9024390243902439,0.3691860465116279,1.0
161270,0.801,0.7953667953667953,0.939209726443769,0.4649122807017544,1.0
162270,0.818,0.828169014084507,0.9074074074074074,0.3465909090909091,1.0
163270,0.8,0.8261474269819193,0.8878923766816144,0.3776435045317221,1.0
164270,0.793,0.785,0.947209653092006,0.5103857566765578,1.0
165270,0.804,0.8520900321543409,0.8359621451104101,0.25136612021857924,1.0
166270,0.811,0.8597014925373134,0.8584202682563339,0.2857142857142857,1.0
167270,0.791,0.8248847926267281,0.8496835443037974,0.30978260869565216,1.0
168270,0.766,0.8540268456375839,0.7759146341463414,0.25290697674418605,1.0
169270,0.761,0.8676975945017182,0.7571214392803598,0.23123123123123124,1.0
170270,0.72,0.9099099099099099,0.6273291925465838,0.11235955056179775,1.0
171270,0.801,0.7997448979591837,0.9372197309417041,0.4743202416918429,1.0
172270,0.799,0.8309037900874635,0.8702290076335878,0.336231884057971,1.0
