samples,acc,prec,rec,fpr
147270,0.963,0.986784140969163,0.9728555917480999,0.1518987341772152
148270,0.973,0.9856353591160221,0.9845474613686535,0.13829787234042554
149270,0.974,0.9936102236421726,0.9790136411332634,0.1276595744680851
150270,0.974,0.980327868852459,0.9911602209944751,0.18947368421052632
151270,0.97,0.9902597402597403,0.9775641025641025,0.140625
152270,0.988,0.9912854030501089,0.9956236323851203,0.09302325581395349
153270,0.972,0.9795221843003413,0.9885189437428243,0.13953488372093023
154270,0.902,0.9253208868144691,0.9588875453446191,0.3699421965317919
155270,0.837,0.8365019011406845,0.851063829787234,0.17805383022774326
156270,0.916,0.9454855195911414,0.914332784184514,0.08142493638676845
157270,0.954,0.9688473520249221,0.9598765432098766,0.056818181818181816
158270,0.942,0.9648562300319489,0.94375,0.06111111111111111
159270,0.935,0.9629629629629629,0.9383458646616541,0.07164179104477612
160270,0.963,0.9813374805598756,0.961890243902439,0.03488372093023256
161270,0.967,0.9770992366412213,0.9726443768996961,0.043859649122807015
162270,0.967,0.9738058551617874,0.9753086419753086,0.048295454545454544
163270,0.971,0.9848484848484849,0.9715994020926756,0.030211480362537766
164270,0.975,0.978978978978979,0.9834087481146304,0.04154302670623145
165270,0.962,0.9700315457413249,0.9700315457413249,0.05191256830601093
166270,0.965,0.9789156626506024,0.9687034277198212,0.0425531914893617
167270,0.95,0.970873786407767,0.9493670886075949,0.04891304347826087
168270,0.962,0.9611940298507463,0.9817073170731707,0.0755813953488372
169270,0.96,0.9800918836140888,0.95952023988006,0.03903903903903904
170270,0.978,0.987460815047022,0.9782608695652174,0.02247191011235955
171270,0.972,0.9805097451274363,0.9775784753363229,0.03927492447129909
172270,0.967,0.9740853658536586,0.9755725190839695,0.04927536231884058
173270,0.97,0.9845916795069337,0.9696509863429439,0.02932551319648094
174270,0.973,0.9876543209876543,0.9711684370257967,0.02346041055718475
175270,0.974,0.9820089955022488,0.9790732436472347,0.03625377643504532
176270,0.967,0.9875195007800313,0.9620060790273556,0.023391812865497075
177270,0.972,0.9790732436472347,0.9790732436472347,0.04229607250755287
178270,0.958,0.9615384615384616,0.975975975975976,0.07784431137724551
179270,0.922,0.9789621318373072,0.9172141918528253,0.06276150627615062
180270,0.974,0.985981308411215,0.9738461538461538,0.025714285714285714
181270,0.974,0.9851851851851852,0.9765051395007343,0.03134796238244514
182270,0.972,0.9878603945371776,0.970193740685544,0.0243161094224924
183270,0.973,0.983679525222552,0.9764359351988218,0.03426791277258567
184270,0.963,0.9784283513097073,0.9650455927051672,0.04093567251461988
185270,0.958,0.9674267100977199,0.9642857142857143,0.052083333333333336
186270,0.957,0.9828660436137072,0.951734539969834,0.032640949554896145
187270,0.966,0.9772727272727273,0.9713855421686747,0.044642857142857144
188270,0.954,0.9554234769687965,0.9757207890743551,0.08797653958944282
189270,0.958,0.9690880989180835,0.9661016949152542,0.05698005698005698
190270,0.954,0.9670014347202296,0.9670014347202296,0.07590759075907591
191270,0.94,0.9432918395573997,0.9728958630527818,0.13712374581939799
192270,0.92,0.9746666666666667,0.922979797979798,0.09134615384615384
193270,0.869,0.9446870451237264,0.8746630727762803,0.14728682170542637
194270,0.951,0.9713876967095851,0.9590395480225988,0.0684931506849315
195270,0.914,0.9766277128547579,0.8904109589041096,0.04081632653061224
196270,0.953,0.9725036179450073,0.96,0.06333333333333334
197270,0.964,0.9918478260869565,0.9605263157894737,0.025
198270,1.0,1.0,1.0,0.0
199270,1.0,1.0,1.0,0.0
200270,0.985,0.9930232558139535,0.9895712630359212,0.043795620437956206
201270,0.957,0.9974587039390089,0.950363196125908,0.011494252873563218
202270,0.963,0.9926253687315634,0.9546099290780142,0.01694915254237288
203270,0.967,0.9693165969316597,0.9844192634560907,0.07482993197278912
204270,0.96,0.9818688981868898,0.9630642954856361,0.048327137546468404
205270,0.967,0.9952305246422893,0.9542682926829268,0.00872093023255814
206270,0.975,0.9862385321100917,0.9757942511346445,0.02654867256637168
207270,0.966,0.9713831478537361,0.9744816586921851,0.04825737265415549
208270,0.971,0.9949238578680203,0.969097651421508,0.020942408376963352
209270,0.975,0.9855643044619422,0.9816993464052287,0.04680851063829787
210270,0.952,0.9836065573770492,0.9469153515064562,0.036303630363036306
211270,0.973,0.9872881355932204,0.9748953974895398,0.03180212014134275
212270,0.976,0.9942446043165467,0.9718706047819972,0.01384083044982699
213270,0.971,0.9928057553956835,0.9663865546218487,0.017482517482517484
214270,0.974,0.9921671018276762,0.9743589743589743,0.02727272727272727
215270,0.943,0.975346687211094,0.9391691394658753,0.049079754601226995
216270,0.954,0.9973579920739762,0.9449311639549437,0.009950248756218905
217270,0.965,0.9815078236130867,0.9691011235955056,0.04513888888888889
218270,0.958,0.96875,0.9624183006535948,0.04896907216494845
219270,0.965,0.9912434325744308,0.9496644295302014,0.012376237623762377
220270,0.976,0.9887278582930756,0.9730586370839936,0.018970189701897018
221270,0.98,0.9858490566037735,0.9827586206896551,0.024861878453038673
222270,0.979,1.0,0.9718498659517426,0.0
223270,0.98,0.9858490566037735,0.9827586206896551,0.024861878453038673
224270,0.966,0.9830508474576272,0.9602649006622517,0.025252525252525252
225270,0.973,0.9773828756058158,0.9789644012944984,0.03664921465968586
226270,0.98,0.9932088285229203,0.9733777038269551,0.010025062656641603
227270,0.976,0.9933510638297872,0.9751958224543081,0.021367521367521368
228270,0.971,0.9777365491651205,0.96875,0.02631578947368421
229270,0.982,0.9785575048732943,0.9862475442043221,0.02240325865580448
230270,0.972,0.9830188679245283,0.9648148148148148,0.01956521739130435
231270,0.977,0.9855072463768116,0.9731663685152058,0.018140589569160998
232270,0.977,0.9959239130434783,0.9734395750332006,0.012145748987854251
233270,0.973,0.9854014598540146,0.9660107334525939,0.018140589569160998
234270,0.975,0.9837837837837838,0.9715302491103203,0.02054794520547945
235270,0.972,0.9829545454545454,0.9646840148698885,0.01948051948051948
236270,0.972,0.9920127795527156,0.9642857142857143,0.014044943820224719
237270,0.98,0.9856527977044476,0.9856527977044476,0.033003300330033
238270,0.966,0.9838420107719928,0.956369982547993,0.02107728337236534
239270,0.969,0.9872408293460925,0.9641744548286605,0.0223463687150838
240270,0.976,0.9859649122807017,0.972318339100346,0.018957345971563982
241270,0.978,0.9841269841269841,0.9772329246935202,0.02097902097902098
242270,0.98,0.9968253968253968,0.9721362229102167,0.005649717514124294
243270,0.984,0.9826589595375722,0.9864603481624759,0.018633540372670808
244270,0.983,0.9906542056074766,0.977859778597786,0.010917030567685589
245270,0.981,0.9831081081081081,0.9847715736040609,0.02444987775061125
246270,0.983,0.9899396378269618,0.9761904761904762,0.010080645161290322
247270,0.978,0.9953271028037384,0.9711246200607903,0.008771929824561403
248270,0.974,0.9801192842942346,0.9685658153241651,0.020366598778004074
249270,0.977,0.9894291754756871,0.9629629629629629,0.009727626459143969
250270,0.969,0.9746835443037974,0.9694244604316546,0.03153153153153153
251270,0.975,0.9983136593591906,0.961038961038961,0.0026041666666666665
252270,0.989,0.9913344887348353,0.9896193771626297,0.011848341232227487
253270,0.983,0.9896373056994818,0.9811643835616438,0.014423076923076924
254270,0.991,0.9886363636363636,0.9967266775777414,0.017994858611825194
255270,0.977,0.981651376146789,0.9762773722627737,0.022123893805309734
256270,0.985,0.9985955056179775,0.9806896551724138,0.0036363636363636364
257270,0.986,0.9956011730205279,0.9840579710144928,0.00967741935483871
258270,0.986,0.9935064935064936,0.9839228295819936,0.010582010582010581
259270,0.98,0.9944674965421854,0.9782312925170068,0.01509433962264151
260270,0.988,0.9944055944055944,0.9888734353268428,0.014234875444839857
261270,0.988,0.9941775836972343,0.9884225759768451,0.012944983818770227
262270,0.978,0.9972489683631361,0.9731543624161074,0.00784313725490196
263270,0.969,0.997275204359673,0.961892247043364,0.008368200836820083
264270,0.984,0.9939485627836612,0.9820627802690582,0.012084592145015106
265270,0.985,0.9941775836972343,0.984149855907781,0.013071895424836602
266270,0.976,0.9794801641586868,0.9875862068965517,0.05454545454545454
267270,0.9817629179331308,0.9898550724637681,0.984149855907781,0.023890784982935155
